,Account_Enquiry,Cancellation,Checkout Issue,Color,Giftcard_Issues,Layaway Query,Manufacturer Information,Material,Order_Assistance,Order_Issue,Payment Issues,Plan Device Upgrae,Price Match,Price _Enquiry,Product Comparison,Product Details,Product Inventory,Promotions/Deals/Discounts,Return Policy,Rewards,Shipping Inquiry,Size-Shape,Store_Pickup_Queries,System Issue,Warranty Enquiry
Promotions/Deals/Discounts,-1.32217838728,-1.11181263244,-1.13691463986,-1.16482616511,-1.18310024733,-1.60315912788,-1.16055177458,-1.13094835667,-1.50428119853,-1.44210770364,-2.0433319136,-1.07178856949,-1.47817350654,-1.21732930666,-1.12400117692,-0.931714278322,-1.86757444884,0.85124957139,-1.80092116477,-0.320735186008,-2.40743213496,-1.73358207442,-2.13870017161,-1.00676894126,-1.03998854546
Shipping Inquiry,-1.06171971194,-1.06980729083,-0.948025416922,-1.25503619946,-1.24657231998,-1.28770589914,-1.2592431907,-1.33350420497,-0.470829674739,-1.06035185354,-1.4894584513,-1.04838091365,-1.79120560572,-1.60673057279,-1.12292243552,-1.48882454209,-0.938679691669,-1.35496814133,-1.43939094179,-1.49954922247,0.458741902899,-1.10523299324,-1.50897586907,-0.996759490179,-1.21277876458
Price Match,-1.24874483297,-1.17022383486,-1.12141447515,-1.13958369923,-1.87312616574,-1.62949980031,-1.20007561837,-1.08451498222,-1.15127704349,-2.94984013437,-1.38228857318,-1.07491731034,-0.0250966594236,-0.409461817589,-1.13232087922,-1.01175657537,-0.945265587465,-0.770867512157,-1.22686656513,-1.46194530167,-1.79082003445,-1.62494468452,-2.21525519732,-1.10267774369,-1.10532122178
Size-Shape,-1.18165083771,-1.09346074182,-0.977125285469,-1.04862212832,-1.47754883584,-1.14036132566,-0.921986830041,-1.27013371359,-1.29948104127,-1.25913017503,-1.19190951702,-1.0798767158,-1.32550806202,-1.25112916527,-0.851057954172,-0.480136122069,-1.1463875829,-1.15476156804,-1.46227660684,-1.28372790028,-0.996428228323,0.446777587702,-1.35051884455,-1.01437858601,-1.11180714451
Store_Pickup_Queries,-1.23271837481,-1.12097458551,-1.12968853064,-1.18879547676,-1.13231778703,-1.32203370056,-1.14825368999,-1.14886704815,-1.48205461497,-2.83334739487,-1.34321437573,-1.09683438698,-0.999410804802,-0.678821226908,-1.27701975547,-0.291951188424,-1.43486120124,-1.0125875483,-1.46776135905,-1.1845770465,-0.791861276881,-1.60775881354,-0.127107155688,-1.03540864159,-1.08725154598
Size-Shape,-1.15083520861,-1.1224627344,-1.01814515651,-1.17393778373,-1.46425765488,-1.09921071694,-0.792443219434,-1.15122282754,-1.15572110425,-1.1649310119,-1.28902721777,-1.16835243721,-1.22020355917,-1.38384095146,-1.04342719074,-0.646330312963,-0.444955980415,-0.92507476971,-1.05259389409,-1.22157521519,-0.835922797071,-0.227164683573,-1.69514632706,-1.09459321016,-1.04538893808
Price _Enquiry,-0.990796407807,-0.986650622624,-0.983008444324,-1.03379447377,-1.55606470386,-1.2487150562,-0.985935984328,-0.993295597248,-1.0251006383,-1.4098005731,-1.04887987631,-0.997591412697,-0.59385198113,0.65955058624,-0.972906085315,-1.51304532151,-0.775941763942,-1.35193525384,-1.52118504873,-1.52181415406,-1.53610859887,-1.20333958879,-1.70147013282,-0.997063139565,-0.994519106398
Layaway Query,-1.1360246584,-1.14477401771,-1.10076000043,-1.03872697663,-1.17136300623,0.684844222592,-1.16346341064,-1.09529841874,-1.65363772081,-1.30830981351,-1.6109446907,-1.04232377922,-1.28644377866,-1.37714449145,-1.04345822643,-1.23618992045,-1.06543400691,-1.24674437878,-0.880975728833,-0.639528682178,-1.432151087,-1.25763698849,-1.9813976415,-1.10286509362,-1.10563198962
Store_Pickup_Queries,-1.63574344636,-1.3930019456,-1.30777569854,-1.37863446778,-1.13685321776,-1.67062059109,-1.38554164211,-1.49923972471,-1.99290961742,-2.68296391704,-1.43131725236,-1.26067190485,-0.964121170199,-1.13005151712,-1.45693811982,-1.13594771211,-0.453181913895,-0.521275023098,-1.91186439846,-1.83346223351,-1.54214712024,-2.01363412227,-0.265453900766,-1.28335818202,-1.2721511035
Warranty Enquiry,-1.36129650224,-1.22711607105,-1.24284483507,-1.30929153999,-1.46947672413,-1.32731887554,-1.01152536136,-1.18322494684,-1.39776585258,-1.47794370965,-1.34620352895,-0.868801818285,-1.46312558853,-1.52434451735,-1.52262024221,0.0561785879398,-1.38605287766,-0.653127216096,-1.39978191042,-1.53774609989,-1.76459763296,-1.86944624662,-2.25241148156,-1.20340065307,0.680193180705
Order_Issue,-1.37069876299,-1.20078418078,-1.29676682026,-1.03667385528,-1.72715531372,-1.47442264245,-0.999198845554,-1.03495882983,-1.21790489502,-0.063896589313,-1.1200848723,-1.05984678238,-1.38560435791,-1.23654275756,-1.03963765439,-1.51771661214,-0.74815315935,-0.512640637038,-1.55632790508,-0.951253738836,-1.68513708515,-1.42664208691,-1.42078037395,-1.12492354937,-1.02550208022
Product Details,-1.10726743075,-1.12909942332,-1.15936499435,-1.17224660324,-1.40648393083,-1.48313438447,-1.12901335069,-1.12511827791,-1.2818263729,-1.06132974129,-0.943405428275,-0.463019097325,-1.20470060175,-0.983719129755,-1.45217860215,-0.181490791482,-0.402164871393,-1.42402789354,-1.36431522103,-0.969217860591,-1.3102991041,-1.54640756487,-1.81742575616,-1.17588138526,-1.03399963057
Promotions/Deals/Discounts,-1.51127518995,-1.68012520564,-1.47224286687,-1.51562626459,-0.708065204408,-1.52418058374,-1.4827527793,-1.2759293264,-1.80707688063,-1.32051076327,-1.82859714101,-1.27408135495,-1.64755629316,-0.896192372334,-1.42976716147,-1.30482895149,-1.16780963521,0.37286525826,-0.897861909198,-0.854734572203,-1.74050228902,-1.75377177249,-1.14846868728,-1.2295114592,-1.20314686792
Rewards,-1.60719556806,-1.20388075113,-1.22957149095,-1.30343138011,-1.32536209856,-1.80975447214,-1.31842577574,-1.26954398359,-1.13770921983,-0.110442895588,-1.50007432997,-1.19885136734,-1.37574045105,-1.71364846692,-1.29505983452,-2.00769204652,-1.58170377984,-1.50950651385,-1.13762305848,0.291907235859,-1.44752760179,-1.7384190766,-1.45776066145,-1.2328246791,-1.18956785745
Order_Issue,-1.41341859415,-1.21071813044,-0.994804487683,-1.0189867329,-1.23973792103,-1.19026974182,-0.960515300235,-1.28683457963,-0.698781683129,-0.279716688833,-1.11729425317,-1.27577606166,-1.78191623752,-1.41834116063,-1.08129471259,-1.25855854159,-1.11381092185,-0.802018255467,-1.28887900972,-1.49230999141,-0.612676252618,-1.21842217291,-0.940371777522,-1.15228992212,-1.07063069972
Shipping Inquiry,-1.79760312296,-1.36699104476,-0.735696696725,-1.38106551261,-1.63144348555,-1.93716687245,-1.39972678939,-1.36120098619,-0.937157792356,-1.03875878824,-1.33152396406,-1.15117099109,-1.61604981803,-1.69227047959,-1.29501117617,-0.66918631833,-1.50328938383,-1.38415812072,-1.61925235645,-1.30354940845,-0.138432365037,-1.80261069747,-1.26407920635,-1.09144537852,-1.19806995595
Store_Pickup_Queries,-1.34521228289,-1.46459516481,-1.13863512337,-1.13481417498,-1.12557520398,-1.40451421734,-1.10726761145,-1.32426047585,-1.50562396952,-0.572470359511,-1.66651873048,-1.18029013312,-1.34835630256,-1.05944792289,-1.15402259099,-0.883015470428,-1.17972747383,-1.50432636132,-1.61013214949,-1.67352317644,-1.67563347344,-1.64488245702,0.0814295898086,-1.27963008896,-1.09321305786
Giftcard_Issues,-1.11302474931,-0.947605287791,-1.01880116907,-0.982230212469,0.499304156939,-1.15564624217,-1.03077243882,-0.999353885772,-1.60073883808,-1.96620865304,-0.402931884897,-0.96415523061,-1.36859258578,-1.46783859094,-0.977721413169,-1.03175889183,-0.977173190089,-3.12818506285,-1.59383952988,-0.507331172601,-1.54386132223,-1.15653227608,-2.26517074807,-1.04474505616,-1.05424065647
Promotions/Deals/Discounts,-1.09711645162,-1.37161075532,-1.21309462915,-1.10013117549,-1.43587406185,-1.41395444705,-1.06764968968,-1.11826175575,-1.26770853402,-2.02716589675,-1.99653623747,-1.04778778208,-1.12874562932,-1.43142359247,-1.11233055108,-1.26111027269,-1.17818634851,1.57479315003,-1.54028209986,-1.21446778331,-1.69088658127,-1.51765274739,-2.28871461297,-1.06859267927,-1.07055437726
Rewards,-1.55343669837,-1.3376682076,-1.25658111714,-1.37251248532,-1.89635267971,-1.8610747682,-1.42711974373,-1.16679120589,-1.16462787631,-1.82256067647,-1.37559913578,-1.13863442185,-0.881456129529,-0.365200286761,-1.34896659075,-1.68372573852,-1.68608774398,-1.22463147187,-0.569466578941,0.290510486023,-2.11564630243,-1.42293547795,-2.00331566456,-0.958755297023,-1.24507471889
Payment Issues,-1.81052768551,-1.30592649657,-0.949103476853,-1.18483350836,-1.30422230724,-1.33797278292,-1.14078014318,-1.1269511539,-1.25225386088,-0.704527277088,-0.133906632146,-1.10853756534,-1.44870063085,-1.69554447286,-1.16454368892,-1.89396661547,-1.4574283377,-1.11708153138,-1.2129697271,-1.05642213338,-1.42292890968,-1.39024162076,-1.35239551026,-1.08674661606,-1.17465688795
Product Inventory,-1.19366605874,-1.060433401,-1.08202129112,-1.00412877979,-1.10147595784,-1.06215207854,-1.03596407059,-0.887657129628,-0.840168680966,-1.75027520875,-1.2062731874,-1.1019527914,-1.75611640266,-0.924616375556,-1.2060131851,-0.396772402762,-0.262942187922,-0.701797590399,-1.17469587649,-1.00702119291,-1.78760067688,-0.888031627618,-1.50869918573,-1.00116397995,-1.06880601344
Store_Pickup_Queries,-0.993482309086,-1.04896646871,-1.12641491819,-0.800098059352,-1.63089639883,-1.30690629631,-1.01591752157,-1.24488308183,-1.16704025879,-1.68976988903,-1.40109422955,-1.07280162198,-1.32200385733,-0.910504816802,-1.07368687394,-1.14678653443,-0.473247058962,-1.5534324224,-1.25830947241,-1.23552630737,-1.28758034119,-1.30036505728,-0.221780044949,-1.00664833074,-1.05959768868
Promotions/Deals/Discounts,-1.65419647964,-1.36313473294,-1.21298146167,-1.20161355304,-1.01064951855,-1.68511380766,-1.04939528528,-1.22673967884,-1.32129398798,-1.20349014848,-1.19237471066,-1.20532957743,-1.37124437639,-1.23225984575,-1.20647259745,-1.78817363976,-1.60403244488,0.11064205247,-1.35423457927,-1.03273659933,-1.22894752402,-1.52086592543,-0.991166290826,-1.13696741739,-1.1390457792
Shipping Inquiry,-1.1185784317,-1.01221890038,-1.05059962038,-0.767312954076,-1.50998194023,-1.20106546017,-0.973804453007,-0.9967025073,-0.425541548432,-1.78876439555,-1.18613147697,-1.03877217836,-1.45825395386,-0.940805347729,-0.912420996104,-0.791542947059,-0.500214225207,-0.608895328032,-1.11382097588,-1.12199971484,-0.386005367127,-0.400103167065,-2.32770800134,-0.897121901922,-1.22639195615
Shipping Inquiry,-1.9416563701,-1.28999456917,-1.37873433848,-1.41277878907,-1.46202459292,-1.24498408891,-1.38979504307,-1.39618226471,-0.881168347493,-2.21039751449,-1.95490782929,-1.22547492143,-1.27937366636,-1.70514106264,-1.38862310842,-1.09033607215,-0.512816412494,-1.15168864894,-0.845342750464,-1.45421683786,-0.429069344589,-1.51338796147,-0.499859670994,-1.11103453684,-1.2530126733
Store_Pickup_Queries,-1.61627822624,-1.20662901201,-1.24409853633,-1.03596726758,-1.26268512829,-1.29666074763,-1.2455759337,-1.18397748999,-1.74818677554,-2.05273513456,-1.21472330191,-1.2051840671,-1.11274999069,-1.08519696551,-1.41285873283,-0.434936636832,-0.972673473467,-1.1817531284,-1.21747317545,-1.58949818709,-1.61643718626,-1.42702792166,-0.0456176573101,-1.24235303496,-0.878802974104
Order_Assistance,-1.35637398387,-0.972161076233,-1.23945222671,-1.09260239459,-1.20158871021,-1.28872616153,-1.03762011979,-1.06709297335,-0.378161180137,-0.663328273001,-1.68527871626,-1.23670223662,-1.06933318395,-0.90156387827,-1.06976799783,-0.453930974348,-0.843260636379,-0.969882389672,-1.16431039559,-1.51127245091,-1.00924421858,-1.1415739264,-1.08940484249,-0.928263520073,-1.14167516934
Size-Shape,-1.2721419214,-1.16794037697,-1.06634364529,-1.00723977742,-1.22211854916,-1.26042855047,-1.12624453626,-0.918924535053,-1.22252078375,-1.73114389544,-1.1101286743,-1.08113040415,-0.984980344763,-0.413573137365,-1.07339807894,-0.352721662952,-1.10537678206,-1.04400952723,-1.05050977367,-1.34136614407,-0.725759903071,-0.352348516082,-1.343348964,-1.06352314695,-1.04703578041
Shipping Inquiry,-1.31311372802,-1.2635330051,-1.30116314946,-1.344922655,-2.05120882742,-1.34914779767,-1.16850833416,-1.42241200346,-0.892390127728,-0.881138830257,-0.966872845734,-1.1857356484,-1.52392029887,-1.08652988605,-1.19074190055,-0.170025748956,-1.05125518716,-1.365217884,-1.65701165291,-1.78527640297,-0.0566024947681,-0.995824442702,-1.78099691199,-1.15275526478,-1.1627814731
Shipping Inquiry,-1.54935305362,-1.34521101907,-1.21779699073,-1.12630676838,-1.38829672487,-2.048286819,-1.17773115401,-1.21930261215,-2.31718570545,-1.66989442626,-1.32109789147,-1.20855606288,-0.929819459652,-1.42913206553,-1.18270675151,-1.61490197464,-1.69315524465,-1.10702255818,-1.38543039236,-1.62106601854,0.603049530543,-1.66503321348,-1.98687799159,-1.22281523363,-1.07308847475
Payment Issues,-1.7253039456,-1.40732297942,-1.32190626507,-1.38368839438,-0.956120952547,-1.76394014401,-1.2546714584,-1.23368562972,-1.25403566089,-1.41334695093,0.440696220365,-1.23111724461,-1.44799521218,-1.3939930545,-1.36472901576,-1.88208181428,-1.0526523434,-0.984673196101,-1.07349012675,-0.87333258967,-1.61203432375,-1.78042976973,-1.25889707453,-1.08986345974,-1.32011496462
Order_Issue,-1.60079386625,-1.16756787915,-0.670018721372,-1.33180927013,-1.37652154746,-1.25487047289,-1.15280870026,-1.26212611482,-1.19937251166,-0.345945054501,-1.03600307547,-1.33513028254,-1.32217538958,-1.2510812369,-1.15772153593,-0.702500198,-1.06811907726,-1.05457347261,-1.57113184758,-1.21215785231,-0.813364533576,-1.52071735251,-1.49227729502,-1.01252882356,-1.12061029467
Order_Issue,-1.30963818754,-1.16652835005,-1.22085778347,-1.34374881122,-1.57498066851,-1.35747600949,-1.20147492951,-1.14211498629,-1.48771423229,1.22998057299,-1.2251064087,-1.21032138865,-1.60118121807,-1.7103266455,-1.28173765559,-1.52606542734,-1.60045836071,-1.07263638217,-1.11732586652,-1.63296703804,-1.86567555455,-1.51443360011,-0.689717626427,-1.17221296519,-1.14913998845
Product Inventory,-1.23508447607,-1.07873634287,-1.11283799123,-1.20831400731,-1.41468074872,-1.14099668112,-1.13604601241,-1.30298766402,-1.13242844786,-0.94060690111,-1.86433180433,-1.20957329674,-1.09619991135,-1.08536569815,-1.21110139732,-0.637095186428,-0.421274311276,-0.787364200694,-1.32140260316,-1.32895880412,-0.807843811823,-1.16772339667,-0.808272193022,-1.15430541445,-1.18003122451
Promotions/Deals/Discounts,-1.0916176894,-1.21263010064,-1.11196753755,-1.04906076558,-1.11157215782,-1.00744109862,-1.02197512485,-1.12211236818,-1.4658436915,-1.58552607005,-2.0203755333,-1.0895275468,-1.17601657973,-1.39487691225,-1.1778665654,-0.82100396033,-1.01324179103,0.697606085531,-1.33574767114,-1.17226455709,-1.11992380142,-1.04582554909,-2.69764916541,-1.0102600637,-1.01063978933
Return Policy,-1.22907547578,-1.26502825467,-1.0464620257,-1.1547139521,-1.502557543,-1.27404791146,-0.7486686755,-1.22528693627,-1.18792479395,-1.68012226846,-1.69514877736,-1.1493361963,-1.33650667331,-1.30718004831,-1.06675070816,-1.09321230304,-1.32198286379,-1.30090470631,1.11080536599,-0.844434133556,-1.73622461949,-1.59264332674,-1.69816849402,-1.07876720067,-1.11714919617
Order_Assistance,-1.29751703916,-1.30816638826,-1.12434103883,-1.25864236306,-1.67530922182,-1.12225195166,-1.28957407856,-1.29085555117,-0.454660171979,-1.19527346109,-1.2801206975,-1.13541133317,-1.63224534273,-1.34041245955,-1.24928361135,-0.482196123738,-1.24821675549,-0.688394155169,-1.53387497967,-1.08681249747,-1.22637913254,-1.27842604648,-1.37102570784,-1.1493471216,-1.22898349394
Product Details,-1.15064345939,-1.19119719072,-1.09589311662,-0.830923577101,-1.27791325471,-1.06834984602,-1.10908940797,-1.05798950388,-1.2204837391,-0.636058722579,-1.70522202125,-1.04501982716,-1.44984847062,-1.11987528767,-1.16932530069,-0.00324163566298,-0.482852162331,-1.2925554038,-1.50042999155,-1.49975881309,-2.07062080868,-1.5848575743,-1.66305346102,-1.04077854497,-1.04136117772
Material,-1.00117694559,-1.02331549468,-0.856088910896,-1.05509082591,-1.46159998001,-1.17819823417,-0.985497915072,-0.255677958282,-1.25657790569,-0.849338492323,-1.51486834477,-1.0405031498,-1.25058861462,-1.13914482147,-1.03594395487,-0.916324930264,-1.01059196394,-0.84979905137,-1.37209443594,-1.27395307262,-0.526115242187,-0.907043335967,-1.54772047044,-0.99355659034,-0.986763771318
Product Inventory,-1.09054999101,-1.20759340674,-1.11560934048,-1.24331660682,-1.46129143415,-1.19472435164,-1.13653699692,-1.21254267028,-0.662184967644,-1.88311914468,-1.86002848164,-1.12251266008,-1.40921383216,-1.19852479546,-1.05207864789,-1.5656727203,0.422658784974,-1.20011621779,-1.55020189693,-1.30699376223,-0.867528755087,-1.35765199544,-1.58681780074,-1.03588704802,-1.08987464441
Order_Issue,-0.95214926309,-1.10602616921,-1.13318592109,-1.36103625915,-1.46341365602,-1.23280620032,-1.27101856368,-1.10450629851,-0.870979610536,-0.116203830491,-1.91677814427,-1.04052960061,-1.47128894631,-1.26241367305,-1.23987560131,-0.879767333232,-0.773981966598,-0.829220453435,-1.15772162126,-1.1395517627,-0.971837857957,-0.821947645428,-0.780608191219,-1.04214390971,-0.972859102865
Order_Issue,-1.05942365134,-1.27382417949,-1.25907055403,-1.16698497343,-1.77077226957,-1.42579949597,-1.45029006127,-1.11679344821,-0.684964071175,0.13072814444,-1.1359027339,-0.987934156035,-1.21357744023,-1.37323560611,-1.44399374625,-1.09453568194,-1.14560621259,-0.486584265763,-1.31345679624,-1.88239880262,-1.52966955616,-2.03797970856,-1.16188867598,-1.18073270904,-1.04877263118
Price _Enquiry,-1.16028367537,-1.07904722119,-1.11399046722,-1.07471935745,-1.46218888856,-1.25717247984,-1.14196931169,-1.02272992899,-0.987932554333,-1.41968876471,-1.10309115779,-1.1639005489,-0.983124183671,0.186406432509,-1.18437193355,-1.12396362089,-0.715226570991,-0.667993153028,-1.47760996083,-1.46783458074,-1.25187000088,-0.573899179087,-1.68765785938,-1.10058132165,-1.1194851326
Rewards,-1.68368454587,-1.49553121514,-1.38053422996,-1.35943385912,-1.12510035703,-1.75992605296,-1.30010970716,-1.22770790852,-1.44878296158,-1.39426355613,0.683335833258,-1.24828382315,-1.52359198105,-1.64677091155,-1.34648079276,-2.1210971425,-1.87132827715,-1.5082409508,-1.11533599659,0.745033708013,-1.98639040766,-1.59740602461,-1.09536001559,-1.26405093637,-1.25346209599
Size-Shape,-1.03493213459,-1.0261804177,-0.981528342239,-1.03102561733,-1.67840688835,-1.18860059452,-0.873759285705,-1.13212237244,-1.14133619194,-1.55565963676,-1.44604603605,-1.06990734519,-1.45978342018,-1.57257086402,-1.03639444662,-0.518552099763,-1.14630701211,-1.19213462343,-1.21711802947,-1.4527843487,-0.426623318575,0.502571627765,-2.11564742016,-1.04975256276,-1.1666606789
Product Details,-1.11483362207,-1.3072354035,-1.27713828993,-1.15802050783,-1.4935672509,-1.31723667805,-1.24734528048,-1.10413413233,-0.966083167218,-1.51751278667,-1.06273262043,-0.970385751347,-1.20369272678,-1.17645081477,-1.44393669128,0.532286154991,-0.988414276285,-0.943390842527,-1.12073582946,-1.499893466,-1.26860217804,-1.33303936673,-1.52856297727,-1.18779493659,-1.00927647034
Order_Issue,-0.927037217232,-1.11934271595,-0.90923821795,-1.08330758468,-1.15573785276,-1.24847743561,-1.1532300424,-1.08196999629,-1.17597081967,-0.149801251818,-1.31878551906,-1.00255029053,-1.32110313815,-1.48580343174,-1.11836457822,-0.236571501583,-1.09858992987,-1.3938172368,-0.90855382245,-1.57781494878,-1.18311281485,-1.49425740939,-1.15756696183,-0.990384982919,-1.01256219728
Payment Issues,-1.23655583718,-1.13434513547,-0.904108606639,-1.20444417135,-1.39738070227,-0.910697642701,-1.1306138306,-1.12369244122,-0.692830675022,-0.208730012637,0.116134888644,-1.15553965542,-1.25226005767,-1.67556220008,-1.2747552858,-2.16347795483,-0.863635528756,-1.26515958045,-0.934542380205,-1.5685164907,-1.64422678134,-1.00777660401,-1.39435207899,-1.00767276361,-1.15275381751
Store_Pickup_Queries,-1.16713099137,-1.39861537171,-1.25297788389,-1.41383496565,-1.13076595529,-1.54576548773,-1.21425432922,-1.28051698662,-0.599547599563,-2.0982900495,-1.56006922116,-1.34745443413,-1.66624053867,-1.73755051995,-1.41168613496,-2.0644362207,-1.00140575106,-1.37760116306,-1.45772653052,-1.60048225879,-1.2502771035,-1.56278847462,0.784778081704,-1.13970674666,-1.17500683265
Order_Issue,-1.38585159473,-1.13066268683,-1.08746331151,-1.378102037,-2.03009441875,-1.63420607825,-1.28479557818,-1.1338971053,-0.557343975925,1.10781873876,-1.22870114234,-1.39607018031,-1.33472066958,-1.26562675524,-1.18737683797,-1.95231828347,-1.13789286117,-0.915935009571,-1.56465887005,-1.55774514089,-1.03616295,-1.26201421216,-1.04296331413,-1.1511483452,-1.20317489703
Product Details,-0.997380750847,-1.32806978761,-1.29301295976,-1.10356592501,-1.31830759831,-1.37279376841,-1.24891673845,-1.03117073909,-1.11065162337,-0.929834008871,-0.890390263978,-0.997201292155,-1.52635772747,-1.33186689127,-1.34582337834,0.0160552172135,-0.641468873086,-0.396127619164,-1.36872825477,-1.2249257362,-2.03235970229,-1.48420936377,-1.87060113001,-1.20522388915,-1.04718801832
Store_Pickup_Queries,-1.67467134454,-1.54474476994,-1.22280389958,-1.41292753707,-1.41179270085,-1.45543301054,-1.37856200211,-1.35412937794,-1.39609291636,-2.4856001774,-1.47142076846,-1.41237782178,-1.59704372155,-2.21708108182,-1.38209292993,-1.51465426842,-2.0708040725,-0.931268670053,-1.45201786497,-1.61424167556,-1.4809278622,-1.97050966529,1.47430997624,-1.23874177401,-1.25876883363
Store_Pickup_Queries,-1.57953554165,-1.44485695105,-1.23719210508,-1.33258035846,-1.50580273718,-1.27119541292,-1.46764164844,-1.32865194448,-1.40523012149,-6.21755163886,-1.25934006655,-1.15468549337,-0.895204313229,-1.47153496602,-1.31282641657,-1.39182193688,-0.267710860759,-1.11203611787,-1.32511271173,-1.57704500638,-1.58361157927,-1.9201712241,0.858436958354,-1.22541828951,-1.27840167263
Store_Pickup_Queries,-1.67165506704,-1.51483976571,-1.33679767954,-1.4633454381,-1.86330697465,-1.75451481642,-1.39624210605,-1.3056750683,-1.47979815527,-1.93354618527,-1.2079898364,-1.26774482627,-0.694537674179,-0.914587357554,-1.35839372114,-0.743949188516,-0.983444020134,-1.93860391134,-1.27913181221,-1.60720337438,-1.12202964754,-0.783413619236,-0.43601759982,-1.24615175285,-1.23425377134
Shipping Inquiry,-1.57788607483,-1.18842181051,-1.17940583107,-1.24421005826,-1.88744547377,-1.81427864663,-1.05780570678,-1.22189812085,-0.594809018631,-1.698518087,-1.26957934587,-1.13463334947,-0.928562899465,-0.787153911319,-1.1494644984,-0.496706224469,-1.08961276211,-0.619813257491,-1.43303033896,-1.40580345505,-0.489084209262,-0.871050086539,-2.32693502875,-1.08305298959,-1.29213221172
Store_Pickup_Queries,-1.34129914813,-1.15822541977,-1.18094482193,-1.20095730727,-1.26497467635,-1.26287660081,-1.16686050072,-1.23681109213,-1.61760603384,-2.06183480332,-1.29580663,-1.13826560603,-1.07022812867,-0.91051741924,-1.25549774453,-1.40880382806,-0.672379653327,-0.832238378791,-1.3543441205,-1.66343300491,-1.93766172138,-1.76437523148,0.0569369345152,-1.00691690957,-1.13921715575
Order_Issue,-1.59456651025,-1.34022753854,-1.224244271,-1.45662948015,-0.992643350329,-1.05051372084,-1.27392742074,-1.37381067566,-1.1478216474,0.639768717067,-0.894424889493,-1.31418954276,-1.49990294776,-1.38234970626,-1.18281732124,-1.34994043804,-1.11663127975,-0.574171378603,-1.35125535661,-1.5077152229,-1.46919150864,-1.66041904344,-0.550969174754,-1.15004945525,-1.19048392856
Shipping Inquiry,-1.33268455097,-1.35236717759,-1.09806659828,-1.15027862736,-1.36950311497,-1.57409586882,-1.18466212365,-1.34802792096,-1.43337088765,-0.72304693526,-2.0365248182,-1.20616445519,-1.83549404875,-1.07495147463,-1.19939836059,-1.58212624724,-1.61824778555,-1.06263569697,-1.60515961386,-1.10596308645,0.508976342029,-1.05666126094,-1.12515232704,-1.05760560161,-1.2522893134
Shipping Inquiry,-1.08408643118,-1.0617152815,-1.10981038723,-1.10106627484,-1.24734020146,-1.51628147888,-1.18875024877,-1.23689816979,-1.34248127798,-1.58890613633,-1.35639773339,-1.1188731827,-1.59692648051,-1.32259393597,-1.1717323767,-0.955967068952,-0.762371832432,-0.96803546866,-1.08747684067,-1.53469640775,0.758482499531,-1.57227726682,-1.41461615719,-1.06320302742,-1.15607238907
Order_Issue,-1.37382286326,-0.96161987778,-1.18158223611,-1.17715741317,-1.76780434198,-1.09616249464,-1.12350025679,-1.20647563782,-1.63942616814,1.07428176612,-1.62113417736,-1.19178546236,-1.5382931699,-1.51505195266,-1.14394416882,-0.839466753031,-1.3448507666,-0.843005245932,-1.43074653109,-1.26045541656,-1.75946288039,-1.29209633233,-1.03016479957,-1.01233778502,-1.0742458051
Promotions/Deals/Discounts,-1.13465157422,-1.51190696353,-1.35040232582,-1.22278316662,-0.868538026476,-1.35657972877,-1.11310671811,-1.14348220748,-1.83777312562,-2.58111576734,-1.65544777141,-1.14464178205,-0.874362326458,-1.31369844484,-1.18226311445,-1.55285124352,-1.58817779814,1.22628699739,-1.46595069108,-2.16473237091,-1.5741059916,-1.55100983176,-1.67814211632,-1.13058888431,-1.03649353833
Order_Issue,-1.68938008208,-1.2132392532,-1.26130181315,-1.13476534153,-1.70300099047,-1.41804197075,-1.10009732882,-1.18641514738,-1.32116982272,0.726902596536,-0.888877653731,-1.20488277044,-1.61705323346,-1.51380466969,-1.1752573365,-1.89336494197,-1.37000557741,-0.805613298806,-1.41300178826,-1.46657402748,-1.96896913511,-1.60129378341,-0.990201457232,-1.05185269816,-1.15328132494
Price Match,-1.5546610662,-1.14662100706,-1.14673562078,-1.24686895178,-1.66983571242,-1.62478750585,-1.21084452603,-1.08040854606,-1.05878905163,-1.76928724332,-1.23671882284,-1.17675847446,0.552669426258,-1.58716863762,-1.1938653275,-1.32491544445,-1.29512820427,-0.677968588387,-1.35892947337,-1.42280853045,-1.31633511204,-1.08795160583,-1.89312545771,-1.09302560042,-1.15663674125
Product Details,-0.934796122795,-0.988011664827,-0.923816130647,-0.999186817062,-1.51008325271,-0.936474845268,-1.2421913404,-1.00780177132,-1.05961367104,-0.435962601272,-0.991703128402,-0.983742152293,-1.31560194156,-1.26458463343,-0.928057329886,-0.106960507235,-0.498800173173,-1.65485660961,-0.973157118944,-1.24087402882,-1.56414295723,-1.54174200533,-1.25453664731,-1.13248582778,-0.999032239396
Product Inventory,-1.0532827854,-1.04837888228,-1.22124702442,-1.16765162694,-1.58997418039,-1.39399923339,-1.13199000485,-1.22231063774,-1.30702009564,-3.07748802601,-1.32832590348,-1.11222001076,-1.80222250546,-0.856681782552,-1.15470949499,-1.85183008627,1.84318920804,-2.00999051492,-1.74530944281,-0.892317884777,-1.08798825383,-0.917577609913,-2.6830807248,-1.05431837388,-1.07280272971
