XTest,sessionId,y__true,y_pred,y_prob_max
 my wifi is extremely slow- i dont use any other router other than twc model arris only when connected through cable is the speed better,ID1221469478,Speed Issue,Speed Issue,0.961045856546
cable box is on but there is no signal to the tv,ID1230680866,Signal Issue,Cable Box Not Working,0.0655715165967
i need to cancel a service appt,ID1231777578,Appointment,Cancellation,-0.0174450528013
 - i am new to the community but have been a twc customer for over 3 years sunday nov 9th my doorbell rings and at the door was                  katherine marchetti                time warner cable quality assurance representative                810 w howard ln suite 100                austin tx 78753                phone512-202-7743                katherinemarchettitwcablecom   i explained that my cable box appeared to be malfunctioning she indicated she would come back and che,ID1227646536,Cable Box Not Working,Cable Box Not Working,0.0324120011865
speed issues,ID1224244279,Speed Issue,Speed Issue,0.922803792326
i am paying for your fastest speed i just tested and i am not getting anytng like i am paying for the internew is very slow  what is the deal and how do i fix,ID1223156107,Speed Issue,Speed Issue,1.83752044391
our upload speed is seriously broken can i speak to someone that can help me please,ID1233652351,Speed Issue,Speed Issue,0.922803792326
im trying to watch tv online but im getting  message that my account has been disabled,ID1232356864,Online Tv Issues,Account Disabled,0.0118491783408
speed,ID1235355202,Speed Issue,Speed Issue,0.922803792326
how do i change my network name and password,ID1236327262,Modem Setup,Login Issue,0.628693369974
wifi not working,ID1224299477,Home Wifi,Home Wifi,0.458632744834
how can i revert my voicemail greeting to a generic greeting,ID1229982306,Voice Mail,Voice Mail,1.03967659568
our old computer crashed and i would like to have the same email address and web mail password on our new computeris there anyway to do that the new computer has icloud,ID1220558091,Email Issue,Login Issue,0.132503969371
is there a reason i cannot watch channels like 54 or hallmark 59 those number 50+ channels,ID1232018543,Channel Issue,Channel Issue,0.61517436214
quick question i have the extreme internet but im not getting 50 mbps i only get 30,ID1227615757,Speed Issue,Internet Not Working,0.292607691801
can i turn off voicemail,ID1219358804,Voice Mail,Voice Mail,1.03967659568
i am unable to connect to twc email i am in argentina and have tried thru safari  firefox,ID1229165208,Account Info,Email Issue,0.45381142214
account disabled,ID1222364577,Account Disabled,Account Disabled,0.360854339002
slow speed internet,ID1224329255,Speed Issue,Speed Issue,1.62430263715
how can i access my dvr recordings with my remote control,ID1232209900,Dvr Issue,Dvr Issue,0.14736633829
i put the wrong password too many times and need to access my account,ID1228107482,Account Disabled,Login Issue,0.516807183187
unable to connect to internet,ID1220643617,Internet Not Working,Internet Not Working,0.292607691801
new modem never arrived,ID1237108497,Purchase Modem,Modem Setup,0.303496439344
the box has no time or channel info wont turn on and have unplugged and replugged in,ID1230618966,Channel Issue,Channel Issue,0.0519844464761
i cannot call into my phone because voice mail prevents it  i havent been able to shut down the voice mail  last chat person jacob hung up on me,ID1231345171,Voice Mail,Voice Mail,0.676333329488
how can i find my wifi password to add a new device or allow additional access,ID1224622159,Additional User,Additional User,0.302733661433
cable box will not reboot,ID1237062946,Cable Box Not Working,Cable Box Not Working,0.278938070786
i dont remember my user name and password and i am setting up my new modem,ID1232265426,Login Issue,Login Issue,0.0166151921824
internet running slow keep getting disconnected from support,ID1219781061,Speed Issue,Speed Issue,0.911355821884
how do i get access to the dvr manager on my computer or phone,ID1226948701,Dvr Issue,Dvr Issue,0.491476075159
i cannot turn the closed captions on or off  t are presently on  ts is on my dvr,ID1228814568,Dvr Issue,Dvr Issue,0.949279307964
why hasnt my internet speed being upgraded as told,ID1221358531,Speed Issue,Speed Issue,0.677971708775
ultimate speed,ID1234820648,Speed Issue,Speed Issue,0.922803792326
locked out of account,ID1223565647,Login Issue,Account Disabled,0.350088668145
only one box is working right so i need you guys to send a signal to them please,ID1236988516,Cable Box Not Working,Cable Box Not Working,0.170694069502
how do i set up my twc email so that i can download free anti-virus software,ID1228447216,Anti Virus,Email Issue,0.45381142214
losing internet connection,ID1233649279,Internet Not Working,Internet Not Working,0.292607691801
my wifi says i have full bars but no connectivity,ID1229488790,Speed Issue,Home Wifi,0.458632744834
can i be sent a new wifi modem,ID1228589992,Purchase Modem,Home Wifi,0.112432035495
locked out of my account,ID1230002930,Account Disabled,Account Disabled,0.350088668145
cable box not activated,ID1224157835,Cable Box Not Working,Cable Box Not Working,0.278938070786
my internet keeps going out is there an outage in my area,ID1224231142,Internet Not Working,Service Availablity,0.00069671740602
when is our internet and television service going to be repaired,ID1230702665,Account Info,Internet Not Working,0.292607691801
how can i put a password on my router,ID1229931397,Account Info,Login Issue,0.628693369974
"my picture says ""you channel will apear momentarily",ID1221692398,Signal Issue,Channel Issue,0.447453393481
cannot get channel 37 today,ID1219387279,Channel Issue,Channel Issue,0.447453393481
reset my box ,ID1231437354,Cable Box Not Working,Cable Box Not Working,0.170694069502
im not getting the qvc channel - not since last night,ID1232315547,Channel Issue,Channel Issue,0.447453393481
 i am unable to access my twc account on-line to pay my bill i get a message that my on-line account is disabled would you please enable my on line account so i may pay my bill thank you,ID1223654644,Account Setup,Account Disabled,0.104520868342
modem id and password,ID1235259937,Login Issue,Login Issue,-0.00281638799308
cable box not working,ID1232360026,Signal Issue,Cable Box Not Working,0.278938070786
my account has locked up can you help,ID1227189186,Account Disabled,Account Disabled,0.350088668145
i dont understand the channel guide,ID1222697978,Channel List,Channel Issue,0.447453393481
why does my phone keep dropping calls,ID1232594492,Phone Not Working,Phone Not Working,0.558739381306
i need my password reset,ID1228385892,Login Issue,Login Issue,0.628693369974
i have business class internet in my home but residential cable tv  when i log in on my laptop the website doesnt recognize my ip address as my home therefore i cannot watch all the channels,ID1232322374,Home Wifi,Channel Issue,0.0784217622712
how do i reset my network password,ID1232617575,Login Issue,Login Issue,0.628693369974
how do i login to the ui so i can access my wifi passwords to view them and make changes,ID1229200531,Login Issue,Home Wifi,0.458632744834
is there an approved twc cable modem wtelephone capabilty that i can purchase to replace my leased modem,ID1233411893,Purchase Modem,Modem Setup,0.127301942882
since i received the new modem my voip vonage phone rings caller id works but i cnnot call out and only occassinally can hear the calling party on incomming if i pck up on the first ring o two never hear the caller 4th or 5th ring maybe calling out the party hears me usually but i cant hear them,ID1223036188,Dail Tone Issue,Caller Id,0.709469098177
i received a mailer from you that says you moved me to earthlink extreme an no additional cost i dont see a difference 21mps upload and 16 mps download speed is it a hoax,ID1219120825,Details Of Existing Plan,Speed Issue,0.922803792326
 are you throttling my internet all of a sudden my speeds have tanked and i cant load any hd videos i am not using any extra bandwidth on my end,ID1220083589,Speed Issue,Internet Not Working,0.292607691801
my internet quit and now its asking for me to register,ID1223455970,Internet Not Working,Internet Not Working,0.292607691801
password reset,ID1227374271,Login Issue,Login Issue,0.628693369974
my online email account is almost non-functional  it only occasionally allows me to delete msgs  then my storage limit gets reached and it starts bouncing messages,ID1232109063,Cable Box Not Working,Email Issue,0.130196957683
i have guests what is my password,ID1235392684,Wifi Password,Login Issue,0.628693369974
is ther internet connection issues in bedford tx area,ID1229031980,Internet Not Working,Service Availablity,0.00069671740602
my account has been disabled,ID1224117285,Account Setup,Account Disabled,0.360854339002
i am subscribing 15 mbps internet but why am i getting only 24 mbps on my laptop,ID1234626846,Speed Issue,Internet Not Working,0.292607691801
can you disable my routers wifi so it doesnt interfere with my own wifi router,ID1222186552,Home Wifi,Home Wifi,0.458632744834
ping results for vonage indicate problems with connection speed prevent my making and receiving phone calls,ID1226065443,Speed Issue,Phone Not Working,0.37453074859
does my set top box need to be replaced if the reception is laggingchoppy,ID1235324948,Cable Box Not Working,Cable Box Not Working,0.170694069502
i see a channel is not on  to be specific channel 310 the nfl network,ID1229928120,Channel Issue,Channel Issue,0.447453393481
i am unable to reset the password on my account,ID1229213066,Update,Login Issue,0.516807183187
"hoy do i get caller id on my tv screen ive gone to settings selected ""on"" but caller id doesnt appear on screen",ID1235305291,Caller Id,Caller Id,0.929313323707
why cant t fix my internet ts saturday t came last saturday and didnt do anytng,ID1233482046,Internet Not Working,Internet Not Working,0.292607691801
lost all my new incoming emails over the last week wle setting up a new pc  now that my email is finally set up correctly and i have captured my storical emails is there any chance i could get back what was on the server for the last week or so  it was downloaded yesterday and dumped witn minutes so i didnt even see most of them  i use pop now,ID1228614778,Email Issue,Email Issue,0.45381142214
ts will be my 3rd chat im getting upsetmy internet is intermittent and slow,ID1223468578,Speed Issue,Speed Issue,0.911355821884
we are receiving a lot of spam email that is from the mail delivery system  we are concerned that someone is trying to access and use our email address,ID1230916507,Account Info,Email Issue,0.45381142214
i locked my account,ID1236338077,Login Issue,Account Disabled,0.350088668145
my cable box keeps resetting itself,ID1220050008,Cable Box Not Working,Cable Box Not Working,0.278938070786
activate purchased modem,ID1237005054,Modem Setup,Modem Setup,0.303496439344
 iw ould like to have my emails say t come from a deifferent name than my current email address currently it is faranetta1txrrcom and i would like to have it say it came from melindagirlmeetslakecom i do not know if i need to change the actual email address or if i can jsu change the name i receive emails sent to melindagirlmeetslakecom in my inbox but when i reply t come from faranetta1txrrcom is there a way to change ts thanks,ID1224617571,Email Issue,Email Issue,0.45381142214
we were supose to have our cable connected and the box is stuck on ait i reconnected unplug and notng,ID1231942579,Cable Box Not Working,Cable Box Not Working,-0.00749506914985
not able to connect to internet,ID1222114806,Internet Not Working,Internet Not Working,0.292607691801
my picture on my dvr is not working please fix ts it says contact twc but my digital adapter in my other tv is working,ID1229987546,Dvr Issue,Dvr Issue,0.51052253593
i get a recording that t are aware that one of my cable boxes wont reboot but the box has not been working for 3 days i would like to speak to live person,ID1231613649,Cable Box Not Working,Cable Box Not Working,-0.00749506914985
set up account email addresses,ID1230628120,Account Info,Email Issue,0.130196957683
i tested my internet speed on toastnet and it is running slow can you check out the speed on my line,ID1230825860,Speed Issue,Speed Issue,1.60839483251
i need my password reset  locked out of system,ID1232326556,Login Issue,Account Disabled,0.10659811726
my internet has gotten extremely slow over the past 3 days i tnk the modem may be dying or sometng,ID1233299892,Speed Issue,Speed Issue,0.60023159316
unable to send the outbound email messages,ID1231768372,Email Issue,Email Issue,0.45381142214
turned on bridged nat with my arris modem wifi no longer works and am unable to connect to my routers page 19216801,ID1224407150,Home Wifi,Home Wifi,0.112432035495
box isnt working,ID1228936753,Cable Box Not Working,Cable Box Not Working,0.170694069502
how do i allow guest access to my wifi,ID1228416457,Home Wifi,Home Wifi,0.458632744834
my dvr has been frequently going out sayig that it is not available  then it will come back for a wle then it will go out again,ID1232669927,Dvr Issue,Dvr Issue,0.949279307964
when you add second dvr do you have to do anytng specific,ID1233521586,Dvr Issue,Dvr Issue,0.949279307964
internet in - out,ID1231967862,Internet Not Working,Internet Not Working,0.292607691801
we are in a rv resort in rockport tx and connected to their twc  can i lease-rent a dvr recorder,ID1219109472,Dvr Issue,Dvr Issue,0.949279307964
connection is incredibly slow please reset,ID1226566651,Speed Issue,Speed Issue,1.16555859425
bad audio on channel 1346,ID1231389231,Channel Issue,Channel Issue,0.447453393481
i m traveling and i need to tranfer my calls to celli never registered i thru computer before,ID1235193849,Voice Mail,Phone Not Working,0.281073712832
i need help transferring my network and password settings for my new modem,ID1235285707,Modem Setup,Login Issue,0.0166151921824
our buildings second floor twc lock box junction box is broken all the cables for the floor are exposed,ID1232665231,Cable Issue,Cable Box Not Working,0.170694069502
can i get a new remote control,ID1236437501,Remote,Remote,0.922037463607
is the dvr manager online broken or does it always not work nbc recordings do not record sound do you have any idea why that might be,ID1224002518,Dvr Issue,Dvr Issue,0.949279307964
how many bengali channels are there,ID1229176382,Channel Issue,Channel Issue,0.61517436214
before replacing our wifi box we didnt have any problem streaming videos from any source but since replacing the box weve had notng but trouble  if you could help us get back to the same level of service we had before i would greatly appreciate it,ID1235350628,Service Issue,Cable Box Not Working,-0.0358542741107
020 mbps download speed not good,ID1225819661,Speed Issue,Speed Issue,0.922803792326
i seem to have forgotten my password to log in so i can get the mcafee antivirus,ID1224872176,Login Issue,Anti Virus,1.18493353008
take voicemail off my plan,ID1222447843,Voice Mail,Voice Mail,1.03967659568
phone no ring tone no incoming calls internet slow,ID1235808084,Phone Not Working,Phone Not Working,0.117329799319
iam trying to log in to watch an episode of the walking dead on amc via twc and i forgot my password when i try to retreive the password i get a message of system error,ID1228465633,Login Issue,Login Issue,0.628693369974
ive purchased a wireless router and i need to replace the one time warner installed how do i go about activating my new modem,ID1227667638,Modem Setup,Modem Setup,0.303496439344
internet username and password,ID1220011494,Login Issue,Login Issue,0.123841436225
why is my internet so slow,ID1229255148,Speed Issue,Speed Issue,0.911355821884
internet plans,ID1231732468,Plan Explaination,Internet Not Working,0.292607691801
why wont my dvr manager work,ID1236175382,Dvr Issue,Dvr Issue,0.949279307964
my remote controller is not working  the cbl button at the top right side near the power button stays lit continuously,ID1227291819,Remote,Remote,0.922037463607
why is my internet speed slow,ID1223794931,Speed Issue,Speed Issue,1.62430263715
need to setup installation appointment,ID1229089702,Appointment,Appointment,0.882026778961
slow connection,ID1229974288,Speed Issue,Speed Issue,1.16555859425
we had an appointment for a technician to come to our home yesterday around 4pm he did not show up,ID1232214028,Appointment,Appointment,0.882026778961
i forgot my email username and password,ID1221372804,Login Issue,Login Issue,0.132503969371
how many channels can i record at the same time  can i watch another channel wle recording other channels  thank you,ID1222113536,Tv Setup,Channel Issue,1.05668059596
activate modem,ID1220514523,Modem Setup,Modem Setup,0.303496439344
is there a channel for netflix,ID1232342941,Channel Issue,Channel Issue,0.447453393481
i picked up a 2nd cable box for another room in the house  i need to get it activated so i can set up the tv,ID1231348422,Tv Setup,Cable Box Not Working,0.0655715165967
my internet service periodically disconnects,ID1230730544,Internet Not Working,Internet Not Working,0.292607691801
activate my own modem,ID1230610707,Modem Setup,Modem Setup,0.303496439344
remote does not work,ID1221457998,Remote,Remote,0.922037463607
internet,ID1231024922,Internet Not Working,Internet Not Working,0.292607691801
cable box is far from tv,ID1222608414,Cable Box Not Working,Cable Box Not Working,0.0655715165967
dvr space availability is very small and only able to record 2 shows at one time - can you assist,ID1222331680,Dvr Issue,Dvr Issue,0.949279307964
my email is not receiving any more messages due to full capacity how can i delete messages,ID1222639445,Email Issue,Email Issue,0.45381142214
my phone is not working properly it rings and i cant hear anyone i make calls and it cuts out i cant even call to get it fixed,ID1233388191,Phone Not Working,Phone Not Working,1.35084195297
laptop wont connect to wireless modem,ID1230870529,Modem Issue,Modem Setup,0.303496439344
i have forgotten my password for my home wifi,ID1229821754,Login Issue,Home Wifi,0.0785121855132
why does my cable box power off by itself,ID1223600657,Cable Box Not Working,Cable Box Not Working,0.278938070786
i forgot my username and password,ID1235375735,Login Issue,Login Issue,0.628693369974
my internet doesnt  want to work sometimes,ID1221249382,Internet Not Working,Internet Not Working,0.292607691801
speed of internet,ID1228916743,Speed Issue,Speed Issue,0.677971708775
activate modem,ID1228148639,Modem Setup,Modem Setup,0.303496439344
need to reset username  password,ID1223742279,Login Issue,Login Issue,0.628693369974
slow internet,ID1235262185,Speed Issue,Speed Issue,0.911355821884
i lost the guy i was chatting with about my phone not working,ID1223114479,Phone Not Working,Phone Not Working,0.999961627558
i cant activate my modem from computer it says to call or chat,ID1233049343,Modem Setup,Modem Setup,0.303496439344
my dvr freezes when trying to fast forward do you have newer model i can try or anytng,ID1229310112,Dvr Issue,Dvr Issue,0.949279307964
i have been locked out of signing into my account my username is bjguthrie but i am assuming i need to reset my password,ID1226596819,Login Issue,Login Issue,0.169297254054
my internet speed is super slow,ID1224010302,Speed Issue,Speed Issue,1.62430263715
i would like to delete my email account,ID1233532780,Email Issue,Email Issue,0.130196957683
lost my password,ID1225367904,Login Issue,Login Issue,0.628693369974
i cant find my user name and password,ID1225132116,Login Issue,Login Issue,0.628693369974
why is my download speed so slow i just ran your spped test and it came out 069 mbps,ID1229328590,Speed Issue,Speed Issue,1.83752044391
account has been disabled,ID1229442956,Account Disabled,Account Disabled,0.360854339002
can i use the usb port to make my external hard drive accessible via wifi network,ID1224009505,Home Wifi,Home Wifi,0.458632744834
why dont i have hd channels,ID1230745699,Details Of Existing Plan,Channel Issue,0.61517436214
acct disabled need to reset password,ID1221484503,Account Disabled,Login Issue,0.309812329111
how can i cange my email accounts passwords,ID1231554396,Email Issue,Email Issue,0.45381142214
my internet is supposed to be around 30 on the download and im getting anywhere from 5 to 14,ID1228547114,Speed Issue,Internet Not Working,0.292607691801
slow service,ID1231316629,Service Issue,Speed Issue,1.16555859425
is there a package for 200+ channels and 30 mbs speed,ID1230733861,Plan Explaination,Channel Issue,0.196212050657
why i my speed slow,ID1231356434,Speed Issue,Speed Issue,1.83752044391
multiple channels not working,ID1219959869,Channel Issue,Channel Issue,0.61517436214
i dont know my user name neither my password,ID1235195407,Login Issue,Login Issue,0.628693369974
i am locked out,ID1231444621,Account Disabled,Account Disabled,0.350801164091
wifi is horrible again running at 233mbps,ID1228829460,Home Wifi,Home Wifi,0.458632744834
we have subscribed to the ultimate 300 plan and my speed is currently less than 4mbps on download and less than 5mbps on upload,ID1231780852,Speed Issue,Speed Issue,0.922803792326
box does not turn on,ID1236397064,Cable Box Not Working,Cable Box Not Working,0.170694069502
much slower internet than advertised,ID1229606583,Speed Issue,Internet Not Working,0.292607691801
my internet is flaky,ID1225827708,Internet Not Working,Internet Not Working,0.292607691801
i have dial tone but cant dial out,ID1231329167,Dail Tone Issue,Dail Tone Issue,0.344827225612
my cable box dvr is no longer recording  can just bring it to the local twc store to get a replacement,ID1236330188,Dvr Issue,Dvr Issue,0.09476285615
i just added phone service and have hooked up the modem and have no dial tone i also reset the modem via the internet through my services and still have no dial tone,ID1222368529,Dail Tone Issue,Dail Tone Issue,0.164470948675
my email has stopped coming into my phone and my tablets as of last wednesday what can i do to fix ts problem,ID1233522210,Email Issue,Email Issue,0.0855610098136
how do i get the dial tone to woek,ID1230330215,Dail Tone Issue,Dail Tone Issue,0.493769733454
refresh my signal speed is 520,ID1226113106,Speed Issue,Speed Issue,0.922803792326
multiple channels on my tv are not working after multiple reboots,ID1233621667,Channel Issue,Channel Issue,0.399898792391
when i am connected to vpn internet explorer will not work  when i disconnect vpn ie works fine  i believe it is a problem with the modems firewall  is there a way to correct ts,ID1233436798,Internet Not Working,Cancellation,0.180216952388
how do i add a channel to an existing list,ID1236179953,Channel Issue,Channel Issue,0.447453393481
my internet is way slower then it should be,ID1225139014,Speed Issue,Internet Not Working,0.292607691801
i need to activate my modem,ID1220512718,Modem Setup,Modem Setup,0.303496439344
under guide i use to see the channels on the left side and dont see them anymore,ID1220575556,Channel List,Channel Issue,0.61517436214
i am unable to reset my password,ID1219264394,Login Issue,Login Issue,0.628693369974
slow download speed,ID1220034151,Speed Issue,Speed Issue,1.83752044391
can you help me turn off the wifi on my modem,ID1227366248,Home Wifi,Home Wifi,0.112432035495
"my dvr cancels some programs that have been set to record  also some programs say ""not allowed to record""  how can i fix ts",ID1228667681,Dvr Issue,Dvr Issue,0.949279307964
i can not use internet now,ID1236128343,Internet Not Working,Internet Not Working,0.292607691801
reset password,ID1227267819,Login Issue,Login Issue,0.628693369974
wifi is working but not on my phone,ID1225838952,Phone Not Working,Home Wifi,-0.00165524759078
can i trade in my modem w built in wireless for a regular modem to use my own router instead,ID1221378109,Purchase Modem,Modem Setup,0.303496439344
i am trying to access time warner through my roku  it is asking for a time warner id  i tried to access my time warner account but have forgotten my password and received a message that my account had been disabled,ID1219279425,Login Issue,Login Issue,0.0635731280757
phone dont have a dial tone,ID1224179630,Dail Tone Issue,Dail Tone Issue,0.304427752071
no internet,ID1233299022,Internet Not Working,Internet Not Working,0.292607691801
appointment,ID1222276728,Appointment,Appointment,0.882026778961
just had new cable box installed after the tech left the box spontaneously rebooted and then i had no service,ID1223599207,Cable Box Not Working,Cable Box Not Working,0.384170902499
i need to cancel my technician appointment,ID1222458135,Appointment,Appointment,0.57321799597
why do i need a technician for whole house dvr was just disconnected from neil,ID1226835753,Dvr Issue,Dvr Issue,0.949279307964
i am not recieing proprer internet download speed,ID1229950448,Speed Issue,Speed Issue,0.677971708775
i am getting mail delivery failure messages for emails i did not send  i am guessing someone got a hold of my email  what can i do,ID1224232678,Email Issue,Email Issue,0.45381142214
need to reset password on wireless modem,ID1231719367,Account Info,Login Issue,0.0166151921824
i upgraded my internet and it barley works,ID1223017269,Upgrade Plan-Internet,Internet Not Working,0.292607691801
since the upgrade my internet is horribly slow how can i fix it,ID1224863442,Speed Issue,Speed Issue,0.911355821884
wifi continues to drop,ID1230706783,Home Wifi,Home Wifi,0.458632744834
ow do i program favorite channels on my remmote,ID1236439484,Remote,Channel Issue,0.61517436214
ineed to change mt password i forgot it,ID1222127650,Login Issue,Login Issue,0.628693369974
ive rebooted my cable box twice and the four squares have been frozen for hours can you reboot remotely,ID1219349723,Cable Box Not Working,Cable Box Not Working,0.278938070786
how can i check my password,ID1222682313,Account Info,Login Issue,0.628693369974
new cable box continues to have booting problems,ID1235155444,Signal Issue,Cable Box Not Working,0.278938070786
ts is the 4th chat ive tried to start the first one was 30 minutes long with r=icky and he stopped responding my internet access keeps going in and out so i need for you to contact me if we get cut off,ID1230945158,Internet Not Working,Internet Not Working,0.292607691801
i am not a twc customer but interested in using wifi in nyc how much is an access pass and how long is the free trial  of hrs thanks,ID1226112245,Service Availablity,Home Wifi,0.458632744834
twc recently updated my internet speed but there is a huge lack in speed,ID1226861592,Speed Issue,Speed Issue,0.881377229254
forgot my wifi pw,ID1236174680,Wifi Password,Home Wifi,0.458632744834
i am unable to login to obtain a copy of mcafee,ID1224302510,Login Issue,Anti Virus,0.504918500449
"my cable box keeps going into ""sleep"" mode by completely shutting off ive gone through all the settings what can i do",ID1227748252,Cable Box Not Working,Cable Box Not Working,0.278938070786
"""no signal"" from cable box",ID1236345923,Signal Issue,Cable Box Not Working,0.278938070786
can you verify my upcoming appointment,ID1234525916,Appointment,Appointment,0.882026778961
i do not have telephone jacks in my home i need to know my options for setting up wi-fi internet,ID1228632814,Home Wifi,Internet Not Working,0.292607691801
my husband wanted me to ask why was the outdoor channel replaced with the movie channel on channel 64 here in killeen texas,ID1222082658,Channel Issue,Channel Issue,0.268623850693
i would like to request the new modem i never recieved,ID1223468071,Purchase Modem,Modem Setup,0.303496439344
how do you change name of network and password,ID1235281141,Modem Setup,Login Issue,0.628693369974
cable box wont complete reboot,ID1230610107,Cable Box Not Working,Cable Box Not Working,0.278938070786
i want to exchange the big box i have for a smaller onei went to 96th street and t didnt have any at that location  t said to try 23rd street but i do not want to go down there unless i know for sure theres a smaller dvr box for me  can you let me knowthanks so much,ID1231028332,Cable Box Not Working,Dvr Issue,0.0960677638745
my account was disabled,ID1229905711,Account Disabled,Account Disabled,0.360854339002
remote is bad,ID1224284882,Remote,Remote,0.922037463607
cant activate the new modem,ID1232286209,Modem Setup,Modem Setup,0.303496439344
how do i reset my modem,ID1228442041,Modem Setup,Modem Setup,0.303496439344
im supposed to get 40mbps but speed test shows 15mbps ts happens all the time,ID1232644202,Speed Issue,Speed Issue,0.922803792326
need to reset modem,ID1233115926,Modem Setup,Modem Setup,0.303496439344
i forgot my password how can i reset,ID1232185892,Login Issue,Login Issue,0.628693369974
im trying to get my passowrd for the on line viewing of espn wch i need for their service  when i request to reset the password im getting a system error has occurred,ID1233570131,Online Tv Issues,Login Issue,0.628693369974
internet down a lot,ID1236317509,Internet Not Working,Internet Not Working,0.292607691801
yesterday root sports southwest was launched for astrosrockets games do you know if you will get that channel and if so when,ID1229577059,Odm,Channel Issue,0.447453393481
what channel is pbs,ID1233520968,Channel List,Channel Issue,0.447453393481
my cable box is not authorized today but it was yesterday,ID1229882166,Cable Box Not Working,Cable Box Not Working,0.278938070786
how can i find out the password for wifi,ID1221886280,Login Issue,Wifi Password,0.286469416432
im having trouble with modem,ID1225079671,Modem Setup,Modem Setup,0.303496439344
on demand not working,ID1228597143,Odc-Not Working,Odc-Not Working,0.41730364564
i was able to get the internet to come bacl on so i dont need a tech anymore thank you anyways   nicole,ID1226504497,Internet Not Working,Internet Not Working,0.292607691801
im trying to set up my account so that i can watch fox sports 1 online however i have been locked out of my account,ID1223639709,Account Setup,Account Disabled,0.137848146444
why is my net so slow,ID1224333781,Speed Issue,Speed Issue,1.16555859425
slow internet,ID1236961083,Speed Issue,Speed Issue,0.911355821884
what is error message 101 mean with on demand,ID1233451721,Odm,Odc-Not Working,0.332158696218
what is my pin for setting up voicemail,ID1227190336,Voice Mail,Voice Mail,1.03967659568
i want to schedule an appointment to install time warner cable in my super apartment in building,ID1231317691,Appointment,Appointment,0.619410223008
how to connect wifi,ID1227610646,Home Wifi,Home Wifi,0.458632744834
i am locked out of my twc account because i tnk i have two for some reason my old account is still active and it is linked to the same email as the new account i forgot my password to the new account and when i try and retrieve my password the system keeps reverting back to my old accountcan you access my new account please,ID1229291042,Account Disabled,Login Issue,0.110162904489
i have just upgraded my cable modem to a docsis 30 and my download speed is oinly 175mbps i expected it to be a lot gher,ID1229531544,Speed Issue,Speed Issue,0.109841541769
mac address email,ID1219376073,Email Issue,Email Issue,0.45381142214
internet too slow,ID1228510585,Speed Issue,Speed Issue,0.911355821884
channels not working,ID1219996058,Channel Issue,Channel Issue,0.61517436214
twc id is not working it says my account has been disabled,ID1232611852,Login Issue,Account Disabled,0.0537552604232
just got disconnected dealing with slow speeds,ID1224922655,Speed Issue,Speed Issue,1.16555859425
please reset my cable box,ID1236331970,Signal Issue,Cable Box Not Working,0.278938070786
i have been experiencing much reduced speed on my inet connection in the past two weeks i recently added one person to the connection at my office could one more person cause such a slow down in speed and connectivity,ID1228769263,Speed Issue,Speed Issue,1.67451280406
i dont recall ever receiving a pin foe my voicemail i cant reset the pin without entering the old one wch  dont know i installed all my equipment myself so there wasnt a tech here to set up anytng and give me a pin i am lost,ID1220006344,Account Info,Voice Mail,1.03967659568
how do i set up app on my phone  i tried to find my username and password and it said my account has been disabled,ID1235949758,App Issue,Account Disabled,-0.0272708362647
can i access a previous email account,ID1223567724,Email Issue,Email Issue,0.130196957683
how do i get out of the on demand portal,ID1237024828,Odc-Not Working,Odc-Not Working,0.332158696218
speed test indicated less than 3 mbps  paying for 30 mbps extreme whats going on,ID1219763515,Speed Issue,Speed Issue,0.922803792326
why is my internet speed slow,ID1226881835,Speed Issue,Speed Issue,1.62430263715
twc account has been disabled,ID1221829840,Account Disabled,Account Disabled,0.360854339002
my cablephone and internet are out,ID1231512478,Internet Not Working,Internet Not Working,0.292607691801
"i am getting the ""enter your user name and password for the following server"" message from outlook  i even tried to check via the web and it said account not available",ID1235435614,Email Issue,Login Issue,0.516807183187
activate new modem,ID1232411741,Modem Setup,Modem Setup,0.303496439344
is twc available in my area,ID1228169575,Service Availablity,Service Availablity,0.120297661344
how do i cancel the playboy channel and replace itwith the real channel,ID1226080473,Channel Issue,Channel Issue,0.225064972576
my wifi has not worked in a very long time,ID1223621650,Home Wifi,Home Wifi,0.458632744834
speed is slow again,ID1220427042,Speed Issue,Speed Issue,1.83752044391
im unable to log into my account because its telling me that a twc id has already been created but i forgot my password  can you help me with ts,ID1223296156,Login Issue,Login Issue,0.233162827934
i forgot my username and password and the account has been disabled,ID1229909120,Login Issue,Account Disabled,0.246573724701
i have the premium package twc sports pass  what channel is tonights lady bears basketball game on  the newspaper says its on fox sw plus what channel is ts and is it included in my sports package thanks,ID1227188627,Details Of Existing Plan,Channel Issue,0.100898727982
ive been on with three separate peoplet finally turned on my wfif at homewhen i rebooted ive lost the network on wifi,ID1235206872,Home Wifi,Home Wifi,0.458632744834
how do i set up my road runnner email address,ID1226822321,Email Issue,Email Issue,0.45381142214
my cable box isnt working it says it is not authorized,ID1230588320,Cable Box Not Working,Cable Box Not Working,0.278938070786
i am having truble connecting my laptop to my wifi,ID1220575547,Home Wifi,Home Wifi,0.458632744834
need change password,ID1232335168,Login Issue,Login Issue,0.628693369974
channel 4 nbc isnt coming in but other channels are,ID1235247609,Channel Issue,Channel Issue,1.09917017719
