,Account Disabled,Account Info,Account Setup,Add Ons,Additional User,Anti Virus,App Issue,Appointment,Bill Explaination,Bill Related,Block Calls,Cable Box Not Working,Cable Issue,Call History,Caller Id,Cancellation,Change Package,Channel Issue,Channel List,Chhange Address - My Move,Dail Tone Issue,Details Of Existing Plan,Digital Adapter,Dvr Issue,Email Issue,Home Wifi,Internet Not Working,Login Issue,Make Payment,Modem Issue,Modem Setup,Multiple Tv,Odc-Not Working,Odm,Online Tv Issues,Order Status,Payment Status,Phone Cancellation,Phone Not Working,Phone Setup,Plan Explaination,Purchase Modem,Receving Bill - Paper&Paperless,Refund,Remote,Return Box,Service Availablity,Service Issue,Signal Issue,Smart Tv,Speed Issue,Streaming,Tv Not Working,Tv Setup,Twc Id,Update,Upgrade Plan-Internet,Voice Mail,Wifi Password
Voice Mail,-1.56822961155,-1.00836245104,-0.999613188863,-0.999913646736,-0.999949185661,-0.999998877463,-1.0167312763,-0.999130565705,-1.01300241692,-0.99972795968,-0.999863891475,-1.51342391982,-0.999423865198,-0.999941179657,-1.03268374333,-1.01582066257,-0.999509007112,-0.996259501898,-0.999951156308,-0.999539695055,-1.11394894151,-0.999398072114,-0.999831639487,-1.04057742995,-1.01503620734,-0.998681797929,-0.998546268681,-0.996917658662,-1.01248548959,-1.08232344568,-1.05855972275,-1.0000013954,-0.999509361071,-0.999970912473,-0.999828690514,-0.999744367528,-0.999865331541,-0.999970920204,-1.50906252429,-1.08990380644,-1.01899626864,-1.03819805115,-0.999918835519,-0.999956774812,-1.0039956935,-1.30199197204,-1.10109126859,-1.00244199637,-1.04722025268,-0.99988959195,-0.917437597077,-0.999347424195,-0.999338770299,-0.999886565888,-0.999936903526,-1.004061368,-1.0088266738,1.03967659568,-1.00002420775
Login Issue,-1.00258358428,-0.998719158792,-0.944489000178,-0.999994392811,-1.0118272674,-0.999976668037,-1.06418534524,-1.03601438303,-1.00826873179,-1.07089568664,-0.999982449485,-1.40587331612,-1.56325276355,-1.05766885423,-1.34051468641,-1.02565143288,-1.00000053039,-0.996527559263,-0.997081092326,-1.00196739753,-1.00000364244,-1.01728954543,-0.999995958843,-1.42432803041,-1.95406417643,-0.993365347235,-1.59618703211,0.628693369974,-1.40081125927,-1.15819348854,-0.922563209846,-1.00000638063,-0.999955003876,-1.80964008587,-0.994288018308,-1.00503314486,-1.0222793889,-0.999999797721,-1.19891214916,-1.14519607507,-1.05902397526,-1.28012393217,-1.0118100334,-1.00820759459,-1.04444583256,-1.31690159858,-1.07756338876,-0.991839473909,-1.28093982741,-1.00158086674,-0.989111566244,-0.998802678426,-1.17873774453,-0.997610694256,-0.999956834879,-0.917292876403,-1.04315591097,-1.00596011934,-0.905025932164
Speed Issue,-1.61236929909,-1.16552767863,-1.04505008786,-1.00127739485,-1.00090366015,-1.00857307897,-1.01652787542,-1.7667949446,-1.15676208486,-1.17130265965,-1.00218849822,-1.34285161698,-1.25643864473,-1.06170874563,-1.03073434134,-1.01294181777,-1.02480555633,-1.06178157049,-1.14283497426,-1.0062364736,-1.26545345548,-1.00721068802,-1.00267262269,-0.993226573391,-1.04170093221,-2.13691525605,-2.25149229811,-1.31982065166,-1.01435005366,-1.07456900606,-2.0137868159,-1.00038954953,-1.00642660672,-1.60199727235,-1.01237887694,-1.00806660229,-1.0016929248,-1.00958389471,-1.00256992568,-1.09156319795,-1.02946133112,-1.17914381508,-1.00115863127,-1.01129568817,-1.0355219101,-1.30310428065,-1.63739511124,-1.04294852651,-1.13916650507,-1.00142183242,1.83752044391,-1.00356844512,-1.08838701161,-1.11027364514,-1.00613977288,-1.07111510907,-0.998042547663,-1.00738533381,-1.0745482777
Wifi Password,-1.0005268129,-0.813441818455,-1.03085114285,-1.00044423531,-0.994729352792,-1.00296151216,-1.2490793465,-1.04040726274,-1.11788020274,-1.02277355103,-1.00075291208,-1.26376386581,-1.49455097108,-1.02533955454,-1.19092650652,-1.3642568102,-1.00885927984,-1.21549958513,-1.08418077816,-1.00243892062,-1.00035886391,-1.00144321585,-1.00092537382,-1.47531928332,-1.40923063025,-0.610811313488,-1.32168989435,-0.302171680365,-1.18648147691,-1.16287721177,-1.07049207398,-1.00013186483,-1.11141217571,-1.50300039716,-1.01483781529,-1.00458733685,-1.00963115266,-1.03812206274,-1.08121050077,-1.13096442231,-1.01354373866,-0.999654164852,-1.00511602199,-1.00355636001,-1.03521215176,-1.2391903682,-1.12457961593,-1.01448592477,-1.10891475534,-1.00104539566,-1.04085328842,-1.0061236205,-1.14328881716,-1.11507859406,-1.07063403278,-0.996341459039,-1.03667880101,-1.00412703238,-0.28194545214
Login Issue,-0.98221520475,-0.937520251105,-0.986674897182,-0.996793116992,-0.997840363545,-0.978640404769,-0.994324360017,-0.88992337372,-0.989752776526,-0.990920331271,-0.99451749353,-0.964088566789,-0.980268097284,-0.998163305115,-1.02331611453,-0.997961530237,-0.984052170269,-0.853699160203,-0.997451624776,-0.984473620281,-0.99754588136,-0.980099961162,-0.993393720043,-0.987344248206,-0.891705088413,-0.957419787296,-0.839696669349,-0.729601128691,-0.997968321731,-1.06122942153,-0.825783711919,-0.999074176015,-0.983959379231,-0.999092312248,-0.9939912235,-0.991485794641,-0.995750832851,-0.999154742695,-0.972424718578,-0.988792440547,-0.969452490184,-0.962753097384,-0.997203275873,-0.998314235494,-0.994483461346,-1.30199197204,-0.982191493715,-0.863131724608,-0.922799434704,-0.996524836231,-0.859292323145,-0.978967523495,-0.977997512634,-0.982207270805,-0.992619943781,-0.989505376397,-0.982873114841,-0.981471390407,-0.999978285818
Home Wifi,-0.991129111003,-1.20404016791,-1.11236926309,-1.00000796003,-1.032511332,-0.999935378902,-1.44383584185,-1.04814404647,-1.23056095012,-0.983832563282,-0.999975038258,-1.17417092719,-1.49604333399,-0.99998481188,-1.07868757893,-1.70876452667,-1.01778889238,-1.4428539638,-1.17188987239,-0.999150089441,-1.00000064002,-0.97919760314,-0.999989051872,-1.57969543792,-0.989157611525,0.458632744834,-0.890919287296,-0.983634057306,-1.01940238182,-1.17935690694,-0.918118449091,-1.00000995832,-1.22564679885,-1.2923684772,-1.0354558811,-1.00474327894,-0.999975783114,-1.07663322422,-0.990095290823,-1.13559606985,-0.972272739163,-0.93929455057,-0.999993162066,-1.00000328081,-1.03196904419,-1.16270371036,-1.18351673001,-0.991622756666,-0.973191665203,-1.00045455133,-0.96958827334,-1.01167643234,-1.13192138378,-1.23529727357,-1.14273209696,-0.994756068935,-1.03684307741,-0.999916348056,-0.940489132696
Speed Issue,-1.69611575983,-1.11885668435,-1.03892351751,-1.00209447512,-1.09413683785,-1.0076669495,-1.0311015078,-1.4080196716,-1.00619733533,-0.985776889328,-1.10186728404,-1.53237147744,-1.50650698082,-1.19240651459,-1.07196616368,-1.01170255552,-1.03579962836,-1.04379315723,-1.14720206129,-1.00231950132,-1.74700060249,-1.01013111682,-1.00259826602,-1.13921023277,-1.03334158258,-1.27189691973,-0.943840738421,-1.34354365645,-1.26723319666,-1.09302891643,-1.74670350129,-1.01135460816,-1.08487111657,-1.71889441807,-1.00108335242,-1.00227827577,-1.00136125299,-1.05121517647,-1.3939028981,-1.1553694991,-1.01126841996,-1.1941318233,-1.00950828184,-1.01478907437,-1.3401255351,-1.59419843065,-0.99985454883,-1.02976305245,-0.994458522849,-1.0007190627,0.911355821884,-1.00320018943,-1.08594092238,-1.09122280011,-1.15899622986,-1.04747765011,-0.990003657776,-1.00711730545,-1.09170023369
Account Disabled,0.350088668145,-1.05627572837,-1.06357707691,-1.0017816965,-1.00060236511,-1.60773262824,-1.39240480703,-1.3920308079,-1.11586299541,-0.999876117965,-1.00194681181,-1.36346855927,-1.42603399756,-1.00066194771,-1.23239350146,-0.99991623944,-1.02261741864,-1.2453373283,-1.00636887604,-0.999878787253,-1.00089241158,-1.00099685666,-1.00237549997,-1.54623555726,-0.97588456453,-1.03265071178,-1.0531784411,-0.466214929928,-0.999898274195,-0.998719790627,-1.02035376429,-1.00034619211,-1.00406258745,-1.01097496724,-1.1824656314,-1.00666817645,-1.0012903805,-1.00691575451,-1.29252869822,-1.04168330862,-1.0862274972,-1.12334887534,-1.00100616604,-1.00127873427,-1.03215009416,-1.30199197204,-1.16450971554,-1.04582422706,-0.990178194755,-1.00186531841,-1.03227571356,-1.08425009106,-1.14308595962,-1.37497372845,-1.44459818822,-1.04084018368,-1.02940893242,-1.46771044585,-1.05122614791
Home Wifi,-1.17057629582,-1.27782108225,-1.12919260673,-1.00217372823,-1.12294880389,-1.00789861671,-1.37769439331,-1.07613347528,-1.18636525873,-0.98505743949,-1.10514977787,-1.33613896399,-1.77414113464,-1.19862009032,-1.11510220707,-1.55927829717,-1.03029335664,-1.39793958322,-1.13666426639,-1.0017456448,-1.54623853008,-0.978619328041,-1.00265475518,-1.60777594566,-1.02831199736,0.15647970353,-0.190972171404,-1.09236476397,-1.28698582908,-1.12576583671,-1.10528690201,-1.01171819236,-1.26666340736,-1.60442738936,-1.02922679245,-1.00465458761,-1.00140368599,-1.11366650807,-1.40417267064,-1.23652617498,-0.951386664654,-0.956688813065,-1.00980854527,-1.01527034753,-1.3388152473,-1.49314204574,-1.13041680007,-1.02404099956,-0.997532615989,-1.00110020198,-0.807004062891,-1.01109473358,-1.16268546578,-1.21484975578,-1.27382390495,-0.994493012196,-0.996690343149,-1.00734697158,-1.00408525205
Login Issue,-1.00258358428,-0.998719158792,-0.944489000178,-0.999994392811,-1.0118272674,-0.999976668037,-1.06418534524,-1.03601438303,-1.00826873179,-1.07089568664,-0.999982449485,-1.40587331612,-1.56325276355,-1.05766885423,-1.34051468641,-1.02565143288,-1.00000053039,-0.996527559263,-0.997081092326,-1.00196739753,-1.00000364244,-1.01728954543,-0.999995958843,-1.42432803041,-1.95406417643,-0.993365347235,-1.59618703211,0.628693369974,-1.40081125927,-1.15819348854,-0.922563209846,-1.00000638063,-0.999955003876,-1.80964008587,-0.994288018308,-1.00503314486,-1.0222793889,-0.999999797721,-1.19891214916,-1.14519607507,-1.05902397526,-1.28012393217,-1.0118100334,-1.00820759459,-1.04444583256,-1.31690159858,-1.07756338876,-0.991839473909,-1.28093982741,-1.00158086674,-0.989111566244,-0.998802678426,-1.17873774453,-0.997610694256,-0.999956834879,-0.917292876403,-1.04315591097,-1.00596011934,-0.905025932164
Service Availablity,-1.15125520809,-0.965720636049,-1.07993933046,-1.02512978,-1.08018972816,-1.00743542863,-1.35436935242,-0.982662928421,-1.20853071259,-1.10326314309,-1.11907933927,-1.10950479671,-0.514168659518,-1.00066957624,-1.0597956599,-1.32106180195,-1.03359274938,-0.935547904958,-1.02246622394,-1.00424079455,-1.04044749372,-1.02638368987,-1.091747214,-1.43103399054,-1.02968288751,-1.00668726361,-0.761099149016,-1.05893681254,-1.02037134512,-1.14798336811,-1.182159844,-1.04356064196,-1.05788345477,-1.13207403755,-0.983778760154,-1.00753517271,-1.00254513237,-1.0190710301,-1.15411738699,-1.16418360468,-0.971516163382,-1.18966466924,-1.00101735435,-1.03176252325,-1.81741467257,-1.68302221742,-0.0625617085359,-0.812236955091,-0.827598897426,-1.003356636,-0.945935447613,-1.04635970094,-1.11854470728,-1.21857900838,-1.09696523386,-1.00168976043,-1.14323107968,-1.69366909379,-1.03760607847
Speed Issue,-1.56529732002,-1.29074002248,-1.10398491817,-1.00290124335,-1.03753506415,-1.0117473402,-1.22398141154,-1.55223034799,-1.28931447747,-1.21443787714,-1.01970339693,-1.17483534581,-1.61997293325,-1.07598442129,-1.13307207024,-1.31897719538,-1.01782708573,-1.3001592816,-1.12792812297,-1.00913570103,-1.10004579703,-0.983409654009,-1.00403001023,-1.32927796014,-1.16719513467,-1.46692017315,-1.77859911205,-1.18033829536,-1.0311849419,-1.01163068935,-1.11585028802,-1.00397033749,-1.1069419551,-1.4735414234,-1.04330038416,-1.00735404878,-1.00292042493,-1.08427959786,-1.0021584466,-1.15013622079,-0.978192402878,-0.869215013727,-1.00174458438,-1.01873772586,-1.03361306805,-1.12740567644,-2.37526179367,-1.05426082522,-1.18880410988,-1.06061551045,0.548151890647,-1.01927252122,-1.20329812891,-1.22749524666,-1.16134394831,-1.03333963508,-0.985930017661,-1.26283667974,-1.01862209407
Login Issue,-0.575578337206,-0.626920125706,-0.855398533076,-1.00114247997,-0.999660077108,-2.07228038782,-1.74096914294,-1.62975496054,-1.20046236402,-0.974998509856,-0.99997231222,-1.4902470581,-1.74800332732,-0.99999547177,-1.23171085191,-0.986846029223,-1.03015469434,-1.50621338422,-0.991530111704,-0.98865210638,-0.999999549918,-0.988251825818,-0.99999807993,-1.03978082986,-0.923188876731,-1.03104128178,-0.992105076996,-0.331283804003,-0.975629446832,-1.17011262172,-0.973507140814,-1.00000649326,-0.99696173089,-0.998930857016,-0.991546188957,-1.00560982234,-0.999560096063,-1.01181378387,-1.50498359773,-1.00212119306,-1.10293111151,-0.998007376515,-0.999996530258,-1.00117423238,-1.04674340876,-1.30199197204,-1.24086633298,-0.991925845491,-0.993877355839,-1.00108137204,-0.966533671431,-0.996082415862,-1.19844902693,-1.40871973895,-1.24267767543,-0.91648979452,-1.04118894044,-1.8458955356,-0.998556716584
Speed Issue,-1.57515829033,-1.26485379065,-1.16394073943,-1.02390162539,-1.08781880954,-1.02076308357,-1.53485339996,-1.5940614588,-1.4150695622,-1.20684818894,-1.00538591688,-1.25791711893,-1.02575253643,-1.04570987123,-1.08298625291,-1.6376209732,-1.0622086269,-1.30873367772,-1.19333941364,-1.01367360212,-1.19285915974,-1.00498508368,-1.03544642253,-1.28138018943,-1.08950274259,-1.10422898603,-1.90844865056,-1.3764740451,-1.03050025312,-1.18792155782,-1.75376359469,-1.02180400185,-1.17516925087,-1.60442441324,-1.03144515546,-1.0170899523,-1.00501679183,-1.06255264768,-1.25528894963,-1.21546268616,-1.01392795492,-1.10243589947,-1.00278525111,-1.03647140555,-1.04843187897,-1.28715682446,-1.55928490886,-1.07249605501,-1.05270002819,-1.00548905171,0.961045856546,-1.01802667496,-1.11498868764,-1.20004114174,-1.16379954779,-1.05143294982,-1.0725424604,-1.01821116616,-1.05620138991
App Issue,-1.16924819055,-0.996547476049,-0.889998680182,-1.0551952689,-1.10254484783,-1.01890103783,-0.222159254643,-1.04058726925,-1.03849434754,-1.02078839689,-1.09019238068,-0.782909636621,-0.9775856391,-1.00062217854,-1.0508715695,-1.02451103239,-1.01429317666,-0.895041202844,-1.14644302524,-1.41169949507,-1.27092675791,-1.74365453268,-1.05579241684,-0.915289793486,-1.04274337907,-1.46384762188,-1.1172562523,-0.738341826215,-1.01842606591,-1.08864217473,-1.04510791001,-1.03816568428,-1.66988655968,-1.06729064238,-1.18525830691,-1.00428963151,-1.00561861685,-1.00386846843,-1.29290004214,-0.926491281185,-1.02512071578,-1.02802472722,-1.00098847618,-1.00058980663,-0.998371742529,-1.37567610919,-0.923419585142,-0.919097273889,-0.755825954297,-0.999879405785,-1.09702354845,-1.06717240954,-1.01902722929,-0.83357476429,-1.56881461695,-1.07807445993,-1.10973640354,-1.31067320705,-1.07934885119
Cable Box Not Working,-1.29140148785,-1.02031003241,-1.1275603372,-1.09029798952,-1.09740752112,-1.0144825021,-1.79544143081,-1.00610827943,-1.17045536105,-1.1020101498,-1.36207602679,0.0655715165967,-0.964173852697,-1.05842756206,-1.04517179929,-1.28471852965,-1.04891679609,-0.834473309477,-1.0041482501,-1.63361036053,-1.22975968262,-0.976348300256,-1.07549020118,-1.00516716761,-1.0727757919,-1.12296008908,-1.2158536628,-1.17536023001,-1.02656370756,-1.1586054577,-1.0030301975,-1.05240105722,-1.55950652837,-1.04849918491,-1.18605480128,-1.00907230903,-0.999220403471,-1.01891325689,-1.14470124122,-1.12394338295,-0.934758941543,-0.952333255939,-1.00135677021,-1.02648613444,-0.961163907293,-1.25454318671,-0.993710451145,-0.96023798084,-0.559128039801,-1.01962041911,-1.07033749106,-1.0722905442,-0.895169102973,-0.879285472354,-1.26255390392,-1.07242320942,-1.10894931284,-1.26410362381,-1.10473900479
Modem Setup,-0.475367551277,-1.26848017047,-1.14525402995,-1.00255035895,-1.03436078164,-1.00554765547,-1.00604052243,-1.02823197939,-1.00294950526,-1.00848649932,-1.02668814695,-1.17537476165,-1.3758753,-1.00064779718,-1.23754889504,-1.02869829694,-1.00620529507,-0.981886768831,-1.0760960159,-1.00611185596,-1.02796885596,-1.00412692616,-1.00232259271,-1.65746058374,-1.17687533338,-1.01161335536,-1.04320693835,-0.884343991891,-1.02830029433,-0.860582626454,-0.333948172238,-1.00546600457,-1.00561537279,-1.02627245902,-1.20892551065,-0.997409561565,-1.00200952034,-1.05993477183,-1.00090508622,-1.05944087644,-1.01643113395,-0.949596249881,-1.00098400669,-1.00767120041,-1.03092995537,-1.12651993559,-1.82855237348,-1.03282720809,-0.982995791268,-1.08938457333,-1.01102796688,-1.10132977109,-1.13624181858,-1.23994186687,-1.45857498682,-1.09160165366,-0.998024913015,-1.37453467258,-1.05264180619
Cancellation,-1.05013510828,-1.07159826849,-1.03010878331,-0.999879194351,-0.999939001466,-0.999195953119,-0.99976499949,-0.510546911114,-0.999592664591,-1.00346442577,-0.999790979506,-1.04937058127,-1.28763891021,-0.999922533968,-1.02331611453,-0.0174450528013,-1.00013729547,-0.874906039956,-1.03964164049,-0.999421532833,-0.999914331142,-0.999814830422,-0.999738339782,-0.873866345108,-1.42464815234,-0.998335474614,-0.9533744061,-1.09926859662,-0.99992297742,-1.06122942153,-0.99346188721,-0.999974850044,-0.999336293749,-1.58025640381,-0.999780435075,-0.999680721042,-0.999843671135,-0.999966732674,-1.02036619483,-1.00003066815,-1.00652580365,-0.999188596622,-0.999887973983,-0.992669861169,-1.0008891314,-1.30199197204,-1.00025203714,-0.862511953617,-1.01636801485,-0.999870753421,-1.5979503242,-0.999212707753,-0.880845564284,-0.999646094232,-0.999729338449,-1.04199168792,-1.01881834954,-0.999269971841,-1.00003433738
Cable Box Not Working,-1.21580392579,-1.00711938436,-1.1617813384,-1.05402023137,-1.11215823265,-1.00244113318,-1.91906793612,-0.950312495374,-1.27279731391,-1.14296226848,-1.24328839298,0.0324120011865,-0.638995407242,-1.04934229082,-1.07134802566,-1.44797563171,-1.06470561601,-0.92251281258,-1.01741513865,-1.24252273917,-1.00057333036,-0.986062532803,-1.04784450496,-0.985999180585,-1.01759482173,-0.999326734121,-1.11620726466,-1.09344612288,-1.02166491408,-1.1745016781,-0.938281188867,-1.03400206282,-1.03165510854,-1.07444213832,-1.16635490305,-1.0076316162,-0.997287238672,-1.02657071064,-1.31625025667,-1.17309902113,-0.959571154438,-0.962279932499,-1.00067038629,-1.0441412169,-0.995781717083,-1.2527893669,-0.991123899126,-0.96935747154,-0.705649131847,-1.01979662102,-0.999855998562,-1.07388229605,-0.992860048305,-0.973140584571,-1.1346512608,-1.03004718138,-1.05835956906,-1.00234181972,-1.0858866739
Login Issue,-0.98221520475,-0.937520251105,-0.986674897182,-0.996793116992,-0.997840363545,-0.978640404769,-0.994324360017,-0.88992337372,-0.989752776526,-0.990920331271,-0.99451749353,-0.964088566789,-0.980268097284,-0.998163305115,-1.02331611453,-0.997961530237,-0.984052170269,-0.853699160203,-0.997451624776,-0.984473620281,-0.99754588136,-0.980099961162,-0.993393720043,-0.987344248206,-0.891705088413,-0.957419787296,-0.839696669349,-0.729601128691,-0.997968321731,-1.06122942153,-0.825783711919,-0.999074176015,-0.983959379231,-0.999092312248,-0.9939912235,-0.991485794641,-0.995750832851,-0.999154742695,-0.972424718578,-0.988792440547,-0.969452490184,-0.962753097384,-0.997203275873,-0.998314235494,-0.994483461346,-1.30199197204,-0.982191493715,-0.863131724608,-0.922799434704,-0.996524836231,-0.859292323145,-0.978967523495,-0.977997512634,-0.982207270805,-0.992619943781,-0.989505376397,-0.982873114841,-0.981471390407,-0.999978285818
Login Issue,-0.98221520475,-0.937520251105,-0.986674897182,-0.996793116992,-0.997840363545,-0.978640404769,-0.994324360017,-0.88992337372,-0.989752776526,-0.990920331271,-0.99451749353,-0.964088566789,-0.980268097284,-0.998163305115,-1.02331611453,-0.997961530237,-0.984052170269,-0.853699160203,-0.997451624776,-0.984473620281,-0.99754588136,-0.980099961162,-0.993393720043,-0.987344248206,-0.891705088413,-0.957419787296,-0.839696669349,-0.729601128691,-0.997968321731,-1.06122942153,-0.825783711919,-0.999074176015,-0.983959379231,-0.999092312248,-0.9939912235,-0.991485794641,-0.995750832851,-0.999154742695,-0.972424718578,-0.988792440547,-0.969452490184,-0.962753097384,-0.997203275873,-0.998314235494,-0.994483461346,-1.30199197204,-0.982191493715,-0.863131724608,-0.922799434704,-0.996524836231,-0.859292323145,-0.978967523495,-0.977997512634,-0.982207270805,-0.992619943781,-0.989505376397,-0.982873114841,-0.981471390407,-0.999978285818
Speed Issue,-1.18780830541,-1.19853881836,-1.05846940122,-0.999971494768,-1.0000117478,-0.999906425265,-1.01252546159,-1.56709210637,-1.22190094779,-1.26438619184,-0.999959903693,-1.02587013456,-1.18149803786,-1.09019250219,-1.0311998444,-0.99820855605,-0.999956486254,-1.00541399311,-1.01146320937,-0.99993871471,-1.0971352246,-0.978668081665,-0.999963429814,-0.987856689415,-0.999942607293,-2.29013634826,-1.88619417734,-0.984822374929,-1.01441772888,-0.999890064509,-1.60979878691,-1.00000579084,-0.999931163764,-1.40665711771,-1.01467983183,-1.00491263529,-0.999976742814,-1.01367252124,-0.994306906661,-1.0876179769,-0.975231558084,-0.986943383825,-1.00003307645,-1.0156986051,-0.999988593021,-1.30363739473,-1.91256082922,-0.981325001853,-1.19158775065,-1.00001371857,0.922803792326,-0.990728850086,-1.07741597368,-1.06616558045,-1.00002109002,-1.03305291153,-0.957771714344,-0.999889124599,-1.05355968118
Login Issue,-0.98221520475,-0.937520251105,-0.986674897182,-0.996793116992,-0.997840363545,-0.978640404769,-0.994324360017,-0.88992337372,-0.989752776526,-0.990920331271,-0.99451749353,-0.964088566789,-0.980268097284,-0.998163305115,-1.02331611453,-0.997961530237,-0.984052170269,-0.853699160203,-0.997451624776,-0.984473620281,-0.99754588136,-0.980099961162,-0.993393720043,-0.987344248206,-0.891705088413,-0.957419787296,-0.839696669349,-0.729601128691,-0.997968321731,-1.06122942153,-0.825783711919,-0.999074176015,-0.983959379231,-0.999092312248,-0.9939912235,-0.991485794641,-0.995750832851,-0.999154742695,-0.972424718578,-0.988792440547,-0.969452490184,-0.962753097384,-0.997203275873,-0.998314235494,-0.994483461346,-1.30199197204,-0.982191493715,-0.863131724608,-0.922799434704,-0.996524836231,-0.859292323145,-0.978967523495,-0.977997512634,-0.982207270805,-0.992619943781,-0.989505376397,-0.982873114841,-0.981471390407,-0.999978285818
Twc Id,-0.955919389712,-0.692832842647,-1.09752192686,-0.999975495002,-0.99999938907,-0.999830118131,-1.37560543447,-0.999632416149,-0.999921040732,-1.00340360977,-1.75786590298,-1.03791508884,-0.999355212556,-1.0485939999,-0.796630716101,-1.01240483827,-1.00456524886,-0.953389823116,-1.09733086441,-1.25859639131,-1.00682845453,-1.00448240202,-0.999955363973,-1.03986909014,-1.60922994827,-1.00256874984,-0.998211915821,-0.421943915779,-1.01541093372,-1.08314973693,-0.955073635887,-0.999999219909,-0.999865133524,-1.01598432043,-1.03647038255,-1.001266234,-0.999977145112,-1.00448321245,-1.4389847419,-0.968297398962,-1.02430121414,-1.09413383332,-0.999980226882,-1.00000254636,-1.0269832331,-1.30199197204,-0.999304003219,-0.953617058041,-1.13610839874,-1.00049427571,-0.998220307831,-1.01010168707,-1.10851557014,-0.96714581732,-0.333479483115,-0.980723193361,-1.00269592011,-0.999853235093,-1.04671608514
Login Issue,-0.98221520475,-0.937520251105,-0.986674897182,-0.996793116992,-0.997840363545,-0.978640404769,-0.994324360017,-0.88992337372,-0.989752776526,-0.990920331271,-0.99451749353,-0.964088566789,-0.980268097284,-0.998163305115,-1.02331611453,-0.997961530237,-0.984052170269,-0.853699160203,-0.997451624776,-0.984473620281,-0.99754588136,-0.980099961162,-0.993393720043,-0.987344248206,-0.891705088413,-0.957419787296,-0.839696669349,-0.729601128691,-0.997968321731,-1.06122942153,-0.825783711919,-0.999074176015,-0.983959379231,-0.999092312248,-0.9939912235,-0.991485794641,-0.995750832851,-0.999154742695,-0.972424718578,-0.988792440547,-0.969452490184,-0.962753097384,-0.997203275873,-0.998314235494,-0.994483461346,-1.30199197204,-0.982191493715,-0.863131724608,-0.922799434704,-0.996524836231,-0.859292323145,-0.978967523495,-0.977997512634,-0.982207270805,-0.992619943781,-0.989505376397,-0.982873114841,-0.981471390407,-0.999978285818
Speed Issue,-1.61236929909,-1.16552767863,-1.04505008786,-1.00127739485,-1.00090366015,-1.00857307897,-1.01652787542,-1.7667949446,-1.15676208486,-1.17130265965,-1.00218849822,-1.34285161698,-1.25643864473,-1.06170874563,-1.03073434134,-1.01294181777,-1.02480555633,-1.06178157049,-1.14283497426,-1.0062364736,-1.26545345548,-1.00721068802,-1.00267262269,-0.993226573391,-1.04170093221,-2.13691525605,-2.25149229811,-1.31982065166,-1.01435005366,-1.07456900606,-2.0137868159,-1.00038954953,-1.00642660672,-1.60199727235,-1.01237887694,-1.00806660229,-1.0016929248,-1.00958389471,-1.00256992568,-1.09156319795,-1.02946133112,-1.17914381508,-1.00115863127,-1.01129568817,-1.0355219101,-1.30310428065,-1.63739511124,-1.04294852651,-1.13916650507,-1.00142183242,1.83752044391,-1.00356844512,-1.08838701161,-1.11027364514,-1.00613977288,-1.07111510907,-0.998042547663,-1.00738533381,-1.0745482777
Speed Issue,-1.18780830541,-1.19853881836,-1.05846940122,-0.999971494768,-1.0000117478,-0.999906425265,-1.01252546159,-1.56709210637,-1.22190094779,-1.26438619184,-0.999959903693,-1.02587013456,-1.18149803786,-1.09019250219,-1.0311998444,-0.99820855605,-0.999956486254,-1.00541399311,-1.01146320937,-0.99993871471,-1.0971352246,-0.978668081665,-0.999963429814,-0.987856689415,-0.999942607293,-2.29013634826,-1.88619417734,-0.984822374929,-1.01441772888,-0.999890064509,-1.60979878691,-1.00000579084,-0.999931163764,-1.40665711771,-1.01467983183,-1.00491263529,-0.999976742814,-1.01367252124,-0.994306906661,-1.0876179769,-0.975231558084,-0.986943383825,-1.00003307645,-1.0156986051,-0.999988593021,-1.30363739473,-1.91256082922,-0.981325001853,-1.19158775065,-1.00001371857,0.922803792326,-0.990728850086,-1.07741597368,-1.06616558045,-1.00002109002,-1.03305291153,-0.957771714344,-0.999889124599,-1.05355968118
Signal Issue,-1.32155013932,-0.996174211713,-0.992980305128,-1.0957301462,-1.06432327899,-1.01453071369,-0.985332334382,-0.970121182473,-1.0355684626,-1.02711556225,-1.1562479169,-1.09384097893,-0.96459796437,-0.999999923756,-1.00320847026,-1.02652349755,-0.984362290957,-0.659528937135,-0.968545709093,-1.71924240529,-1.47803309296,-0.969139570343,-1.09473349886,-1.00948178014,-1.04122662826,-1.22531368661,-0.998268840455,-0.952491500054,-1.01915157835,-1.10023696869,-0.971149813363,-1.06697432588,-2.17547758726,-0.96294435046,-0.978072774081,-1.0023812603,-1.00489378359,-1.00631714964,-0.987617820015,-0.973929615802,-0.920896360817,-0.933615057326,-0.999990386602,-0.999990716828,-0.932473074053,-1.43242611085,-0.99156345937,-0.834651479872,-0.594593786902,-0.994424492629,-1.08552605962,-0.950193339931,-0.728072461704,-0.784966059828,-1.37774738653,-1.06417814959,-1.16306177627,-1.53859207992,-1.07235792652
