sessionId,lineText,lineBy,L2,L3,lineNum,issueLine
ID1228585229,My account is locked. Please unlock it.,2,,Account Disabled,1,1
ID1228585952,HOW TO CHANGE MY HOME NETWORK NAME?,2,,Account Setup,1,1
ID1228587422,how to change wifi password,2,,Wifi Password,1,1
ID1228588763,I am only getting 1.94 mbps  and I have the 50 mbps plan,2,,Speed Issue,1,1
ID1228589992,can i be sent a new wifi modem?,2,,Purchase Modem,1,1
ID1228592100,did the speedtest from www.speedtest.net. It shows 2.13Mbps only,2,,Speed Issue,1,1
ID1228594207,Wondering why the internet speed is so slow,2,,Speed Issue,1,1
ID1228594429,Account has been locked out,2,,Account Disabled,1,1
ID1228596530,Internet not as fast as I pay for,2,,Speed Issue,1,1
ID1228596924,I would like to make an appointment to hook up the cable in our second bedroom. Also would like to know if we can hook up internet in first bedroom.,2,,Appointment,1,1
ID1228596939,Hi - I was supposed to be mailed a phone jack. and my TV/modem package was supposed to be changed,2,,Modem Setup,1,1
ID1228597143,On Demand not working,2,,Odc-Not Working,1,1
ID1228597846,Don't remember my password or the security question (favorite author). Please ask me a different security question.,2,,Login Issue,1,1
ID1228599291,I would like to know if I can go ahead and get my modem activated?,2,,Modem Setup,1,1
ID1228599294,internet speeds,2,,Speed Issue,1,1
ID1228600196,My password has been disabled,2,,Account Disabled,1,1
ID1228600385,need to change my wifi password but cant recall user and password on  192.168.0.1,2,,Wifi Password,1,1
ID1228602724,How to change my WiFi password?,2,,Wifi Password,1,1
ID1228603344,I am trying to register to view things at AMC.com and it is asking for my twc log in information which I do not know.,2,,Login Issue,1,1
ID1228605776,Multi room dvr not working other rooms,2,,Dvr Issue,1,1
ID1228605794,I need someone to help me activate a modem I purchased.,2,,Modem Setup,1,1
ID1228605795,"My on demand is not working again, is there a issue?",2,,Odc-Not Working,1,1
ID1228608059,Is my router/modem WiFi enabled,2,,Home Wifi,1,1
ID1228609101,Internet service at my house?,2,,Internet Not Working,1,1
ID1228611371,Really bad speed of internet,2,,Speed Issue,1,1
ID1228611902,Severe connection issues,2,,Internet Not Working,1,1
ID1228612729,100mbps to 30mbps down,2,,Speed Issue,1,1
ID1228614778,"lost all my new incoming emails over the last week while setting up a new PC.  Now that my email is finally set up correctly and I have captured my historical emails, is there any chance I could get back what was on the server for the last week or so?  It was downloaded yesterday and dumped within minutes, so I didn't even see most of them.  I use POP now.",2,,Email Issue,1,1
ID1228614782,can't access my account,2,,Account Disabled,1,1
ID1228616357,Windows keeps saying that the DNS server isn't responding.,2,,Internet Not Working,1,1
ID1228618952,can you please unlock my email address?,2,,Email Issue,1,1
ID1228619925,Slower then promised very frustrated,2,,Speed Issue,1,1
ID1228620699,"I would like to get time warner internet. My roommate just moved out and we had Verizon internet, which was awful. I am in the process of ordering time warner but i wanted to make sure that us very recently having verizon internet service will not affect time warner installation",2,,Service Availablity,1,1
ID1228622444,Is there an outage?,2,,Service Availablity,1,1
ID1228627404,Can I remove my phone service?,2,,Phone Setup,1,1
ID1228629297,Wasted over 1 hour trying to set up Wifi,2,,Home Wifi,1,1
ID1228629302,I am supposed to be getting 50Mbps download and 5 Mbps upload. I just ran the TWC speed test which yielded only 2.42 Mbps download. the upload was fine at 5;59 Mpbs. Be clear that I want this situation rectified immediately. By the way it makes zero difference connected direct or though my wifi router. YES I HAVE A 3.O 6141 SB MODEM CAPABLE of 300Mbps. I DO NOT WANT MY ACCOUNT CHARGED ONE MORE DIME UNTILL THIS IS CORRECTED!!!!!!!!!!!!,2,,Speed Issue,1,1
ID1228632814,i do not have telephone jacks in my home. i need to know my options for setting up Wi-Fi internet,2,,Home Wifi,1,1
ID1228634376,Set up router,2,,Modem Setup,1,1
ID1228650599,HI I HEARD THAT YOU WERE OFFERING A NEW MODEM IS THAT TRUE ?,2,,Purchase Modem,1,1
ID1228655682,"Why has your signal gone so hot? Staying over +19dbmv on the downstream channel, causing poor performance.",2,,Signal Issue,1,1
ID1228661968,cable box is dead,2,,Cable Box Not Working,1,1
ID1228664441,I need technical support,2,,Appointment,1,1
ID1228666170,My remote is not working.  I have changed the batteries,2,,Remote,1,1
ID1228667681,"My DVR cancels some programs that have been set to record.  Also, some programs say ""Not allowed to record.""  How can I fix this?",2,,Dvr Issue,1,1
ID1228670347,Internet does not work,2,,Internet Not Working,1,1
ID1228676391,My internet had down on 14 Nov 2014. I had called Tech support and they had to upgrade some software on my modem and this were fine. The TVs are fine. However my internet service is down again.,2,,Upgrade Plan-Internet,1,1
ID1228676665,My Samsung HD settop box has hung. Multiple attempts to reboot have not resolved the problem. The box is displaying the code 7112.,2,,Cable Box Not Working,1,1
ID1228683065,"My modem is not recieving or sending Data and I ahve reset 4 times, are yall having issues?",2,,Modem Setup,1,1
ID1228683379,I want to close my current account,2,,Cancellation,1,1
ID1228691267,"My internet sucks. I've run 2 TWC tests and on the computer directly plugged into the modem, I get a download speed of 16.13.  The laptops are worse than dial up used to be",2,,Internet Not Working,1,1
ID1228691684,The modem is not sending or receiving,2,,Modem Setup,1,1
ID1228701026,Email password is not working,2,,Login Issue,1,1
ID1228713224,I lock my account need to set up ID and Pass word,2,,Account Setup,1,1
ID1228717370,"my internet should have been updated to 30mbps on friday, I am testing my internet speed this morning and still only gettting 15-16 mbps..??",2,,Speed Issue,1,1
ID1228717389,I am having poor internet browsing performance over the last couple of weeks. I lost connectivity this morning and have had sporadic performance since then.,2,,Internet Not Working,1,1
ID1228721605,"My phone rings, yet when I answer it, no one can hear me.  I tried another phone and the same thing happens so it must be a twc problem.",2,,Phone Not Working,1,1
ID1228724137,cannot load initial app. stuck,2,,App Issue,1,1
ID1228725417,ID and pass word,2,,Login Issue,1,1
ID1228727938,Not in service,2,,Service Issue,1,1
ID1228729794,"Unable to schedule DVR recordings from the TWC TV app for Android smartphoone.  Android version 4.4.  haven't been able to schedule anything from my phone for over 6 months.  The app is updated to the latest version.  I've uninstalled, reinstalled the app.  I've rebooted my the cable box multiple times.  Everytime I attempt to schedule a DVR recording, the app says ""Unable to Schedule Recording - Recording of X could not be scheduled. Try again later.""  Later attempts always fail.",2,,Dvr Issue,1,1
ID1228731085,my internet speed was upgraded to 30mbps pm friday I am testing it this morning and it still says 15mbps - HELP,2,,Speed Issue,1,1
ID1228731704,please cancel technician visit today . problem resolved,2,,Appointment,1,1
ID1228732350,My On-Demand is still not working,2,,Odc-Not Working,1,1
ID1228735716,"I cannot get onto the internet with my new TW service. When I open a website, I am taken to an ""activate your modem"" site. I am then told that my modem is not approved. This is the modem that they gave me at the TW store, so I would think it is approved. I have exchanged it for a new modem and get the same problem. Can I get this fixed?",2,,Service Issue,1,1
ID1228736384,A Technician was suppossed to connect a line outside so I could start receiving my internet serivce. I dont believe anyone went over.,2,,Appointment,1,1
ID1228736419,At 1AM our service went out cable phone internet can you tell me why?,2,,Service Issue,1,1
ID1228737750,How many converter boxes do I need for 3 tvs,2,,Tv Setup,1,1
ID1228740565,When can I get TWC internet service at my home?,2,,Service Issue,1,1
ID1228741366,"Can my arris router use OpenDNS as a web filter, or can you releasemy router's restrictions so it can?",2,,Modem Setup,1,1
ID1228747023,i would like you should come down to my tenants house to set up the smart TV,2,,Tv Setup,1,1
ID1228750752,"I have a TWC business class account. I also have a username and temp login, however, I am unable to access videos on your website.",2,,Login Issue,1,1
ID1228759570,my internet has been freezing since the techs came out a couple of weeks ago to work on the lines,2,,Internet Not Working,1,1
ID1228759596,Checking for outages,2,,Service Issue,1,1
ID1228759600,tHE CBS AUDIO IS NOT SYNCHED WITH THE PICTURE,2,,Tv Not Working,1,1
ID1228760396,How do I get free antivirus?,2,,Anti Virus,1,1
ID1228767718,why is our internet so slow?,2,,Speed Issue,1,1
ID1228768488,OnDemand isn't working,2,,Odc-Not Working,1,1
ID1228769263,I have been experiencing much reduced speed on my Inet connection in the past two weeks. I recently added one person to the connection at my office. COuld one more person cause such a slow down in speed and connectivity?,2,,Speed Issue,1,1
ID1228769278,Need to connect my own modem,2,,Modem Setup,1,1
ID1228772593,I have several questions concerning speed,2,,Speed Issue,1,1
ID1228774882,Internet is unusually slow today?,2,,Speed Issue,1,1
ID1228774918,I need my password,2,,Login Issue,1,1
ID1228775671,I want to cancel my preserve,2,,Cancellation,1,1
ID1228776442,How do I change my email password?,2,,Login Issue,1,1
ID1228778119,how can I stream TV shows to my computer?,2,,Streaming,1,1
ID1228780614,How can I set up TV streaming onto my computer?,2,,Streaming,1,1
ID1228782235,I can not get some channels on my Tivo,2,,Channel Issue,1,1
ID1228782237,Internet connection keeps disconnecting,2,,Internet Not Working,1,1
ID1228782988,When will Ultimate 100 updates be turned on for zio 75024? The product is already on my account.,2,,Speed Issue,1,1
ID1228788029,it says i am registered and i have not registered for an id before. how can i log in and pay my bill?,2,,Login Issue,1,1
ID1228789732,speeds issue.,2,,Speed Issue,1,1
ID1228790536,current wired speed 41mbps should be 100mbps,2,,Speed Issue,1,1
ID1228790537,I went to sign into my TW email and it does not recoznize eith my user ame or my password ?,2,,Login Issue,1,1
ID1228791345,Think I have Bad cable box,2,,Cable Box Not Working,1,1
ID1228792195,My internet not working since last Saturday.,2,,Internet Not Working,1,1
ID1228792964,My email account Fmiller@austin.rr.com is not loading except sporaticallyu,2,,Account Info,1,1
ID1228794608,current wired speed 41mbps should be 100mbps,2,,Speed Issue,1,1
ID1228798837,my cable just went out. just reporting it,2,,Cable Issue,1,1
ID1228800534,I have had your service for over a year now and EVERY SINGLE DAY I am kicked offline multiple times a day,2,,Service Issue,1,1
ID1228800536,VERY SLOW and unable to conduct speed test,2,,Speed Issue,1,1
ID1228800560,"is my internet connected? every time i tried to get internet it tells me im not connected, even on my phone",2,,Internet Not Working,1,1
ID1228801431,New modem,2,,Purchase Modem,1,1
ID1228803189,speed is too slow.,2,,Speed Issue,1,1
ID1228805830,"I type in 192.168.100.1 in URL and get a Web User Interface page.  It asks me to enter a Login name and password.  I've tried my network name and password, but that doesn't work.  How do I find the username and password?",2,,Login Issue,1,1
ID1228814568,I cannot turn the closed captions on or off.  They are presently on.  This is on my DVR,2,,Dvr Issue,1,1
ID1228819490,I have an old email address that has information on it that I need to access but I have forgotten my password.,2,,Login Issue,1,1
ID1228821115,l need a manual for Arris modem model TG1672G,2,,Modem Setup,1,1
ID1228821117,My MEtv channel is blank. Is there an outage?,2,,Channel Issue,1,1
ID1228823581,what is my password? Have to get new PC.,2,,Login Issue,1,1
ID1228827742,Business Account:  3 cable boxes; none working.  Have already unplugged and plugged.,2,,Cable Box Not Working,1,1
ID1228829460,Wifi is horrible again. Running at 2.33mbps,2,,Home Wifi,1,1
ID1228830278,I keep getting a server reconnect message which blocks me from some internet sites,2,,Internet Not Working,1,1
ID1228831972,You left a cable unburied!,2,,Cable Issue,1,1
ID1237069346,remote stopped working,2,,Remote,1,1
ID1237072138,Can I have you add a Host Id to my cable card without calling in?,2,,Cable Issue,1,1
ID1237073232,this cable box is not authorized for service--message on display,2,,Cable Box Not Working,1,1
ID1237074858,Box will not turn on,2,,Cable Box Not Working,1,1
ID1237078686,cant connect to network,2,,Internet Not Working,1,1
ID1237078704,why can't I connect to 192.168.0.1? Just got replacement modem and typing this address is the first step.,2,,Modem Setup,1,1
ID1237081255,"slow internet, got automated call that another issue may have resolved mine",2,,Speed Issue,1,1
ID1237082872,How do we fix the wireless connection in our home?,2,,Home Wifi,1,1
ID1237082885,how do i set up outlook for my gmail,2,,Account Setup,1,1
ID1237083966,I ordered 2 digital adapters by phone on Monday to be delivered by mail but haven't received them yet - can you check on the status of that request?,2,,Digital Adapter,1,1
ID1237083977,I need to upgrade my internet to a higher speed.,2,,Upgrade Plan-Internet,1,1
ID1237084493,I have had an email with you for over 10 years and when i try to get my password it tells me it doesn't exist.,2,,Email Issue,1,1
ID1237085035,i cannot log in to admin on the router that was provided,2,,Login Issue,1,1
ID1237088756,TV programming keeps freezing,2,,Tv Not Working,1,1
ID1237088759,Video On Demand not working,2,,Odc-Not Working,1,1
ID1237090366,net is not working,2,,Internet Not Working,1,1
ID1237090884,When will service change (speed increase) take place,2,,Speed Issue,1,1
ID1237091932,Setting up email on new iphone 6,2,,Phone Setup,1,1
ID1237095476,"My TV screen is just pink, but I can see the Guide.  What is happening?",2,,Tv Setup,1,1
ID1237100497,Switched my email account to vacation mode; now getting a message that my account has been suspended.,2,,Account Info,1,1
ID1237100505,when is the soonest possible datei can have a time warner technician fix my tv connection?,2,,Tv Not Working,1,1
ID1237103536,Remote Control?,2,,Remote,1,1
ID1237108497,New Modem never arrived,2,,Purchase Modem,1,1
ID1237108502,"Hi.  I had an appointment for a home visit for tonight, Sunday, Nov 30 between 4PM and 6PM.  It is now after 6PM and no one is here.  Can you please help?",2,,Appointment,1,1
ID1237116672,cannot login!!!!,2,,Login Issue,1,1
ID1237132751,hi i was charged a modem lease and i own my modem,2,,Bill Explaination,1,1
ID1237170566,How do I sign into my account?,2,,Login Issue,1,1
ID1237174080,ordering digital adaptors,2,,Purchase Modem,1,1
ID1237174115,modem activation,2,,Modem Setup,1,1
ID1237212537,"TWC ID is active but not ""working""",2,,Service Issue,1,1
ID1237212545,Remote control has stopped working,2,,Remote,1,1
ID1237212574,"We continue to be very irritated/disappointed our ""extreme"" internet - it is extremely slow and disconnects frequently. I tried troubleshooting but when I clicked reset the modem I receive the following: ""Sorry, we are not able to run automated troubleshooting on this device. Please try again later.""  We are paying too much per month for this type of service and the issues need to be addressed immediately.",2,,Speed Issue,1,1
ID1228833690,DTA never quits searching for channels,2,,Signal Issue,1,1
ID1228837126,My online account has been disabled. Need to reset usarname and password,2,,Login Issue,1,1
ID1228837146,i'm having difficulty logging in to TWC online,2,,Login Issue,1,1
ID1228839587,ONDEMAND haas not worked in over a week.,2,,Odc-Not Working,1,1
ID1228841281,My connection keeps coming in and out after rebooting my hardware and resetting my modem online.,2,,Modem Setup,1,1
ID1228841283,"I guess the system shows i have a TWC ID already, but i do not rembember my sign in info. how else can i log in?",2,,Login Issue,1,1
ID1228849838,New line,2,,Account Info,1,1
ID1228850656,Need to block a number but can't log on to TWC.,2,,Login Issue,1,1
ID1228851591,How do I find out if TWC is in the neighborhood I'm moving to?  I'm not a current customer.  Thanks,2,,Service Availablity,1,1
ID1228853293,"I need to reset log-in and password. please,thank you.",2,,Update,1,1
ID1228853302,You are not showing my original email address on my account.  I cannot increase the size of my email box because of that.,2,,Email Issue,1,1
ID1228854175,Need technician to come out,2,,Appointment,1,1
ID1228854180,I want to buy my own modem/router. Is the 1.	Motorola SBG6580 SURFboard DOCSIS 3.0 WiFi Cable Modem approved by Time Warner?,2,,Purchase Modem,1,1
ID1228857761,How do I return my modem,2,,Return Box,1,1
ID1228862942,i work from home and cannot connect to my remote server.   All other remote users are having no issues. I am the only one not connecting.  Is there an internet line problem in my area.,2,,Internet Not Working,1,1
ID1228862968,incoming calls not connecting.,2,,Phone Not Working,1,1
ID1228862990,I have noticed that the power cable to my modem needs to be replaced--can it just get a new one?,2,,Modem Setup,1,1
ID1228865531,Can I block certain callers from calling my phone?,2,,Block Calls,1,1
ID1228867213,Sporadic  Internet slowness,2,,Speed Issue,1,1
ID1228870692,I'm having issues logging in to my business account. I have several of them and your system says it can not log me in.,2,,Login Issue,1,1
ID1228872459,DVR Upgrade to Maxx,2,,Dvr Issue,1,1
ID1228874303,cable line still not fixed,2,,Cable Box Not Working,1,1
ID1228880392,"Trying to watch a movie on demand and get this: Network problem, Error 101",2,,Odm,1,1
ID1228881208,When will my area receive the 100mpbs internet I was promised over 6 months ago??,2,,Service Availablity,1,1
ID1228882942,what is the username and password for my account 3478068113. it says it already exists but i dont remember setting one up,2,,Login Issue,1,1
ID1228884655,are there outages in austin and dallas texas or are my modems just not working,2,,Modem Setup,1,1
ID1228885559,cant get CC on a channel known to have CC,2,,Channel Issue,1,1
ID1228889881,unable to log onto email,2,,Login Issue,1,1
ID1228890811,outage,2,,Service Issue,1,1
ID1228892534,How can I find out if there is an outage in my area? My cable just stopped working last nite while we were watching and it was still out when i left this am to go to work.,2,,Service Availablity,1,1
ID1228895072,Internet connection,2,,Internet Not Working,1,1
ID1228895922,how to rename wifi and password,2,,Update,1,1
ID1228895989,I need to report an Internet outage,2,,Internet Not Working,1,1
ID1228896820,Reset email password,2,,Update,1,1
ID1228898552,The remote to my DVR has several buttons that do not work.  Can I get a new remote?,2,,Remote,1,1
ID1228899452,Schedule a service call or get new wifi,2,,Purchase Modem,1,1
ID1228900355,Can not send emails,2,,Email Issue,1,1
ID1228908672,i need my ubee router login and password,2,,Account Info,1,1
ID1228910574,we had high winds last night and our cable and internet went out. i have rebooted both systems and neither will work.,2,,Internet Not Working,1,1
ID1228910587,NEED TO MAKE INITIAL ACCESS TO INTERNET!!!,2,,Internet Not Working,1,1
ID1228913222,"will the motorola sbg6580 instyalled upstairs in a 3K sqft house with a metal roof provide a strong enough wifi signal to cover the house? no gaming, video, smart tv, smart phones, tablet  and laptop...",2,,Details Of Existing Plan,1,1
ID1228913228,"If I use my own router and modem for internet service, is there a fee for calling tech support if I have issues?",2,,Modem Setup,1,1
ID1228914118,I previously had an email account with Time Warner and I need copies of the emails from that account.  Is it possible to obtain those?,2,,Email Issue,1,1
ID1228916743,speed of internet,2,,Speed Issue,1,1
ID1228919618,Why do I get the message that my computer is not fully protected,2,,Add Ons,1,1
ID1228920543,I need my password reset for henry.thomas@tx.rr.com,2,,Update,1,1
ID1228921458,I am locked out of my account.  I need a new password,2,,Account Disabled,1,1
ID1228924997,any features in the modem that can help with internet phone receiving calls from another voip system like avaya?,2,,Modem Setup,1,1
ID1228925853,Need to reset router to default settings,2,,Modem Setup,1,1
ID1228926741,"When attempting to log in to pay my bill, I receive this message, ""We're sorry; your TWC ID is no longer active. Please contact us if you need assistance.""",2,,Login Issue,1,1
ID1228934025,It says my user id is no longer active. I just logged in last month,2,,Login Issue,1,1
ID1228935909,How many channels are available online for standard TV package?,2,,Plan Explaination,1,1
ID1228935918,"A technician was supposed to come fix our internet last Thursday.  He called and said he was on his way, but never showed up.  We need our internet fixed ASAP",2,,Internet Not Working,1,1
ID1228936753,box isnt working,2,,Cable Box Not Working,1,1
ID1228937740,Internet not working,2,,Internet Not Working,1,1
ID1228942031,I up graded to turbo internet and the speed time says 22.77 is that normal.,2,,Speed Issue,1,1
ID1228942883,I need help resetting my password,2,,Update,1,1
ID1228943747,I need help setting up my home internet,2,,Modem Setup,1,1
ID1228946368,Is the TWC app like the Dish Sling where you can watch any device anywhere even Canada?,2,,Service Availablity,1,1
ID1228948228,The internet is down/not working - my status says critical on the modem and it told me to chat with you guys.,2,,Internet Not Working,1,1
ID1228949231,previously set appt by live chat not really scheduled,2,,Appointment,1,1
ID1228950123,ethernet cable connection does not work..wi-fi does,2,,Internet Not Working,1,1
ID1228950900,I need to replace a lost remote.,2,,Remote,1,1
ID1228950909,the cable in my sons room doesnt work,2,,Cable Issue,1,1
ID1228950917,Why has my account been disabled,2,,Account Info,1,1
ID1228953614,I forgot my password to log in to view my account online,2,,Login Issue,1,1
ID1228956273,ID & password,2,,Login Issue,1,1
ID1228959002,"Need model of most reliable cable modem, installer coming Saturday.",2,,Modem Setup,1,1
ID1228959005,"My plan is setup box included , but i found i have set top box charge of $11.25 , i don't understand of this charge.",2,,Bill Explaination,1,1
ID1228963643,log in online,2,,Login Issue,1,1
ID1228964570,"I upgraded to whole house DVR and the installer wanted to give me a new WIFI modem even though I had just picked up a new one at the Time Warner store which gave me 2 levels of WIFI speed.  He disconnected the one he brough it and reconnected mine and said it would take 30 minutes to reset.  However, it has never worked since.",2,,Modem Setup,1,1
ID1228965457,i forgot my screen name and password. can u please help me? thank you,2,,Login Issue,1,1
ID1228969796,internet Keeps kicking me off and times out,2,,Internet Not Working,1,1
ID1228975160,Internet is down again,2,,Internet Not Working,1,1
ID1228976790,Have I ever created TWC account?  I am trying to change my email password.,2,,Update,1,1
ID1228978559,cannot turn on and on,2,,Service Issue,1,1
ID1228980296,Address is apartment not buisness.,2,,Account Info,1,1
ID1228983012,I just upgraded to turbo.  my speed test after it took affect was only 20 with the upload not reaching 1,2,,Speed Issue,1,1
ID1228985642,i'm having issues getting wifi througout my house. what is your best wifi router and what's it range?,2,,Plan Explaination,1,1
ID1228986574,We continue to have intermittent internet service following technician visit on 10/14.,2,,Internet Not Working,1,1
ID1228987459,"Is Netgear CMD31T a reliable modem on TWC Dallas' network? It is on TWC approved list and TWC logo is on the modem box, but TWC website states it does not work well with TWC internet.  Please help.",2,,Modem Setup,1,1
ID1228991861,transferred phone,2,,Service Issue,1,1
ID1228991878,"I just installed a new router with the help of a TWC technician.  My new router/modem is Arris SBG6580.  My internet access is working with the new modem/router.  However, I do not have a dial tone on my phones.  Hopefully the new router/modem is the right model and something else needs to be done to activate the new modem to make the phones work?",2,,Phone Not Working,1,1
ID1228995339,TV has lines running through it and voice disappearing,2,,Channel Issue,1,1
ID1228997105,keeps timing out,2,,Internet Not Working,1,1
ID1229000636,i recently change my home phone number and apparently have locked myself out of the voicemail system; so i need ot get it reset,2,,Voice Mail,1,1
ID1229005134,My phone is not working,2,,Phone Not Working,1,1
ID1229007072,My box isn't working,2,,Cable Box Not Working,1,1
ID1229007078,I want to update my firmware for router. I need to know pass word for login.,2,,Login Issue,1,1
ID1229011802,"i just picked up the modem , i need to arrange an appointment for installation",2,,Modem Setup,1,1
ID1229011824,what month did i started my account with time warner cable?,2,,Account Info,1,1
ID1229014557,About new service,2,,Service Issue,1,1
ID1229015486,My internet has been going VERY slowly the last week,2,,Speed Issue,1,1
ID1229015533,"If I buy my own modem, will you guys provide technical support in installing it?",2,,Modem Setup,1,1
ID1229022417,password,2,,Login Issue,1,1
ID1229023226,"my sign on won""t work",2,,Login Issue,1,1
ID1229026642,my tv is not getting the guide and won't let me see any channels just one,2,,Channel List,1,1
ID1229029318,no signal,2,,Signal Issue,1,1
ID1229031141,Recently had service installed. Exterior cable has not been buried.,2,,Cable Box Not Working,1,1
ID1229031980,Is ther internet connection issues in bedford tx area?,2,,Internet Not Working,1,1
ID1229032879,My TWC phone shows a different caller ID name.,2,,Account Info,1,1
ID1229041684,"I have internet services with TWC & i have my own modem, i beleive my modem needs to update the firmware, How do i update it if im using my own modem",2,,Modem Setup,1,1
ID1229043366,Why can't I create an account?,2,,Account Info,1,1
ID1229043376,Is it free or only for 60 day?,2,,Plan Explaination,1,1
ID1229045855,"want to set up my internet to conect to my iphone, so I don't use all my megabits when I'm home.",2,,Internet Not Working,1,1
ID1229047575,I need my ISP address for my cable TV please.,2,,Modem Setup,1,1
ID1229048456,Our modem was replaced now our speeds have dropped from 124 Mbits to 30 Mbits,2,,Speed Issue,1,1
ID1229048461,need to schedule a tech to come out,2,,Appointment,1,1
ID1229049300,I need instruction on how to use TV on Demand,2,,Odm,1,1
ID1229053841,"I just picked up my modem for new work order 2003008837 for phone and internet. I am not home yet to hook up the modem. But wife said no dial tone yet. She hears a buzzing noise, but no dial tone. Has our phone line been activated? Also, what is the new phone number?",2,,Account Info,1,1
ID1229061199,Internet not working,2,,Internet Not Working,1,1
ID1229063084,"How do I set up TV on Tablets, phones and laptops",2,,Tv Setup,1,1
ID1229067393,I would like to drop some of my movie channels and rebundle?,2,,Change Package,1,1
ID1229067414,Voice mail is not set up,2,,Voice Mail,1,1
ID1229068234,i can not log in .,2,,Login Issue,1,1
ID1229071496,I cannot get into TWC com to my account and need help getting it fixed so I can block a bad caller,2,,Block Calls,1,1
ID1229074821,Hi - I don't think my Maxx modem ever got activated correctly and wanted to ask if someone could take a look.,2,,Modem Setup,1,1
ID1229076419,"my email has been locked, I belive it was because i was trying to do something on two computers",2,,Email Issue,1,1
ID1229078741,TWC continues to have attrocius web browsing speeds in dripping springs,2,,Speed Issue,1,1
ID1229083521,phone internet,2,,Internet Not Working,1,1
ID1229083533,"My TV signal keeps becoming pixelated, then stutters, becoming completely unwatchabe.",2,,Signal Issue,1,1
ID1229084317,I want to pay my bill but my account has been disabled. Please help. Thanks.,2,,Account Info,1,1
ID1229084341,"I'm paying for 30 Mbps, and only 2.30 Mbps, why?",2,,Speed Issue,1,1
ID1229085020,Wifi on Motorola Surfboard randomly gets disabled,2,,Home Wifi,1,1
ID1229085779,cant make a twc id account.,2,,Account Info,1,1
ID1229085840,Can you check the status of these 2 order numbers (8777262910 and 2003010848)?,2,,Order Status,1,1
ID1229088956,why am i disconnected?,2,,Service Issue,1,1
ID1229088973,Internet keeps dropping even after chatting with a rep earlier.,2,,Internet Not Working,1,1
ID1229089702,need to setup installation appointment,2,,Appointment,1,1
ID1229091997,"If I upgrade to 30Mps, will this increase wifi spead also",2,,Plan Explaination,1,1
ID1229097528,I'm trying to find my Public Address,2,,Account Info,1,1
ID1229098954,How do I download this app when your system will not accept my username and password?,2,,Login Issue,1,1
ID1229098975,Cancel upgrade we just made and low internet speed,2,,Cancellation,1,1
ID1229101136,What options do i have to keep my email address with Time Warner if i need to move out of the TWC service area/switch to another provider?,2,,Account Info,1,1
ID1229101140,"Hello, I have no line service",2,,Service Issue,1,1
ID1229106103,my account is locked and i cant log in,2,,Login Issue,1,1
ID1229106853,Internet seems slow and lagging .,2,,Speed Issue,1,1
ID1229107621,Our wireless internet is extremely slow in our home.  Is there anything that we can do to help that?,2,,Speed Issue,1,1
ID1229107666,Exchanged modem per your recommendation. seems to be working with ethernet. Having trouble figuring out how to set up wifi. wifi light is not lit on modem,2,,Modem Setup,1,1
ID1229109160,I'm not able to log into my account,2,,Login Issue,1,1
ID1229109929,i have been calling my mother and her phone either rings fast busy or a recording comes on and says to hang up and try again,2,,Phone Not Working,1,1
ID1229111450,What motorola modems have phone connections?,2,,Plan Explaination,1,1
ID1229115211,I wish to purchase my own Internet modem.  I have read the risks and requirements.  What do I need to do with you guys.  Just hook it up and return the old one or do I have to register the MAC address?,2,,Purchase Modem,1,1
ID1229120849,Service issues and cancel HBO,2,,Service Issue,1,1
ID1229125903,cannot sign in to mobile tv app,2,,Login Issue,1,1
ID1229127268,I bought and installed a new router today.  To what address do I need to send the old TWC router/modem?,2,,Modem Setup,1,1
ID1229130778,can i get my new time warner phone number,2,,Account Info,1,1
ID1229131558,We are facing difficulty to connect to internet if number of devices are more than 4. Need to restart the Modem oftenly. please help in this,2,,Internet Not Working,1,1
ID1229131574,Why does my router have so many critical errors in its log and why is my latency terrible?,2,,Modem Setup,1,1
ID1229132978,I forgot my sign in information. And I don't have an account number. Would you please unlock my accout and give me my number? Thanks,2,,Account Disabled,1,1
ID1229135065,New phone/internet router not working,2,,Internet Not Working,1,1
ID1229137916,Need my ID number or whatever to access content online,2,,Account Info,1,1
ID1229138589,It says I already have registered but it aint right can I have a reset emailed to my twc email,2,,Login Issue,1,1
ID1229139992,Connection dropping constantly,2,,Signal Issue,1,1
ID1229140626,Email stopped accepting password,2,,Login Issue,1,1
ID1229140651,I got locked out. I need to change password.,2,,Account Disabled,1,1
ID1229140652,When I try to log into one of my email accounts it says it has been suspended and to contact customer support.  can you assist?,2,,Account Disabled,1,1
ID1229142686,Not recognizing account,2,,Account Info,1,1
ID1229144093,How do I update my modem.,2,,Modem Setup,1,1
ID1229145461,"Dale Laird?Flower Mound Cares 1 hr · Dallas, TX ·  I'm a Verizon customer but got rid of FIOS TV a few years back. Now just using them for phone and internet. But they still keep increasing their prices year over year. Just priced some TWC options for a phone/internet double play, and its less than half what I'm paying Verizon! Is anyone else using TWC in Flower Mound, and are you happy with their service? LikeLike ·  · Share 3 people like this.  Tracey Kyger-Archer NO STAY AWAY FROM TWC PLEASE!",2,,Service Availablity,1,1
ID1229145483,I don't know what my TWCID is??,2,,Account Info,1,1
ID1229146255,When I plug in my cable to the tv it can't find any channels.,2,,Channel Issue,1,1
ID1229146969,Do you have the samsung Cable box SMT-H3362 at the queens  center mall in stock,2,,Service Availablity,1,1
