XTest,sessionId,y__true,y_pred,y_prob_max
im looking to reduce my monthly bills and last year you gave me a discount of pound4 per month can you please do the same for me ts time,INT-sv1appin08-1453030586063-216336,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",0.462838290905
 trying to redeem my points with rewards checking account and it says account not found,INT-va1appin07-1437147798738-21686,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",1.81709952028
im trying to cancel a 2nd checking account in my name wch was created when i thought i was signing up for mobile banking i dont see any link to cancel that account,ID1186290123,Account Management,Account Management,1.16591047846
 how do i notify you of my address change,ID1192056513,Account Management,Account Management,0.982759879424
i just got a new card and the info that came with it said i could log in and create an imagecard when i log in it says i dont have any cards eligible for imagecard,ID617264891,Warranty & Repairs,Account Management,0.489728648884
that would be good if i wanted to pay with my credit cards however i want to pay with my debit cards i would like to pay my b of a credit cards with ts account,ID1186610295,Billing & Payments,Billing & Payments,0.613905469206
vincent my name is angela i was wondering how to sign up for rewards,ID662268136,Warranty & Repairs,"Discounts, Offers, Promotions",1.5991092625
 christine i scheduled payments yesterday for today and t are still showing in the que not as paid do you know why  usually t show as paid next day,ID1206906776,Billing & Payments,Billing & Payments,0.987494582461
i am trying to register but it doesnt work i have my debit card and citibank account number infront of me so i am pretty sure my info is correct,ID1204490302,Account Management,Account Management,0.920408456025
 daisy - just wondering what the fee is to make an international money transfer,ID1189606618,Fees and charges,Fees and charges,0.903302156596
i want to have information about monthly service charge  that i paid twenty dollars,ID1099907050,Fees and charges,Fees and charges,1.04349362074
i have a few questions regarding thank you points,ID1101178030,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",1.7316265791
i disputed some charges 11400 each progressive  you guys gave me the money back wle you guys worked on the case,INT-va1appin08-1437159445196-22925,Disputes,Disputes,1.11860260315
i wanted to change my address because i moved to canada,ID1205331570,Account Management,Account Management,0.363995300405
 i am interested in your home care plan 4 but dont know if it includes gas fire,INT-sv1appin08-1451227097399-62758,Purchase Pricing Enquiry,Purchase Pricing Enquiry,0.479876932967
 i currently have homecare400 cover i want to arrange an appointment to get someone to look at our lighting fault my question is do i personally have to be present for the appointment,INT-sv1appin06-1453126060627-224877,Scheduling Appointments,Scheduling Appointments,0.498712352287
wonder if you can give me a quote for a condensor boiler service,INT-sv1appin08-1453220371116-235132,Product or Service Quality issues,Purchase Pricing Enquiry,0.344433474332
our boiler has broken down and we have no central heating i have booked a homecare engineer to come tomorrow but my wife is undergoing cancer therapy and really needs the heating fixed today is there any way ts can be organised please,INT-va1appin06-1452774652370-1433,Scheduling Appointments,Product or Service Quality issues,0.459331595152
my name is harold griffin and i am requesting info on an account in my wifes name wanda l griffin she received balance transfer checks with 0 for 12 months on an account ending in 8795 she has not located ts card and we have not used it is ts account still open or was it closed i do not need to know any more than if it is open or not,ID663864326,Account Management,Account Management,0.348610740662
can not register online account,INT-sv1appin05-1453132425475-225642,Account Management,Account Management,1.25247384242
 it saying my email is incorrect for me to do delivery on items,INT-va1appin08-1437770605234-67470,Website Issue,Shipping  & Order Status,0.210649310174
 i need to change the name on an account how do i do that,INT-sv1appin08-1453032517882-216425,Account Management,Account Management,1.26791841491
 i was trying to figure out the account number to my checking account,INT-sv1appin07-1438355279758-102647,Account Management,Account Management,0.656373872923
i made a payment last week to my bank of america cc,ID1184170961,Billing & Payments,Billing & Payments,0.572397640021
my bank mailed in my payment of 43482 on the first of ts month of oct it doesnt look like it has been processed yet from my bankcan you check and see why,ID1206519345,Billing & Payments,Billing & Payments,0.68644744109
is citibank planning on settin up two-step authentication for users many other banks already have it in place i tnk the business accounts holders have access to ts security feature,ID1208427652,Account Management,Account Management,0.550621284948
how much is the fee to wire money to a non-citibank overseas,ID1095695608,Fees and charges,Fees and charges,0.639926876824
"my mom is trying to use the ""friends  family oopswasnt finished """"""friends  family"""" 15 coupon on an order - but receiving an error """"_err_remote_exception"""""" xxxx-xxxx-2901 baby einstein sea dreams soother the promo code shes trying to use ujlpkkcpm7wbrff",INT-sv1appin05-1445209731131-1263,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",1.09956016477
" - i am trying to place an order and it doesnt seem to be going through - not sure why can you assist me in placing the order ""no i havent - i am using safari - is that one problematic""",INT-va1appin07-1445050462763-41215,Website Issue,Website Issue,0.220232768815
i just was looking online and notice i have a late payment fee i dont have a bill and not sure why i didnt receive it i have never paid my bill late and am wondering if i make a payment today online if you would waive my fee,ID660347352,Disputes,Disputes,0.219802494536
i need to pay a bill thats in my partners name,INT-sv1appin06-1453130445994-225380,Billing & Payments,Billing & Payments,0.745178563248
 i am inquiring on the rewards on my accounts,INT-sv1appin08-1436894779211-69329,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",0.365645811617
i am trying to cancel one of my payments and i cant,ID1206288430,Billing & Payments,Billing & Payments,0.743284791591
 im looking for landlords boiler ins _end_ does your policy cover breakdown of central heating boiler and unlimited call outs _end_ wch package is that,INT-sv1appin08-1453125410299-224792,Purchase Pricing Enquiry,Purchase Pricing Enquiry,1.33022769538
  my question for the following chat regards using my citi credit card in argentina where i am located as of now and how i can have my transaction fees waived if im using my card as a student,ID1190602590,Fees and charges,Fees and charges,0.421227868611
what is the website to rewards for capital one>,INT-va1appin08-1437755545244-66260,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",0.832432033461
i have a question regarding a charge on my account ts company charged my account before and i have disputed the charge and i am waiting on a dispute form to be faxed to me for that but i still havent received the form also i asked the bank to block future charges from ts company but t didnt so that company charged my account again today,INT-sv1appin06-1436552878798-53443,Disputes,Disputes,1.47500143242
 i recently spoke to one of your colleagues and had my account type changed to one that does not incur any monthly service charge but i still see that 20 has been charged as service fee,ID1149727426,Fees and charges,Fees and charges,1.48057447103
 im trying to give my meter reading and im unable to set up an account can you help please,INT-sv1appin05-1452954892748-210417,Account Management,Account Management,0.256737301868
- i received a message that sometng was wrong with an online bill payment i am unclear as to what the message means the reference number is 6by5nrd6 can you clarify what has happened,ID1146833466,Billing & Payments,Billing & Payments,0.63141713767
i was talking to another rep he said my two accounts were incorrectly linked he waivered one 10 mntly srvc chge  on 619 he did not waiver the 519 why,ID1145094717,Fees and charges,Fees and charges,0.443514578453
iwish to have a pound50 refund from my electricity acount,INT-va1appin10-1452770112664-1276,"Modifications, Cancellation and Refunds","Modifications, Cancellation and Refunds",1.14677223695
 peter i am curious if my card covers rental car insurance,ID656848078,Warranty & Repairs,Warranty & Repairs,0.62287561043
can you tell me why my payment ts month is more than double my payment from last month yet i paid on time and did not charge anytng,ID618077915,Disputes,Billing & Payments,0.70651214085
i desperately need someone to come out today  i have homecare cover and we currently have no heating or hot water as the boiler has a fault   the water pressure has gone right down - there is a leaking radiator as far as i can see but i cant even top up the water pressure as the tap from the mains to the boiler is not working can someone come today,INT-va1appin06-1452763228478-1086,Scheduling Appointments,Product or Service Quality issues,0.895499566897
 having trouble accessing my thank you points accounts,ID1150983122,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",0.864519578552
i am trying to change an account number for comcast and i get a message that says account number not recognized - what should i do,ID1205452976,Account Management,Account Management,0.898957819363
i want to ensure my address is updated,INT-va1appin10-1437744120457-65220,Account Management,Account Management,0.402669382426
ancestry for 2177 he call them and t agree to refund my 2177,ID1098021558,"Modifications, Cancellation and Refunds","Modifications, Cancellation and Refunds",3.02807795817
i was charged 10 on 41  i have asked several times to make absolutely sure the minimum i need to maintain for free checking is 1500,ID1103447610,Fees and charges,Fees and charges,0.407077777505
i need cover for my boiler and central heating system pipersthe boiler was fitted in august 2013 and serviced about a 2 weeks ago,INT-sv1appin08-1453109729590-223733,Purchase Pricing Enquiry,Product or Service Quality issues,0.465418405384
i have a capital one venture card as well as a checking acct and wanted to know why i could not have the same user name for both accounts,INT-sv1appin05-1438353602170-102520,Account Management,Account Management,0.598733754675
  _end_ i need to know wch meter is relevant to my property  _end_ i have two electricity meters but im not sure wch corresponds to my ,INT-va1appin10-1453285500209-3482,Purchase Pricing Enquiry,Purchase Pricing Enquiry,1.10221391386
your half price boiler offer ends monday that seems too short a timescale now for me to make a decision or compare prices if i request a quote but before 18th but dont recieve a visit andor quote in time to make a decision will the deal apply,INT-va1appin06-1452775232009-1457,"Discounts, Offers, Promotions",Purchase Pricing Enquiry,0.690994407365
 has your boiler sale ended,INT-sv1appin08-1453192384081-232447,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",0.317892379865
ts is the trd time ive contacted you on ts topic ts is the last time im contacting you on ts topic i will close all our accounts with you if you cant address ts issue successfully  the problem in a nutshell is that you keep assessing me trivial service charges on my accounts 4981416262 has been assessed a trty dollar service charge on three occasions in the last three months february march and april  64133259 has been assessed a trty dollar fee on april 1 as well i want all those charges credited ive asked you guys to stop assessing me fees on these accounts and you cant seem to do that why is that its not that difficult bottom line we have 600000 combined in these accounts and the accounts linked to them are those not sufficient funds to avoid these service charges if not we have another 2400000 in other accounts at citi these accounts are in my husbands name and in the name of a shared trust we have and we have a home mortgage for 1400000 and a line of credit for 500000 with you guys thats a lot of business at citi and im willing to refinance and close all the accounts just to move it all out of principle because you keep disrespecting me by not addressing my concerns hedy,ID1100052078,Fees and charges,Fees and charges,0.644480792126
i have 8213 nectar points but it has not been added to my nectar balance how is ts aceved,INT-sv1appin06-1453042516251-217040,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",2.66909097848
the pay bills feature of ts online banking is micmicing the physical check paying of the post mail is ts correct because i have to give the physical address of the payee with zipcode even if ts is an electronic payment am i correct,ID1145235037,Billing & Payments,Billing & Payments,1.38857455352
i am unable to access my account i am a new customer and do not appear to have details that enable me to look at my account,INT-sv1appin05-1452518154081-164822,Account Management,Account Management,1.41830464453
i would lie an update with my credit card,INT-sv1appin09-1438181584645-90917,Account Management,Account Management,0.780348910452
 i m trying topurchase clearance sandals for toddler kids coupon code isnt working sure but y it says kids clearance xxxx-xxxx-6000 sure,INT-sv1appin05-1445204941000-1157,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",0.604402435338
   re  phone datenit  ken mayes   that is primary phone and second line of datenit  works fine   has not been working for several months mostly   i can switch lines between phones and get the same result  its not a phone issue  the original lines were funkily wired together and ive replugged and shaken them  on occasion i can get it to work briefly,ID1015849295,Product or Service Quality issues,Product or Service Quality issues,1.22123991269
i cant speak english i am korean my home phone is not working,ID1021737665,Product or Service Quality issues,Product or Service Quality issues,0.915904539407
how quickly can i book an appointment,INT-sv1appin09-1453219897736-235068,Scheduling Appointments,Scheduling Appointments,1.19778106398
yes trying to get wasng macne but seems beeko one is out of stock its 149,INT-va1appin07-1438678814971-89426,Product or Service Details,Product or Service Details,0.408581287384
" i was wondering why i have a 3 week wait on ts order when t are in stock locally ts is to replace items not spped the first time order xxxxxxxxxxxx149905 my order was shorted 2 towels in the original order xxxxxxx ""okay i need these now"" i was supposed to have had them over a week ago can you cancel the order for these 2 towels and refund me i will just purchase them in the store",INT-va1appin06-1445003365861-35073,Shipping  & Order Status,"Modifications, Cancellation and Refunds",0.813633546843
i am trying to link my debit card account to credit card,ID1205995585,Account Management,Account Management,1.27181812986
do you do any kind of price match,INT-sv1appin06-1453223668118-235689,Complaints,Purchase Pricing Enquiry,0.265150388489
it keeps asking me to put in my email and conform the security code over and over confirm what can i do to complete my order,INT-va1appin08-1445022026282-37984,Website Issue,Website Issue,0.97952974638
i would like to close my capital one mma and transfermy remaining money into my capital one 360 account,INT-va1appin09-1437750315753-65788,Account Management,Account Management,1.09228257566
" sebastian   i have transferred all funds out of my accounts at citibank and wish to close them   the reason is that i have moved to an area where there are no cb branches nearby     i see that the transfer out is ""pending""   is it possibleadvisable to close the accounts now",ID1189417998,Account Management,Account Management,0.60788762303
 erica- i need to change my password where do i start,INT-sv1appin09-1438093452633-83470,Account Management,Account Management,1.54071669552
 i just put in an order xxxx-xxxx-6649 and then i got an email saying it was canceled can you tell me why please xxxxxxx ok so what does that mean the email was sent by mistake ok,INT-sv1appin06-1445200931176-1063,"Modifications, Cancellation and Refunds","Modifications, Cancellation and Refunds",0.264281080072
 we moved into a new home and we would like to have gas and electricity supplied by you what do we need to do,INT-sv1appin06-1452941067597-209597,Purchase Pricing Enquiry,Purchase Pricing Enquiry,0.221162550637
i need to make a partial payment but i am afraid that when i try online to do so it will take the whole payment out of my bank accountshould i just call,ID669761606,Billing & Payments,Billing & Payments,1.59926922826
 burder in case we get disconnected here is my phone number digitsnit4653045,ID1018766917,Product or Service Quality issues,Product or Service Quality issues,0.405619279477
yes sorry i have to cancel the order because when i ordered it was about a wk to deliver now another wk sorry no i dont know how and i never return and cancel yes102-750-770-761 gerber power milk for 9m-24m ok thanks bye no good nite,INT-va1appin06-1444954567847-31244,"Modifications, Cancellation and Refunds","Modifications, Cancellation and Refunds",0.386059018773
i need to cancel a payment arrangement for credit card,ID1189542103,Billing & Payments,Billing & Payments,0.74216786987
 i tnk i already have homecare  cover for my boiler and central heating but i cacnt see it on my account  could it have expiredgt,INT-sv1appin05-1453133043218-225724,Account Management,Purchase Pricing Enquiry,0.276684762594
 can i ask about guarantee please,INT-va1appin06-1437597184469-53410,Product or Service Details,Product or Service Details,0.438302622918
"i just tried to update my address by calling in to do it i twice told the agent to remove ""apt"" from the apartment field on the address my correct new address is 84 gun mill rd bloomfield ct 06002-1532 its a private home so theres no apartment",ID1200932190,Account Management,Account Management,0.835591367363
kenneth i am margarets husband charles and we would like to close our citigold accounts including checking savings visa card for charles e davis jr and our smith barney or citibank investment accounts  please advise as to how best accomplish ts  thank you,ID1188906266,Account Management,Account Management,1.23104143907
looking for single fan oven- wte importent for me is size h595 w545 d55cm ts is for replacment mofat msf,INT-va1appin06-1437420197623-37775,Product or Service Details,Product or Service Details,1.12135814331
i would like landlord insurance cover for gas  electric  drains and home  _end_ yes  i would also like gas safety certificate  starting in feb is that  _end_ the appliance cover- does that include both gas and other kitchen appliances,INT-sv1appin05-1453124260255-224691,Purchase Pricing Enquiry,Purchase Pricing Enquiry,0.822151939584
 joanna  ts is jade  i had a 6 service charge to my acct on approximately 3112014  it was called an expedited card fee but you guys were the ones who cancelled and reissued a card to me- so i shouldnt have been charged for it  you did it bc of ts target mess i tnk  regardless i didnt ask for it- so it should be removed,ID1102852701,Fees and charges,Fees and charges,0.531014268167
 _end_ i would like to have landlord pro  _end_ i have registered with british today for my property at 5 constance roadsm1 4,INT-va1appin08-1453471983964-18115,Purchase Pricing Enquiry,Purchase Pricing Enquiry,0.400487589827
i need to change the email address associated with my online account,INT-sv1appin06-1452271055061-144037,Account Management,Account Management,1.88236854445
i would like to remove an authorized user off my account,ID643115033,Account Management,Account Management,0.569436602759
quick question about smart meters and energy prices is there a night rateday rate if i have a smart meter,INT-sv1appin06-1452257224803-142159,Purchase Pricing Enquiry,Purchase Pricing Enquiry,1.55725645003
"my rewards account terms say i receive 125 miles per 100 for normal transactions and 2 miles per 100 spent for ""enhanced rewards"" it says ts is for book stores crafts  hobby stores gift cards  i do not see where ts is working my transac",ID657911121,Warranty & Repairs,"Discounts, Offers, Promotions",0.871609974427
good morning shermika i am aware that i am bend on my payments however i wanrted to know if i could go into capital bank and pay cash and if so how long does it take to post to my account,ID668730576,Billing & Payments,Billing & Payments,0.254552824855
i need to stop 2 drafts from my checking account  rudy,ID1202561200,Billing & Payments,Account Management,0.385919626913
have a letter talking about the rewards miles accumulated wasnt aware that our account accrued miles been all over the website but cannot find any info regarding these mileswhere can i see ts info,INT-va1appin08-1437222441534-26004,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",1.51307360613
i see the information how can i use the credit line to pay my taxes,ID1103360451,Billing & Payments,Billing & Payments,0.452721302451
 there i keep trying to reset my password but when i do it says im locked out,INT-sv1appin06-1452955312163-210466,Account Management,Account Management,0.654293662151
all my accts are linked thru my citicard anyway so why is it not allowing me to pay bill pay thru my ckg or mmkt acct,ID1149861215,Billing & Payments,Billing & Payments,0.961308656704
i owuld like to close ts account,INT-va1appin06-1437744123669-65227,Account Management,Account Management,1.53184750768
i wanted to see about casng in my points,INT-va1appin10-1437594536674-53091,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",2.00534986839
yes i was told i do not have a monthly fee with a student account,ID1184252371,Fees and charges,Fees and charges,0.958263681898
 i have homecare for one property can i extend to another property that i rent outis their a discount for a second policy,INT-sv1appin10-1451819241331-99093,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",0.362680358449
why when i had 100000 wired into my checking account yesterday was 40 taken out of the wire what is the meaning of that charge wch seems not to have been taken out of my other wires,ID1189246469,Fees and charges,Fees and charges,0.341044248387
" target is not letting me sign into my account so that i can make an in store pick up purchase i was signed in and it kicked me off and wont let me back in it just keeps saying your cart is empty when i try to sign in there is no error message ""sorry i had to figure out how to do that""",INT-sv1appin05-1445198362099-997,Website Issue,Website Issue,0.444794130246
i only have a few minutes-- need to make a payment to my cap one quick silver cc that is due the 25th can you help,INT-va1appin08-1437741062622-64993,Billing & Payments,Billing & Payments,0.768367865696
 im fine thank youhow do i request a pin,ID634663951,Account Management,Account Management,0.25643854303
good i had a hold on my account blocking cashnetusa i need to lift that so t can process their payment,INT-sv1appin07-1438299051696-99485,Billing & Payments,Billing & Payments,0.698432838623
where do i go to find my rewards miles,INT-va1appin06-1437754946078-66211,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",2.1519307706
i want to access my rewards for my checking account,INT-va1appin08-1437169607313-23869,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",0.905099138926
change my email to gmail,INT-sv1appin06-1452612354078-176967,Account Management,Account Management,0.271225088903
im trying to access my reward miles,INT-sv1appin09-1438119377635-86475,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",1.1855328952
could you please close my cd account xxxxxx0931 matured on july 16th2015 and,INT-sv1appin08-1438127750545-87308,Account Management,Account Management,1.54793957769
i would like to close my checking account,ID1190860112,Account Management,Account Management,1.49850640511
im interested in your home care product and im tnking about getting the ghest cover for plumbing and electricity too,INT-sv1appin09-1453211032445-233837,Purchase Pricing Enquiry,Purchase Pricing Enquiry,0.54485171949
i am in the process of bringing my account back to current 99879,INT-va1appin07-1437244039189-27433,Account Management,Account Management,1.03576702195
oh  i need to update my address for my checking account and credit card ive been trying online but it keeps saying citicom is unavailable,ID1191729570,Account Management,Account Management,0.454975853601
we recently bought a josepne double bed and are looking to buy a wardrobe in the same wood if possible,INT-va1appin06-1437568086271-50080,Product or Service Details,Product or Service Details,0.973838140586
i would like a second card on my account for my wife and my day has been good,ID642011451,Account Management,Account Management,0.606675652729
what is the rate of the payment protection,ID596379004,Warranty & Repairs,Warranty & Repairs,0.976498738949
  i have tried to book an engineer apt for my boiler online but the system keeps crasng _end_ it was on ts link - httpswwwbritishgascoukrc-app-slot-booking _end_ ok ,INT-sv1appin05-1453127787345-225062,Scheduling Appointments,Scheduling Appointments,0.631599067363
morning i have boiler cover already and would like to know how much it would cost if i were to have your plumbing and drains cover too,INT-sv1appin08-1453023220712-216045,Purchase Pricing Enquiry,Purchase Pricing Enquiry,0.607099258481
 can you please tell me when your sale will end,INT-va1appin05-1437986660209-76484,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",0.315898580443
i am trying to pay my bill but cant do so either online or via the  _end_ my customer reference is 850054701730 _end_ i tried that and when i enter my customer reference number it says that there is a problem with the account and that i need to call back when the offices are ,INT-sv1appin07-1451571126372-87186,Billing & Payments,Billing & Payments,0.461238644398
i was charged finance charge when i was according to our last chat not supposed to be charged until the june statement,ID597749825,Disputes,Disputes,0.831010294825
 _end_ im wondering if its possible to switch to credit meters there have been payg meters in since i bought the house _end_ 18 dh3 2,INT-va1appin07-1453454647655-16861,Purchase Pricing Enquiry,Purchase Pricing Enquiry,0.768130713805
yes  _end_ i have british gas nectar points of 5088 but my nectar card balance shows only 548 why is that _end_  ,INT-sv1appin05-1451476396967-80548,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",2.33807932838
i am wondering where to go to look at points and how i redeem points id like to use them towards a rental car and ive never used the cards towards points  its a new card and i dont even know how many points i have and how to go about using them ,ID616040731,Warranty & Repairs,"Discounts, Offers, Promotions",0.954698235136
why is there a non citibank atm fee posted on 9-2-14 for 250,ID1187285281,Fees and charges,Fees and charges,0.574276035637
do you have a program called protection plus,ID596739329,Warranty & Repairs,Warranty & Repairs,0.506691875847
" re order  xxxx-xxxx-1217 ""i picked up 2 of the items from the order at one target location today and would like to cancel the other item - ps4 the evil witn can you help me with ts yes xxxxxxx"" ""ok i see it - cancel items"" ok ok great ""yes it looks like it worked""",INT-va1appin06-1445042181846-40533,"Modifications, Cancellation and Refunds","Modifications, Cancellation and Refunds",0.611226470809
 andrew there is a 10 monthly service fee on my account that shouldnt be there  can you help me remove it when i opened the account the rep said as long as i did direct dep there wouldnt be a fee for th checking account,ID1208697373,Fees and charges,Fees and charges,0.330781403502
morning i have just received my final bill from british gas for 146 but the system will only accept a minimum payment of 200 wch will leave my final account in credit how do i just pay 146 _end_ thanks shabnam details below _end_ petermuskbtinternetcom,INT-sv1appin09-1452242048564-141385,Billing & Payments,"Modifications, Cancellation and Refunds",0.697199024355
i wanted to see if i could get the overdraft fee waived,INT-sv1appin06-1436800783508-63796,Fees and charges,Fees and charges,0.750396849864
 cant register my nectar card to my ,INT-sv1appin10-1453119684395-224354,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",1.82626245002
entered password no response,INT-sv1appin06-1452613823234-177220,Account Management,Account Management,1.46695461858
can you check that i am in credit and if it is correct how do i get a refund,INT-sv1appin09-1452615482715-177503,"Modifications, Cancellation and Refunds","Modifications, Cancellation and Refunds",2.71098969498
why is item 3359930 out of stock for delivery in my area,INT-va1appin08-1437391876723-34564,Product or Service Details,Product or Service Details,0.30133070811
 my names tasha what it is i need a gas meter fitting in my property im just for a supplier i was wondering how i go about  _end_ i dont but ive being told to quote a reference from the  _end_ okii thank ,INT-va1appin06-1453734514942-52192,Purchase Pricing Enquiry,Purchase Pricing Enquiry,0.704019795141
i am trying to create an account but it keeps saying it doesnt recognise me when i try to register i dont know my account number unfortunately,INT-sv1appin06-1453232657721-237045,Account Management,Account Management,0.916789122357
 there i was just wondering if i would be eligible for a smart meter upgrade yet  _end_  kirsty  its eddie allan-hardie and my address is 2 kempsthorn path glasgow g53 5 _end_ oh i registered awle ago maybe 6 months or so ,INT-sv1appin05-1450885210629-48048,Purchase Pricing Enquiry,Purchase Pricing Enquiry,0.453444866085
good morning im trying to pay a bill online and i need my debit card  i dont have with me only my checkings accnt and i cannot pay wthat,ID1202354995,Billing & Payments,Billing & Payments,1.25663815295
i want to cancel an ongoing payment my payment to chase united is finally paid are you there,ID1204784320,Billing & Payments,Billing & Payments,1.17485043793
" scott i am having a hard time placing an online order i can get to the cart and t ""proceed to checkout"" and i keep getting an error that sometng went wrong it still isnt working i will try using chrome its happening in chrome as well i cannot even get to that page ""i am stuck in the cart and when i click proceed to checkout it always states sometng went wrong"" no",INT-va1appin08-1445137515855-47625,Website Issue,Website Issue,0.367494407426
how do i know the estimated time for delivery of the order,INT-sv1appin05-1445194757993-900,Shipping  & Order Status,Shipping  & Order Status,0.330865570734
how do i use my thank you points to pay a bill,ID1207005301,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",1.47276473874
 i am trying to book an engineer to repair my boiler and i cannot access my account to do so can i book through you,INT-sv1appin06-1453042195874-217018,Account Management,Scheduling Appointments,1.36174023278
i cant submit meter readings on your website _end_ it asks me for me nectar card number instead but the page does not work _end_ i tnk ts has been broken for a wle,INT-sv1appin10-1451561436330-86783,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",0.502346523155
" my odren is xxxx-xxxx-8213can you cancel it  ""its a wrong orderthanks"" my email is xxxxxxx ""ok thanks thank for you help"" ""yes please"" ""thanks """,INT-va1appin09-1444972802903-11644,"Modifications, Cancellation and Refunds","Modifications, Cancellation and Refunds",0.27452236547
im trying to set up a sign in for a new debit card and pin for a citibank checking account that my father who died in august had been using  im the trustee for the account and the only living person with a signature on file  it isnt taking my information,ID1205517109,Account Management,Account Management,1.4738185122
i have received my bills via email and my dd payment for gas has jumped from 78 to 23036 and electricity from 48 to 7406 ts cant be right  _end_ dr alice bird 8 grammar school court l39 4py alice_birdhotmailco _end_ thanks very ,INT-sv1appin08-1452936802719-209407,Disputes,Billing & Payments,0.411765161261
if there were funds incoming clearing the account the check should have not been rejected t did it just to charge me the nsf fee of 34,ID1101291266,"Modifications, Cancellation and Refunds",Fees and charges,0.96141434539
i want to add my wifs name on my account so how can i do online ,INT-sv1appin07-1451909312137-103260,Account Management,Account Management,1.26791588832
can you tell me wch account my new debit card is linked to,INT-sv1appin07-1438117635240-86291,Account Management,Account Management,0.613270349864
good afternoon i am trying to register to manage our ac online but it wont recognise the ac number can you help please,INT-sv1appin05-1452688405568-186184,Account Management,Account Management,0.639328560419
 i would like to order a fridge freezer,INT-va1appin07-1437845259077-70610,Website Issue,Shipping  & Order Status,0.511722985108
i recently called and spoke to your credit card dept i would like to request a stop payment on an autopay scheduled to happen today,INT-sv1appin05-1438120378431-86583,Billing & Payments,Billing & Payments,0.817442782084
can you send me a link to the site to book an engineer online i have a homecare contract i have been trying to do ts for 10 mins but your site seems to just keep linking me back to the my accounts page,INT-sv1appin05-1452694947347-186802,Scheduling Appointments,Scheduling Appointments,0.750522728705
i need to confirm that my name on my account confirms as margaret olivera ,ID643623525,Account Management,Account Management,0.93634160634
i would like to close my account please,ID1204332618,Account Management,Account Management,0.863090335986
i would like to cancel my direct debit and go back to paying online quarterly please,INT-sv1appin08-1451386268102-73637,Billing & Payments,Billing & Payments,0.752331209514
ts afternoon when i was looking at bedroom furniture there was an online discount code it has now not showing on website,INT-va1appin05-1437421364709-37933,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",1.14904036283
 if i sign up for insurance today am i correct that a boiler service will be arranged witn 42 days ,INT-sv1appin08-1453199961467-232930,Product or Service Quality issues,Product or Service Quality issues,0.24107400696
i need to deleete permantly the recurring payment to dhoa 2013 and i am only given the choice to delete next payment  from now on i am going to pay six months at a time and the amount may change in december therefore i dont want to make it a recurring payment ever,ID1142660754,Billing & Payments,Billing & Payments,1.55893392001
we have digitsnit iphones and an ipad  im able to connect to the wi-fi on my iphone and the ipad  my wifes iphone doesnt  ive checked her setting against mine and the one difference is the ipaddress  how do i get the correct ipaddress on her phone,ID1020645239,Product or Service Quality issues,Product or Service Quality issues,1.53294449022
  i need to set up auto loan payments,ID1148684644,Billing & Payments,Billing & Payments,0.330253138298
 i just move in a new house and want to sign up british  _end_ 18 picton road liverpool l15 1 _end_ british ,INT-sv1appin08-1452523050259-165390,Purchase Pricing Enquiry,"Modifications, Cancellation and Refunds",0.223210430594
 there im looking at a landlord pro policy do you know if ts includes roofing security pest or 1st year boiler cover _end_ ok - thank  _end_ so does it include a boiler service,INT-sv1appin09-1451903146454-103139,Purchase Pricing Enquiry,Purchase Pricing Enquiry,1.47988368952
please can you tell me when i can expect my warm home discount to be applied to my key  i have already been accepted,INT-sv1appin06-1452955624828-210492,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",1.36612352996
i have taken a land lord insurance the tenant is having problem with boiler where should he contact,INT-sv1appin10-1453031281620-216380,Product or Service Quality issues,Product or Service Quality issues,0.310082862022
where on the site is current price list including the new boiler discount,INT-sv1appin09-1453125336460-224797,Purchase Pricing Enquiry,"Discounts, Offers, Promotions",0.69967141924
  i am looking to pay a couple of my bills but t seem unbelievably gh about 10x what i am used to paying  as i live on my own and havent been around for all of the past two months i have no idea how my bills are so incredibly  _end_ mr craig niblock _end_ 1st flat 17 chester street edinburgh eh37rf,INT-sv1appin05-1450961279377-53201,Billing & Payments,Billing & Payments,0.223706116574
