Client,sessionId,lineNum,lineText,lineBy,L2,L3_old,L3,issueLine
British Gas,INT-sv1appin07-1452961352221-211081,1,I've moved into my flat about a month ago but never submitted my meter reading I now have an estimated bill to the occupier,2,,Bill_Explanation/Usage/Estimated Bill,Billing & Payments,1
British Gas,INT-sv1appin07-1452960180991-210946,1,"Hi, I got a bill under the name of occupier",2,,Change Name/Address/E-Mail Etc.,Account Management,1
British Gas,INT-sv1appin07-1452959668669-210886,1,i was wondering why it says that my electricity account is closed,2,,Account Details,Account Management,1
British Gas,INT-sv1appin07-1452948192593-209910,1,I have received an email advising of increase of direct debit by &pound;21 but I am in credit with &pound;150 ,2,,Bill_Explanation/Usage/Estimated Bill,Billing & Payments,1
British Gas,INT-sv1appin07-1452947644241-209885,1,"HI can you tell me if the payment I just made went through as when it went on the page for the card security nothing came up but tried going back the same page came up, so also have I paid more than once",2,,Payment Status,Billing & Payments,1
British Gas,INT-sv1appin07-1452943187510-209676,1,I SUBMITTED  A METER READING  ON 02 Jan 2016 Customer read XXXXXXXX TODAY  I PUT ANOTHER  ITS NOW  SAYING I HAVE  USED  NEARLY 250 &pound; IN 2 WEEKS,2,,Bill_Explanation/Usage/Estimated Bill,Billing & Payments,1
British Gas,INT-sv1appin07-1452943083092-209673,1,Concerned about high anount of my electricity bill,2,,Bill_Explanation/Usage/Estimated Bill,Billing & Payments,1
British Gas,INT-sv1appin07-1452942331039-209639,1,i have had a letter from you saying i need to pay urgent im wondering if i can pay in installments over next 3 weeks to bring bill back up to date?,2,,Ways To Make A Payment,Billing & Payments,1
British Gas,INT-sv1appin07-1452937749536-209443,1,my situation has change i now have three people living at this address and going by my last electic reading my consuption has increased but i cannot increase my direct debit online to compensate,2,,Bill_Explanation/Usage/Estimated Bill,Billing & Payments,1
British Gas,INT-sv1appin07-1452934168712-209299,1,Hello Nishreceived an e mail to say that a direct debit of over &pound;500 was to be taken from me on 28 Jan.,2,,Bill_Explanation/Usage/Estimated Bill,Billing & Payments,1
British Gas,INT-sv1appin07-1452933149796-209255,1,"Please remove the following from my acccount: 184, BROOMHILL ROAD, ABERDEEN,",2,,Change Name/Address/E-Mail Etc.,Account Management,1
British Gas,INT-sv1appin07-1452885685331-205183,1,i have moved in the property on 13.11.2015 and few dYS AGO I HAVE REGISTERED WITH YOU AND GAVE YOU THE METER READINGS BUT TODAY I RECEIVED A BILL...ESTIMATED AND NONE OF THE READINGS WERE GOOD,2,,Bill_Explanation/Usage/Estimated Bill,Billing & Payments,1
British Gas,INT-sv1appin07-1452880804346-204488,1,I have this week received my latest energy statement and after checking it I believer there is a &pound;50 D/D Electricity payment missing from it.,2,,Bill_Explanation/Usage/Estimated Bill,Billing & Payments,1
British Gas,INT-sv1appin07-1452874642264-203671,1,I was having problems to make my payment online and I finally did using your company's account,2,,Unable To Make A Payment,Billing & Payments,1
British Gas,INT-sv1appin07-1452714332529-189789,1,how  can I remove the  second  name,2,,Change Name/Address/E-Mail Etc.,Account Management,1
British Gas,INT-sv1appin07-1452706699134-188571,1,I have had to change my email due to problems .where do I submit new one,2,,Change Name/Address/E-Mail Etc.,Account Management,1
British Gas,INT-sv1appin07-1452699278740-187390,1,Hi I wonder if you could help me we have pay as go meters. We are not getting paid till end of the month and are just living of &pound;80 per week. Would it be possible to take your bill of for 2 weeks till we get paid. We just cannot afford the gas and electricity we ith the extra on top.,2,,Ways To Make A Payment,Billing & Payments,1
British Gas,INT-sv1appin07-1452698344977-187249,1,despite being assured over a year ago you would use my new email address to notify me to read my meters you still are using the old one  yet everything else comes to my new one,2,,Change Name/Address/E-Mail Etc.,Account Management,1
British Gas,INT-sv1appin07-1452696943728-187044,1,"Hi Arjun. I am trying to register an account so I can login and pay a bill.  However,  we lost the bill/letter which was sent to our address so I cannot find out the Customer Reference Number and therefore cannot create an account.",2,,Account Details,Account Management,1
British Gas,INT-sv1appin07-1452696036017-186927,1,"I have recently received a bill ref account no. XXXXXXXX, Bill No. XXXXXXXX for our first business electricity bill. I am a little confused as we have always had our electricity supplied by EDF and as far as I am aware this is still the case as we have not contacted British Gas to request them to be our new energy providers. ",2,,Bill_Explanation/Usage/Estimated Bill,Billing & Payments,1
British Gas,INT-sv1appin07-1452693681786-186639,1,"I have been notified my bills are about to increase, despite us using less Gas due to instalment of a wood burner- also I would expect prices to decrease due to drop in Gas and oil prices...",2,,Bill_Explanation/Usage/Estimated Bill,Billing & Payments,1
British Gas,INT-sv1appin07-1452692919588-186558,1,I would like to know how much my bill is,2,,Bill_Explanation/Usage/Estimated Bill,Billing & Payments,1
British Gas,INT-sv1appin07-1452692513976-186515,1,Hi. I have received a bill and not sure what its for as I have prepayment meter,2,,Bill_Explanation/Usage/Estimated Bill,Billing & Payments,1
British Gas,INT-sv1appin07-1452690320145-186310,1,im wish to now when my account will be open to pay som GAS,2,,Account Details,Account Management,1
British Gas,INT-sv1appin07-1452684943910-185978,1,"Hi! I wanted to adjust my monthly payment as I am over &pound;200 in credit, the site is recommending I adjust my Direct Debit to &pound;10, but the box saying ""New payment amount"" says the minimum is &pound;31?",2,,Unable To Make A Payment,Billing & Payments,1
British Gas,INT-sv1appin07-1452626424365-179492,1,"Hi Srinivas, I have two different properties at different addresses both are with British Gas. Is it possible to manage both these accounts online using the same email address but a different password?",2,,Account Details,Account Management,1
British Gas,INT-sv1appin07-1452617798589-177916,1,"hiya ,my name is Younaisi Ancrasamy and i live at 46 Tadema House NW8 8PN. i just had a phone call saying I owe british gas &pound;200 ann in November my husband paid I believe ( don't have the copy of the bill with me )&pound;170.",2,,Payment Status,Billing & Payments,1
British Gas,INT-sv1appin07-1452615558883-177511,1,becouse I received 2 bills - 2 customer number - the same adress,2,,Bill_Explanation/Usage/Estimated Bill,Billing & Payments,1
British Gas,INT-sv1appin07-1452611667698-176843,1,"Hi, This morning I received a letter from you informing me that my payments have changed",2,,Bill_Explanation/Usage/Estimated Bill,Billing & Payments,1
British Gas,INT-sv1appin07-1452610719637-176706,1,I have a bill i need to pay but it is to The Occupier not to my name even though we thought we registered and had our home check done,2,,Change Name/Address/E-Mail Etc.,Account Management,1
British Gas,INT-sv1appin07-1452608155111-176327,1,I have prepayment meters. how can I fimd out how much usage I use (kwh) x,2,,Bill_Explanation/Usage/Estimated Bill,Billing & Payments,1
British Gas,INT-sv1appin07-1452607986295-176303,1,I need to register an address and who is responsible for the accounts at an address.,2,,Change Name/Address/E-Mail Etc.,Account Management,1
British Gas,INT-sv1appin07-1452528091585-166229,1,my bill seems dead high 33.26 for gas I didn't even use that much as was only in property 3 weeks,2,,Bill_Explanation/Usage/Estimated Bill,Billing & Payments,1
British Gas,INT-sv1appin07-1452523204948-165417,1,"My direct debit failed on the 1st of Jan, and Ive had a letter saying that you will take the payment on the 19th of Jan...sorry 29/12/53",2,,Payment Status,Billing & Payments,1
British Gas,INT-sv1appin07-1452522694222-165339,1,so i just wondered whether i need to make a payment oday,2,,Bill_Explanation/Usage/Estimated Bill,Billing & Payments,1
British Gas,INT-sv1appin07-1452520247388-165036,1,I've been trying to view my payment history but can't seem to be succesfull,2,,Bill_Explanation/Usage/Estimated Bill,Billing & Payments,1
British Gas,INT-sv1appin07-1452518394068-164836,1,dont have customer ref number on me,2,,Account Details,Account Management,1
British Gas,INT-sv1appin07-1452515742746-164622,1,:Hello.  I need to change my email  address from rose. bailey@tiscali.co.uk to rosebailey51@outlook.com,2,,Change Name/Address/E-Mail Etc.,Account Management,1
British Gas,INT-sv1appin07-1452248377040-141662,1,:I have taken over business premises for which British Gas have been the electricity supplier. I would like to ensure our details are registered with you and find out what business deal we can have,2,,Account Details,Account Management,1
British Gas,INT-sv1appin07-1452190283129-134587,1,:I was wondering if you could confirm my MPAN number please?,2,,Account Details,Account Management,1
British Gas,INT-sv1appin07-1452162791997-131169,1,"good morning , the propery i live at my partner moved out last week and the electricity and gas are in my partners name I would like to change them to mine",2,,Change Name/Address/E-Mail Etc.,Account Management,1
British Gas,INT-sv1appin07-1452160750136-131052,1,We have moved in to a rented property on the 14th Sep 2015 - the letting agents said that they had informed everyone and we were just to wait for new utility bills to come in our name.,2,,Change Name/Address/E-Mail Etc.,Account Management,1
British Gas,INT-sv1appin07-1452013734624-113886,1,I WISH TO CHANGE MY ACCOUNT INTO MY HUSBANDS NAME AS I HAVE MOVED OUT OF THE PROPERTY,2,,Change Name/Address/E-Mail Etc.,Account Management,1
British Gas,INT-sv1appin07-1451926411125-105182,1,We keep trying to make a payment AND the system tells us your site is too busy and it keeps going down??  We don't know if payment has been made OR if we've paid twice?!   It's not letting us complete the transaction ... The wa,2,,Unable To Make A Payment,Billing & Payments,1
British Gas,INT-sv1appin07-1451920494435-104197,1,I want my wife name as be added from next bill onwards,2,,Change Name/Address/E-Mail Etc.,Account Management,1
British Gas,INT-sv1appin07-1451909312137-103260,1,i want to add my wifs name on my account. so how can i do online ?,2,,Change Name/Address/E-Mail Etc.,Account Management,1
British Gas,INT-sv1appin07-1451905567651-103176,1,"Hi, Can I change my bills into my daughters name, there will be no change to payments just want the account to be in her name from now on",2,,Change Name/Address/E-Mail Etc.,Account Management,1
British Gas,INT-sv1appin07-1450952647403-53037,1,I will be changing my e:mail address soon do I just put in new address when I log in next time .,2,,Change Name/Address/E-Mail Etc.,Account Management,1
British Gas,INT-sv1appin07-1450868178868-46922,1,"Hi Jennifer.  I keep getting emails saying that my annual service is due, but we had our boiler serviced in May.  I think the reason why is that we have a homecare agreement now.  How can I update our contract?  thanks Lorraine",2,,Change Name/Address/E-Mail Etc.,Account Management,1
British Gas,INT-sv1appin06-1453232713591-237056,1,I have am inquiry about my bill,2,,Bill_Explanation/Usage/Estimated Bill,Billing & Payments,1
British Gas,INT-sv1appin06-1453232657721-237045,1,I am trying to create an account but it keeps saying it doesn't recognise me when I try to register. I don't know my account number unfortunately,2,,Account Details,Account Management,1
British Gas,INT-sv1appin06-1453231009238-236793,1,"I have just read that my direct debit for electricity is going up from &pound;33 &pound;40 when I am &pound;144 in credit, why, as ir is the middle of winter, when I am that much in credit is my bill going up?",2,,Bill_Explanation/Usage/Estimated Bill,Billing & Payments,1
British Gas,INT-sv1appin06-1453229878232-236620,1,"Hi there, I'm trying to register my email address for an online account and it says there is a problem. ",2,,Change Name/Address/E-Mail Etc.,Account Management,1
British Gas,INT-sv1appin06-1453228185498-236367,1,"Hi, i viewed my online bill and my wife's surname is spelt incorrectly",2,,Change Name/Address/E-Mail Etc.,Account Management,1
British Gas,INT-sv1appin06-1453224643301-235827,1,My payments for electricity are being reduce from &pound;53 in January to about &pound;23. This does not make sense and my gas payment are increasing hugely! Can you explain why?,2,,Bill_Explanation/Usage/Estimated Bill,Billing & Payments,1
British Gas,INT-sv1appin06-1453222964122-235579,1,on my account it states that some of the info is not available and I can,2,,Account Details,Account Management,1
British Gas,INT-sv1appin06-1453220739305-235213,1,"dear sir I have tried to see my account online, I have gone my e mail addes &amp; my pass word moor the n ones",2,,Account Details,Account Management,1
British Gas,INT-sv1appin06-1453215332716-234396,1,"hi, My daughter moved out from me and i need to update my details",2,,Change Name/Address/E-Mail Etc.,Account Management,1
British Gas,INT-sv1appin06-1453214900440-234329,1,I would like to learn How much cost If I pay monthly,2,,Ways To Make A Payment,Billing & Payments,1
British Gas,INT-sv1appin06-1453214838981-234319,1,HI. IF I CHANGE TO FIXED PRICE JULY 2018 AND PAY BY CASH WHAT WILL THE UNIT PRICE BE PLEASE I CURENTLY PAY BY THIS METHOD,2,,Ways To Make A Payment,Billing & Payments,1
British Gas,INT-sv1appin06-1453212602478-234013,1,"i Arjun, my name is Manmohan.. i'm trying to call the customer care for last half an hour but no success.. i recently closed my account and want to know my final bill",2,,Bill_Explanation/Usage/Estimated Bill,Billing & Payments,1
British Gas,INT-sv1appin06-1453205517587-233359,1,i I've been chasing and chasing for my updated Bill that Lesley in the payables team was meant to sort for me. I was meant to get a call yesterday and it never happened. can you confirm whether my bill has been updaed ?,2,,Bill_Explanation/Usage/Estimated Bill,Billing & Payments,1
British Gas,INT-sv1appin06-1453205416477-233352,1,"hello , i would like to change my monthly direct debit.  I am currently paying 118 pounds and i have a credit of 362.  Can i change to this February to 0 payment?",2,,Ways To Make A Payment,Billing & Payments,1
British Gas,INT-sv1appin06-1453199282658-232904,1,I have just moved into a property which has key meters I need to change them into my name,2,,Change Name/Address/E-Mail Etc.,Account Management,1
British Gas,INT-sv1appin06-1453197274448-232765,1,i am registered with online account but my email address is no longer valid as I used my old work email when I set up online registration. how do i change to my current email address?,2,,Change Name/Address/E-Mail Etc.,Account Management,1
British Gas,INT-sv1appin06-1453197036271-232751,1,i just want to know how much my bill is for my gas,2,,Bill_Explanation/Usage/Estimated Bill,Billing & Payments,1
British Gas,INT-sv1appin06-1453192938200-232501,1,I've always paid my bills and one month ago I receive a bill of almost 900 P...,2,,Bill_Explanation/Usage/Estimated Bill,Billing & Payments,1
British Gas,INT-sv1appin06-1453191452425-232407,1,With the gas safety and certificate check it says i can only pay by direct debit,2,,Ways To Make A Payment,Billing & Payments,1
British Gas,INT-sv1appin06-1453146551110-227671,1,My husband John Bennetts pays for the gas and electric bills but does not  use the computer much I willpiut my name for our account - we both live in the same house together,2,,Change Name/Address/E-Mail Etc.,Account Management,1
British Gas,INT-sv1appin06-1453146163196-227612,1,Can I change the name on my account from Ian Biggins to Neil O'Malley,2,,Change Name/Address/E-Mail Etc.,Account Management,1
British Gas,INT-sv1appin06-1453145496208-227519,1,how do we set up payment for our new smart meters??????,2,,Ways To Make A Payment,Billing & Payments,1
British Gas,INT-sv1appin06-1453142230592-227026,1,"When I try to view a bill or usage, I get blank screens",2,,Bill_Explanation/Usage/Estimated Bill,Billing & Payments,1
British Gas,INT-sv1appin06-1453134134496-225882,1,"Hi, I'm just looking at your HomeCare 1 package which me and my husband are thinking about taking out.  However, you only offer monthly direct debit or annual direct debit as a payment option. Can we not make a one off payment by debit or credit card?",2,,Ways To Make A Payment,Billing & Payments,1
British Gas,INT-sv1appin06-1453132844835-225703,1,I have a concern about my prepayment meter bill,2,,Bill_Explanation/Usage/Estimated Bill,Billing & Payments,1
British Gas,INT-sv1appin06-1453130445994-225380,1,I need to pay a bill thats in my partners name,2,,Ways To Make A Payment,Billing & Payments,1
British Gas,INT-sv1appin06-1453109568984-223740,1,"Hi, I received an email requesting to enter my meter readings online but I can't log in",2,,Change/Request Password/Username/Account,Account Management,1
British Gas,INT-sv1appin06-1453108913268-223698,1,2 things please .. 1. why cannot i still view my direct debit on the site and 2 whay have i have a bill for 1 months usage ?,2,,Bill_Explanation/Usage/Estimated Bill,Billing & Payments,1
British Gas,INT-sv1appin06-1453107365388-223609,1,"from a security point of view, who at british gas can see our usage?",2,,Bill_Explanation/Usage/Estimated Bill,Billing & Payments,1
British Gas,INT-sv1appin06-1453059760775-218778,1,I have received a british gas bill but I'm registered with sainsburys,2,,Bill_Explanation/Usage/Estimated Bill,Billing & Payments,1
British Gas,INT-sv1appin06-1453059151368-218710,1,Hello. I need to switch the power at my house into my name,2,,Change Name/Address/E-Mail Etc.,Account Management,1
British Gas,INT-sv1appin06-1453057966945-218579,1,how do I change my email address,2,,Change Name/Address/E-Mail Etc.,Account Management,1
British Gas,INT-sv1appin06-1453053186236-218060,1,hi i signed up for boiler cover during the week but the email address autofilled and its an email address i dont use anymore.,2,,Change Name/Address/E-Mail Etc.,Account Management,1
British Gas,INT-sv1appin06-1453050293151-217756,1,I cant remember my password,2,,Change/Request Password/Username/Account,Account Management,1
British Gas,INT-sv1appin06-1453044290062-217175,1,I failed to login my account,2,,Change/Request Password/Username/Account,Account Management,1
British Gas,INT-sv1appin06-1453042195874-217018,1,Hi I am trying to book an engineer to repair my boiler and i cannot access my account to do so can I book through you,2,,Change/Request Password/Username/Account,Account Management,1
British Gas,INT-sv1appin06-1453040128115-216865,1,"Hi there, I'm trying to book an annual service and I cant remember my password and my email address has chaged",2,,Change/Request Password/Username/Account,Account Management,1
British Gas,INT-sv1appin06-1453039522010-216824,1,Just this very second spoke to Khatib (?) re not being able to send meter readings as my password is not recognised. have been customer for yrs!! STILL won't let me in!!!!!!,2,,Change/Request Password/Username/Account,Account Management,1
British Gas,INT-sv1appin06-1453038939919-216788,1,"nd time of asking!!! I changed my email address, so wasn't recognised as a customer to give meter reading. You gave me my gas customer number &amp; told me to re-register, which I did. It still doesn't recognise me, so haven't been able to give meter readings for months. Pls clear this mess, &amp; advise my cust. no., thanku!!!",2,,Change Name/Address/E-Mail Etc.,Account Management,1
British Gas,INT-sv1appin06-1453034770732-216539,1,i am having trouble logging in today with my e mail and password,2,,Change/Request Password/Username/Account,Account Management,1
British Gas,INT-sv1appin06-1453031722110-216406,1,"Hi, my customer reference number is not being recognised by your system",2,,Account Details,Account Management,1
British Gas,INT-sv1appin06-1453031191667-216382,1,"Hi Vasim, I had a new boiler installed on 03/12/15. I was advised I will have a year free Homeserve from December. However, direct debit payments continue to be deducted. please clarify.",2,,Bill_Explanation/Usage/Estimated Bill,Billing & Payments,1
British Gas,INT-sv1appin06-1453030789158-216365,1,I've forgotten my password,2,,Change/Request Password/Username/Account,Account Management,1
British Gas,INT-sv1appin06-1453030509512-216350,1,trying to find amount og gas used in this latest bill,2,,Bill_Explanation/Usage/Estimated Bill,Billing & Payments,1
British Gas,INT-sv1appin06-1452965650774-211589,1,"I recently added my name to my grandfathers account as he passed away and I am his executor.  When I registered for the online account yesterday I did not notice that you have my old address 36 Keightley Drive as the bill address.  I wish to change this, but cannot seem to do it online.",2,,Change Name/Address/E-Mail Etc.,Account Management,1
British Gas,INT-sv1appin06-1452963047663-211292,1,"I have just received an e mail increasing my electric direct debit from &pound;31 to &pound;37, how can this be done when I am in credit by &pound;34",2,,Bill_Explanation/Usage/Estimated Bill,Billing & Payments,1
British Gas,INT-sv1appin06-1452958363031-210766,1,I need to change the name to mine and pay everything from October onward,2,,Change Name/Address/E-Mail Etc.,Account Management,1
British Gas,INT-sv1appin06-1452957808421-210713,1,hi i cannot remember my password and i have had 4 emails from you but i still cannot get it and i wish to pay my bill please help,2,,Change/Request Password/Username/Account,Account Management,1
British Gas,INT-sv1appin06-1452957458183-210678,1,I keep receiving my pass reset 40-50 mins after my request,2,,Change/Request Password/Username/Account,Account Management,1
British Gas,INT-sv1appin06-1452955312163-210466,1,"Hi there, I keep trying to reset my password but when i do it says i'm locked out...",2,,Change/Request Password/Username/Account,Account Management,1
British Gas,INT-sv1appin06-1452953545133-210303,1,I want to changte my email pleaser,2,,Change Name/Address/E-Mail Etc.,Account Management,1
British Gas,INT-sv1appin06-1452950637139-210083,1,i forgot the pwd and just reset it for my online acocunt but now the site sais that i'm been locked out and need to call Customer Service,2,,Change/Request Password/Username/Account,Account Management,1
British Gas,INT-sv1appin06-1452949751164-210016,1,hi can you please check account has set up for gary gubby 12 balne avenue  he is having difficulty logging into his account,2,,Change/Request Password/Username/Account,Account Management,1
British Gas,INT-sv1appin06-1452949149686-209975,1,"hi we missed the meter reading this morning but the card says I can do it online? I come to register but when I put in the details of my post code as I don't know my ref number or homecare number it states sorry we need you to look at the following areas , but everything is entered correctly",2,,Setup Online Account,Account Management,1
British Gas,INT-sv1appin06-1452948622721-209949,1,Can i register my address with you here? i have had a bill but have not given my meter readings yet,2,,Setup Online Account,Account Management,1
British Gas,INT-sv1appin06-1452948016032-209919,1,I'm trying to create an online account and linking it with the customer reference number we receive when we moved into our rental property: 8510 0480 0594. however i receive an error saying there is no account based on the reference number. Is it possible for you to check that on the back end?,2,,Setup Online Account,Account Management,1
British Gas,INT-sv1appin06-1452946852647-209864,1,My online account has been locked.....why??,2,,Change/Request Password/Username/Account,Account Management,1
British Gas,INT-sv1appin06-1452946275435-209837,1,Hi Smit. Just have a query with regards to our gas bill.,2,,Bill_Explanation/Usage/Estimated Bill,Billing & Payments,1
British Gas,INT-sv1appin06-1452942981302-209684,1,"Hiya Alvin, I'm trying to log onto my account but just get ""Sorry, there has been a problem",2,,Change/Request Password/Username/Account,Account Management,1
British Gas,INT-sv1appin06-1452940627646-209576,1,cannot get account email address and password are correct,2,,Change/Request Password/Username/Account,Account Management,1
British Gas,INT-sv1appin06-1452940073384-209558,1,I have been advised my gas monthly payment is increasing to 137.05 from 48 ponds. I was only 60 pounds in debit this is a huge increase,2,,Bill_Explanation/Usage/Estimated Bill,Billing & Payments,1
British Gas,INT-sv1appin06-1452939879335-209548,1,"I am struggling to register on line . I have entered my email, name  and customer account number 850054474234 but it keeps saying I have something wrong ?",2,,Setup Online Account,Account Management,1
British Gas,INT-sv1appin06-1452935260496-209361,1,Good morning. i have just received my bill and it says you want to put the direct debit down a bit lower. Can you please leave it a &pound;65 a month. I can't change it online as a red triangle keeps coming up.,2,,Unable To Make A Payment,Billing & Payments,1
British Gas,INT-sv1appin06-1452886478491-205314,1,can I get monthly  how much my consumption and the bill?,2,,Bill_Explanation/Usage/Estimated Bill,Billing & Payments,1
British Gas,INT-sv1appin06-1452884724030-205064,1,hi ruth please can you find out why i can not change my monthly gas payments? i pay 15.00 a month and with the colder weather heare i want to increase monthly payments to 20.00 a month as i am ill/disabled. but the site wont let me,2,,Unable To Make A Payment,Billing & Payments,1
British Gas,INT-sv1appin06-1452883157908-204838,1," I'm trying to register to online account just to pay the bill, but something goes wrong",2,,Setup Online Account,Account Management,1
British Gas,INT-sv1appin06-1452882174748-204697,1,"hello ruth I had to shut off from the previous chat, i was trying to set up an account online but it didnt recognise me, details to follow",2,,Setup Online Account,Account Management,1
British Gas,INT-sv1appin06-1452879621094-204338,1,I am trying to create an account to top up and its no good,2,,Setup Online Account,Account Management,1
British Gas,INT-sv1appin06-1452876160255-203887,1,I am trying to sign up so I can track my engineer online but it wont accept my new email address as I can get into my old one,2,,Setup Online Account,Account Management,1
British Gas,INT-sv1appin06-1452875284669-203768,1,Yes how do I change my password?,2,,Change/Request Password/Username/Account,Account Management,1
British Gas,INT-sv1appin06-1452874880359-203719,1,well im having troubles registering,2,,Setup Online Account,Account Management,1
British Gas,INT-sv1appin06-1452865260763-202664,1,When setting up an gas account with yourself I did state I would pay by cash or cheque can I also make payment by credit card,2,,Ways To Make A Payment,Billing & Payments,1
British Gas,INT-sv1appin06-1452852850352-201938,1,I am trying to log in to my account but it seems to be locked,2,,Change/Request Password/Username/Account,Account Management,1
British Gas,INT-sv1appin06-1452712634026-189530,1,"Hi, I had created an online account and since then I have changed customer reference numbers due to closing one account and opening a new one however I am unable to find where I can put the new reference number and was wondering if you could please tell me where to put it",2,,Setup Online Account,Account Management,1
British Gas,INT-sv1appin06-1452712076203-189433,1,I have contacted you to register but you cant find my account,2,,Setup Online Account,Account Management,1
British Gas,INT-sv1appin06-1452711550527-189351,1,"I am trying to log in. I am using the password I have used for at least 3 years and you don't like it. I am trying to reset my password, I do everyithing you ask but it doesn't make sense. I am at my wits end",2,,Change/Request Password/Username/Account,Account Management,1
British Gas,INT-sv1appin06-1452711173889-189291,1,do not know my customer refeence number to creat an account,2,,Setup Online Account,Account Management,1
British Gas,INT-sv1appin06-1452709704914-189050,1,I would like the name on our account changed to Mr &amp; Mrs Baxter and not just Barry Baxter,2,,Change Name/Address/E-Mail Etc.,Account Management,1
British Gas,INT-sv1appin06-1452708604049-188882,1,Hi Sai I have been asked to contact you re changes to my homecare agreement number 910004560923,2,,Setup Online Account,Account Management,1
British Gas,INT-sv1appin06-1452706703217-188590,1,I always book my annual service for my boiler  in february each year the last service was done February 2015 I have gone onto my online account and it saysits is not due until sept  2016 this is wrong please amend so I can book my annual service in february,2,,Setup Online Account,Account Management,1
British Gas,INT-sv1appin06-1452706701647-188589,1,I cannot log into my account to check if it's time for a meter reading.,2,,Change/Request Password/Username/Account,Account Management,1
British Gas,INT-sv1appin06-1452705467716-188397,1,"I recently moved into this property and have received what I think is a final bill from British Gas, can you confirm?",2,,Bill_Explanation/Usage/Estimated Bill,Billing & Payments,1
British Gas,INT-sv1appin06-1452705242291-188359,1,iv jut changed my password twice and it will not let me in,2,,Change/Request Password/Username/Account,Account Management,1
British Gas,INT-sv1appin06-1452703981725-188167,1,when my last bill was presented (October) I had failed to read my meters because no reminder was received and I received estimated bills. I queried why no reminder had been sent (enquiry XXXXXXXX) and was assured that in future I would be reminded. Luckily I remembered this time for jan bill but have still not received any reminder. confused !!,2,,Bill_Explanation/Usage/Estimated Bill,Billing & Payments,1
British Gas,INT-sv1appin06-1452703815602-188140,1,I have recently moved and have been contacted by British Gas despite setting up an account with a different supplier.,2,,Setup Online Account,Account Management,1
British Gas,INT-sv1appin06-1452702850533-187978,1,"Hi there, I can't create password",2,,Change/Request Password/Username/Account,Account Management,1
British Gas,INT-sv1appin06-1452695364313-186857,1,will having a smart meter add extra cost to my electricity bills?,2,,Bill_Explanation/Usage/Estimated Bill,Billing & Payments,1
British Gas,INT-sv1appin06-1452694099464-186704,1,i need to setup a account...,2,,Setup Online Account,Account Management,1
British Gas,INT-sv1appin06-1452693826970-186673,1,I made a payment for gas twice first 85.79 and 55.68. I did that first time and I didn't change account for electricity. 55.68 should be on elekticity,2,,Ways To Make A Payment,Billing & Payments,1
British Gas,INT-sv1appin06-1452693615690-186645,1,britishgas.co.uk won't recognize my e-Mail Id.    pm.lynch@hotmail.com,2,,Change Name/Address/E-Mail Etc.,Account Management,1
British Gas,INT-sv1appin06-1452692604728-186540,1,"Hi. I'm trying to register for an online account but after entering my details and clicking the find accounts the ""find accounts"" button the web site seems to freeze - any ideas? Thanks",2,,Setup Online Account,Account Management,1
British Gas,INT-sv1appin06-1452691075155-186394,1,"I would like to check when my next payment will be going out as it was due to go out in December but didn't go out until 6th Jan ,Can you confirm when the next payment is going out",2,,Ways To Make A Payment,Billing & Payments,1
British Gas,INT-sv1appin06-1452690939294-186380,1,I have changed my e-mail address to inkyprint21k@sky.com and cannot log in to send my readings,2,,Change/Request Password/Username/Account,Account Management,1
British Gas,INT-sv1appin06-1452688780472-186216,1,Hello. Will your web site allow me to add my mothers account to my log in details. So I can managers hers as well as mine online.?,2,,Account Details,Account Management,1
British Gas,INT-sv1appin06-1452686884492-186101,1,Can I ask my Gas and Electricity Use is not working on my direct debit part on my account,2,,Unable To Make A Payment,Billing & Payments,1
British Gas,INT-sv1appin06-1452686584207-186080,1,I have just updated my laptop to windows 10 and cannot log in to my account with my existing email add. / password HELP,2,,Change/Request Password/Username/Account,Account Management,1
British Gas,INT-sv1appin06-1452685490500-186025,1,"I have changed my email address from Hotmail to geoff.smith100@yahoo.co.uk, and I cannot access my  account to update this info.",2,,Change Name/Address/E-Mail Etc.,Account Management,1
British Gas,INT-sv1appin06-1452683694943-185925,1,I have forgotten my password. I sent an email as requested but the reply was not sufficient to guide me.,2,,Change/Request Password/Username/Account,Account Management,1
British Gas,INT-sv1appin06-1452628140509-179823,1,"hi, trying to log in to my account, but had to reset my password.  Now the screen says my account can't be located.",2,,Change/Request Password/Username/Account,Account Management,1
British Gas,INT-sv1appin06-1452626725857-179560,1,im trying to create my account online but not having much luck,2,,Setup Online Account,Account Management,1
British Gas,INT-sv1appin06-1452626349159-179495,1,"Hello, we have adjusted our monthly payment and the website suggested that we could apply for the credit that will be due at the end of the plan once the payment has been adjusted but I cant see where to apply for this.",2,,Unable To Make A Payment,Billing & Payments,1
British Gas,INT-sv1appin06-1452623087836-178884,1,hi can you find cs reference number,2,,Account Details,Account Management,1
British Gas,INT-sv1appin06-1452620973161-178501,1,just taken out home boiler cover  on policy 9100010011063. but old email regisred at address so cant set up new online account old email was david200468@aol.co.uk.. new email is howlett713@btinternet.com,2,,Change Name/Address/E-Mail Etc.,Account Management,1
British Gas,INT-sv1appin06-1452618774614-178100,1,Why will you not accept my password I want to give you my readings,2,,Change/Request Password/Username/Account,Account Management,1
