,0,1
7477,download upload,8.16312682549
7478,download upload giga,10.303192989
7479,download upload speeds,9.0504300205
7480,download use,9.89772788088
7481,download use internet,9.89772788088
7482,download voice,10.303192989
7483,download voice zone,10.303192989
7484,downloaded ts,10.303192989
7485,downloaded ts particular,10.303192989
7486,downstairs connection,10.303192989
7487,downstairs connection week,10.303192989
7488,downtime,9.89772788088
7489,downtime hours,9.89772788088
7490,downtime hours hours,9.89772788088
7491,downtime yesterday,9.89772788088
7492,downtime yesterday received,9.89772788088
7493,dpq3212,10.303192989
7494,dpq3212 modem,10.303192989
7495,dpq3212 modem want,10.303192989
7496,dr tullamarine,9.89772788088
7497,dr tullamarine 25101986,9.89772788088
7498,dragged,9.89772788088
7499,dragged away,9.89772788088
7500,dragged away chat,9.89772788088
7501,drawer,10.303192989
7502,drawer built,10.303192989
7503,drawer built cabinet,10.303192989
7504,drawer havent,10.303192989
7505,drawer havent bothered,10.303192989
7506,drive 0397742880,10.303192989
7507,drive 0397742880 optus,10.303192989
7508,drive coombabah,9.89772788088
7509,drive coombabah 4216,9.89772788088
7510,drive gosford,9.89772788088
7511,drive gosford nsw,9.89772788088
7512,drive upper,9.89772788088
7513,drive upper coomera,9.89772788088
7514,driver,9.20458070032
7515,drop insurance,10.303192989
7516,drop insurance phones,10.303192989
7517,dropped,6.80668542752
7518,dropped chat,10.303192989
7519,dropped chat donald,10.303192989
7520,dropped insurance,10.303192989
7521,dropped insurance att,10.303192989
7522,dropped iphone toilet,10.303192989
7523,dropped line,10.303192989
7524,dropped line plan,10.303192989
7525,dropped phone,8.22375144731
7526,dropped phone cracked,10.303192989
7527,dropped phone display,10.303192989
7528,dropped phone screen,10.303192989
7529,dropped phone toilet,9.61004580843
7530,dropped phones,10.303192989
7531,dropped phones service,10.303192989
7532,dropped speed,9.89772788088
7533,dropped speed check,9.89772788088
7534,dropping outhow,9.89772788088
7535,dropping outhow fix,9.89772788088
7536,dropping tell,9.89772788088
7537,dropping tell download,9.89772788088
7538,drops offline,10.303192989
7539,drops offline times,10.303192989
7540,drpooing,10.303192989
7541,drpooing outcannot,10.303192989
7542,drpooing outcannot watch,10.303192989
7543,dsl,7.30746071544
7544,dsl connection,9.20458070032
7545,dsl connection usually,9.89772788088
7546,dsl service,8.79911559221
7547,dsl service 158,9.89772788088
7548,dsl service connected,9.61004580843
7549,dsl user,9.89772788088
7550,dsl user optus,9.89772788088
7551,dubbo,9.89772788088
7552,dubbo nsw,9.89772788088
7553,dubbo nsw 2830,9.89772788088
7554,duplicates,10.303192989
7555,duplicates just,10.303192989
7556,duplicates just created,10.303192989
7557,duplicates really,10.303192989
7558,duplicates really want,10.303192989
7559,dutshel,10.303192989
7560,dutshel wte,10.303192989
7561,dutshel wte xxx,10.303192989
7562,dvr,6.14430990563
7563,e3131,8.69375507656
7564,e3210,9.61004580843
7565,e3210 want,9.89772788088
7566,e3210 want set,9.89772788088
7567,e5331 3g,9.89772788088
7568,e5331 3g mini,9.89772788088
7569,e5331 broadband,10.303192989
7570,e5331 broadband modern,10.303192989
7571,e5331 mini,9.89772788088
7572,e5331 mini wifi,9.89772788088
7573,e5776,8.79911559221
7574,e5776 modem,10.303192989
7575,e5776 modem use,10.303192989
7576,ea,10.303192989
7577,ea 15,10.303192989
7578,ea 15 military,10.303192989
7579,earlier,6.57749956175
7580,earlier dicussion,10.303192989
7581,earlier dicussion ts,10.303192989
7582,earlier ipad,10.303192989
7583,earlier ipad delivery,10.303192989
7584,earlier order,10.303192989
7585,earlier order said,10.303192989
7586,earlier said gonna,10.303192989
7587,earlier span,9.89772788088
7588,earlier span coming,9.89772788088
7589,earlier supposed,10.303192989
7590,earlier supposed sp,10.303192989
7591,earlier today ive,10.303192989
7592,earlier today placed,9.89772788088
7593,earlier today talking,10.303192989
7594,earlier version,10.303192989
7595,earliest,8.79911559221
7596,earliest appt,10.303192989
7597,earliest appt come,10.303192989
7598,earliest date,9.89772788088
7599,earliest date install,9.89772788088
7600,earliest opportunity,9.89772788088
7601,earliest opportunity early,9.89772788088
7602,early,5.86644145463
7603,early april,9.89772788088
7604,early april took,9.89772788088
7605,early contract,9.89772788088
7606,early contract files,10.303192989
7607,early exit fee,9.89772788088
7608,early upgrade,6.67885205601
7609,early upgrade reponse,9.89772788088
7610,early wch,9.89772788088
7611,early wch accepted,9.89772788088
7612,easier read,10.303192989
7613,easier read considering,10.303192989
7614,easier speak,9.89772788088
7615,easier speak phone,9.89772788088
7616,easy turn,10.303192989
7617,easy turn want,10.303192989
7618,ebay,8.69375507656
7619,ebay says,9.89772788088
7620,ebay says unlocked,9.89772788088
7621,echeduled,10.303192989
7622,echeduled new,10.303192989
7623,echeduled new service,10.303192989
7624,economical,10.303192989
7625,economical text,10.303192989
7626,economical text service,10.303192989
7627,edge,9.38690225712
7628,edge 128,10.303192989
7629,edge 128 gb,10.303192989
7630,edge nigh,10.303192989
7631,edge nigh keeps,10.303192989
7632,edge possibly,10.303192989
7633,edge possibly year,10.303192989
7634,edison,10.303192989
7635,edison trying,10.303192989
7636,edison trying connect,10.303192989
7637,edition,9.89772788088
7638,edward street,10.303192989
7639,edward street osborne,10.303192989
7640,edwards melbourne,10.303192989
7641,edwards melbourne avenue,10.303192989
7642,effect april,10.303192989
7643,effect april need,10.303192989
7644,effect immediately,10.303192989
7645,effect immediately getting,10.303192989
7646,effective 820,10.303192989
7647,effective 820 gives,10.303192989
7648,effectively,9.38690225712
7649,effectively told,9.89772788088
7650,effectively told bad,9.89772788088
7651,eftpos unfortunately,10.303192989
7652,eftpos unfortunately havent,10.303192989
7653,ehave,9.89772788088
7654,ehave home,9.89772788088
7655,ehave home broadband,9.89772788088
7656,eht,10.303192989
7657,eht earliest,10.303192989
7658,eht earliest appt,10.303192989
7659,eileen,9.89772788088
7660,eileen barron,9.89772788088
7661,eileen barron gary,9.89772788088
7662,eldy,9.89772788088
7663,eldy neighbours,9.89772788088
7664,eldy neighbours asked,9.89772788088
7665,electrical,9.89772788088
7666,electrical service,10.303192989
7667,electrical service house,10.303192989
7668,electricians,10.303192989
7669,electricians disconnected,10.303192989
7670,electricians disconnected cable,10.303192989
7671,eligibility criteria,10.303192989
7672,eligibility criteria apply,10.303192989
7673,eligibility yes,10.303192989
7674,eligibility yes hear,10.303192989
7675,eligible,6.22565554509
7676,eligible 94,9.89772788088
7677,eligible day,9.89772788088
7678,eligible day delivery,9.89772788088
7679,eligible discount,8.69375507656
7680,eligible discount iphone,10.303192989
7681,eligible dont,10.303192989
7682,eligible dont want,10.303192989
7683,eligible purchasing,10.303192989
7684,eligible purchasing phone,10.303192989
7685,eligible upgrade,7.62904433956
7686,ellen,9.61004580843
7687,elliott,9.89772788088
7688,elliott daniel,9.89772788088
7689,elliott daniel telfer,9.89772788088
7690,elses phone,10.303192989
7691,elses phone card,10.303192989
7692,elstone,10.303192989
7693,elstone dob,10.303192989
7694,elstone dob 5374,10.303192989
7695,email,4.48608182903
7696,email account,6.76223366495
7697,email account 2032014,9.89772788088
7698,email account delivered,9.89772788088
7699,email account details,10.303192989
7700,email address,6.10599104133
7701,email address change,9.61004580843
7702,email address hadnt,9.89772788088
7703,email address recognized,10.303192989
7704,email asking,9.89772788088
7705,email asking wanted,9.89772788088
7706,email confirmation,8.79911559221
7707,email confirmation 10,10.303192989
7708,email confirmation makes,10.303192989
7709,email confirmation wanted,9.89772788088
7710,email confirming,9.61004580843
7711,email confirming order,9.89772788088
7712,email did arrive,9.89772788088
7713,email different,10.303192989
7714,email different computer,10.303192989
7715,email dont phone,10.303192989
7716,email got,9.38690225712
7717,email got return,9.61004580843
7718,email internet,9.89772788088
7719,email internet connection,9.89772788088
7720,email optus problem,10.303192989
7721,email orders,9.89772788088
7722,email owner,10.303192989
7723,email owner phone,10.303192989
7724,email previous sim,10.303192989
7725,email regarding,9.89772788088
7726,email regarding service,10.303192989
7727,email saying current,10.303192989
7728,email saying need,9.61004580843
7729,email saying needs,10.303192989
7730,email sp,10.303192989
7731,email sp later,10.303192989
7732,email try,10.303192989
7733,email try fix,10.303192989
7734,email using pop,9.89772788088
7735,email wch,9.38690225712
7736,email wch offer,9.89772788088
7737,email weekend advise,9.89772788088
7738,email xxxxxx,10.303192989
7739,email xxxxxx xxxxxx,10.303192989
7740,emailed need,9.61004580843
7741,emailed need account,9.61004580843
7742,emails,6.62689231708
7743,emails bills,10.303192989
7744,emails bills hard,10.303192989
7745,emails update,10.303192989
7746,emails update password,10.303192989
7747,emergency unable,10.303192989
7748,emergency unable lock,10.303192989
7749,emily kate,10.303192989
7750,emily kate downie,10.303192989
7751,emma just,9.61004580843
7752,emma just curious,9.89772788088
7753,emo,9.61004580843
7754,emo discounts,10.303192989
7755,emo discounts employee,10.303192989
7756,emo line,10.303192989
7757,employee,7.49983260808
7758,employee best,10.303192989
7759,employee best way,10.303192989
7760,employee discount,8.91689862787
7761,enable inbound,9.89772788088
7762,enable inbound caller,9.89772788088
7763,enalbe,9.89772788088
7764,enalbe calls,9.89772788088
7765,enalbe calls mobiles,9.89772788088
7766,encounter,9.61004580843
7767,encounter upload,9.89772788088
7768,encounter upload problem,9.89772788088
7769,end,5.86644145463
7770,end click,10.303192989
7771,end click wont,10.303192989
7772,end date,8.91689862787
7773,end date 918,10.303192989
7774,end date ipad,9.89772788088
7775,end day,9.89772788088
7776,end day just,9.89772788088
7777,end idea,9.89772788088
7778,end idea upgrade,9.89772788088
7779,end rang,9.89772788088
7780,end rang optus,9.89772788088
7781,end said,9.89772788088
7782,end said problem,9.89772788088
7783,end technician,9.89772788088
7784,end technician fix,9.89772788088
7785,end ts,8.79911559221
7786,end urgent,9.89772788088
7787,end urgent asap,9.89772788088
7788,end wont,10.303192989
7789,end wont allow,10.303192989
7790,endeavour,9.89772788088
7791,endeavour lls,9.89772788088
7792,endeavour lls victoria,9.89772788088
7793,ended,7.28276810285
7794,ended contract,10.303192989
7795,ended contract guys,10.303192989
7796,ended conversation,9.61004580843
7797,ended conversation answering,10.303192989
7798,ended conversation phoned,9.89772788088
7799,ended waiting,10.303192989
7800,ended waiting international,10.303192989
7801,ending,7.70050330355
7802,ending 0091,10.303192989
7803,ending 0091 rarely,10.303192989
7804,ending 9990,10.303192989
7805,ending 9990 told,10.303192989
7806,ending options,9.89772788088
7807,ending says,9.89772788088
7808,ending says early,9.89772788088
7809,ending story,9.89772788088
7810,ends,6.5419928733
7811,ends 2015,9.61004580843
7812,ends 2015 started,9.89772788088
7813,ends 2015 wanted,10.303192989
7814,ends look,9.89772788088
7815,ends look changing,9.89772788088
7816,enetr,10.303192989
7817,enetr new,10.303192989
7818,enetr new exp,10.303192989
7819,enforcement,10.303192989
7820,enforcement team,10.303192989
7821,enforcement team lost,10.303192989
7822,engineer,9.89772788088
7823,engineer physically,9.89772788088
7824,engineer physically come,9.89772788088
7825,england moment,10.303192989
7826,england moment wifes,10.303192989
7827,enquire adding,9.89772788088
7828,enquire adding naked,9.89772788088
7829,enquire cable,9.89772788088
7830,enquire cable broardabnd,9.89772788088
7831,enquired ts,9.89772788088
7832,enquired ts week,9.89772788088
7833,enquiries abiut,10.303192989
7834,enquiries abiut ny,10.303192989
7835,enquiring fetch tv,10.303192989
7836,enquiring home internet,9.89772788088
7837,enquiring package,10.303192989
7838,enquiring package wch,10.303192989
7839,enquiring payment,10.303192989
7840,enquiring payment today,10.303192989
7841,enquiring warranty,10.303192989
7842,enquiring warranty want,10.303192989
7843,enquiry,7.30746071544
7844,ensure im,10.303192989
7845,ensure im placing,10.303192989
7846,ensured 10,9.89772788088
7847,ensured 10 business,9.89772788088
7848,enter,6.95328890172
7849,enter cc,10.303192989
7850,enter cc number,10.303192989
7851,enter phone,10.303192989
7852,enter phone number,10.303192989
7853,enter sim,9.89772788088
7854,enter wrong,9.89772788088
7855,entered imei,10.303192989
7856,entered imei number,10.303192989
7857,entering finincail,10.303192989
7858,entering finincail informtion,10.303192989
7859,entertaiment bundle,9.38690225712
7860,entertainer package does,10.303192989
7861,entertainment,5.67333019041
7862,entertainment bundle,6.13652776519
7863,entertainment bundle 115,9.20458070032
7864,entertainment bundle address,8.91689862787
7865,entertainment bundle march,10.303192989
7866,entertainment bundle month,9.61004580843
7867,entertainment bundle online,10.303192989
7868,entertainment bundle pack,9.89772788088
7869,entertainment bundle signed,9.89772788088
7870,entertainment bundle week,10.303192989
7871,entertainment bundles,8.91689862787
7872,entertainment bundles eligibility,10.303192989
7873,entertainment cable,9.89772788088
7874,entertainment cable install,9.89772788088
7875,entertainment channels fetch,10.303192989
7876,entertainment pack,8.22375144731
7877,entertainment pack fetch,10.303192989
7878,entertainment pack include,10.303192989
7879,entertainment pack limited,10.303192989
7880,entertainment pack online,10.303192989
7881,entertainment pack unlimited,10.303192989
7882,entertainment package,7.90529771619
7883,entertainment package affect,10.303192989
7884,entertainment plan works,10.303192989
7885,entire balance,10.303192989
7886,entire balance wch,10.303192989
7887,entitled,8.35728283994
7888,entitled iq,10.303192989
7889,entitled iq set,10.303192989
7890,equipment,7.86084595362
7891,equipment apple,9.89772788088
7892,equipment apple iphon5c,9.89772788088
7893,equipment fee,10.303192989
7894,equipment fee internet,10.303192989
7895,equipment mobile,10.303192989
7896,equipment mobile phones,10.303192989
7897,equipment payment,9.89772788088
7898,equipment payment term,9.89772788088
7899,equivalent,9.61004580843
7900,equivalent iphone,10.303192989
7901,equivalent iphone phone,10.303192989
7902,equivalent stay,10.303192989
7903,equivalent stay present,10.303192989
7904,era,10.303192989
7905,era gratis,10.303192989
7906,era gratis porque,10.303192989
7907,erial,10.303192989
7908,erial number,10.303192989
7909,erial number iof,10.303192989
7910,erroneously,10.303192989
7911,error,6.1288057191
7912,error clicking,9.89772788088
7913,error clicking place,9.89772788088
7914,error codeexcptn,10.303192989
7915,error codeexcptn ref,10.303192989
7916,error message services,10.303192989
7917,error process,9.89772788088
7918,error process going,9.89772788088
7919,error reference,10.303192989
7920,error reference number,10.303192989
7921,error sa,10.303192989
7922,error sa user,10.303192989
7923,escalation,9.89772788088
7924,escalation team,10.303192989
7925,escalation team trouble,10.303192989
7926,esp,10.303192989
7927,esp included,10.303192989
7928,esp included fetch,10.303192989
7929,estan,10.303192989
7930,estan cobrando,10.303192989
7931,estan cobrando tanto,10.303192989
7932,esther,10.303192989
7933,esther blanco,10.303192989
7934,esther blanco salas,10.303192989
7935,etf,9.0504300205
7936,ethernet tv,10.303192989
7937,ethernet tv fine,10.303192989
7938,europe weeks,9.89772788088
7939,eve id,10.303192989
7940,eve id like,10.303192989
7941,eve lg,10.303192989
7942,eve lg optimus,10.303192989
7943,evening,8.28828996845
7944,evening got,9.89772788088
7945,evening got blocked,9.89772788088
7946,evening like,10.303192989
7947,evening like quote,10.303192989
7948,evenings really,9.89772788088
7949,evenings really really,9.89772788088
7950,event,9.20458070032
7951,event renovation,9.61004580843
7952,evertng,9.61004580843
7953,evertng need,9.89772788088
7954,evertng need tec,9.89772788088
7955,everytng comapre,10.303192989
7956,everytng comapre plans,10.303192989
7957,everytng just,9.89772788088
7958,everytng just hate,9.89772788088
7959,everytng need,10.303192989
7960,everytng need voice,10.303192989
7961,everytng required,9.89772788088
7962,everytng required access,9.89772788088
7963,evidently,9.61004580843
7964,evidently lost,10.303192989
7965,evidently lost urgent,10.303192989
7966,ex order,10.303192989
7967,ex order number,10.303192989
7968,example site,10.303192989
7969,example site att,10.303192989
7970,exceed,8.10596841165
7971,exceeded,7.06451453683
7972,exceeded data,8.16312682549
7973,exceeded data usage,8.79911559221
7974,exceeded monthly usage,9.89772788088
7975,excellent,9.61004580843
7976,excellent update,10.303192989
7977,excellent update tswill,10.303192989
7978,excess,6.86920578451
7979,excess data,8.05190119038
7980,excess fees,9.38690225712
7981,excessive pro,9.89772788088
7982,excessive pro rata,9.89772788088
7983,exchange location,9.61004580843
7984,exchange location wireless,9.89772788088
7985,excuse,9.61004580843
7986,exercise,9.89772788088
7987,exercise order,9.89772788088
7988,exercise order lost,9.89772788088
7989,exisiting,9.38690225712
7990,exisiting customer,10.303192989
7991,exisiting customer netgear,10.303192989
7992,exisiting customers,9.89772788088
7993,exisiting customers accidentally,9.89772788088
7994,existing,5.42418613737
7995,existing account presently,10.303192989
7996,existing account try,9.89772788088
7997,existing cable internet,9.89772788088
7998,existing contract optus,10.303192989
7999,existing customer,7.06451453683
8000,existing cxable,9.89772788088
8001,existing cxable internet,9.89772788088
8002,existing dsl,9.89772788088
8003,existing dsl user,9.89772788088
8004,existing features,10.303192989
8005,existing features select,10.303192989
8006,existing featuresnldata,10.303192989
8007,existing featuresnldata unlimited,10.303192989
8008,existing fusion 85,10.303192989
8009,existing land,9.89772788088
8010,existing land line,9.89772788088
8011,existing mobile withyou,10.303192989
8012,existing optus,6.95328890172
8013,existing plan new,10.303192989
8014,existing services,10.303192989
8015,existing services account,10.303192989
8016,existing services result,10.303192989
8017,exit fee,9.61004580843
8018,exit fee 0412,10.303192989
8019,exit fee roughly,9.89772788088
8020,exp,9.61004580843
8021,exp cr,10.303192989
8022,exp cr card,10.303192989
8023,exp date,9.89772788088
8024,exp date 0619,10.303192989
8025,exp date changed,10.303192989
8026,exp date send,10.303192989
8027,expect,7.62904433956
8028,expect billed,10.303192989
8029,expect billed time,10.303192989
8030,expect device,9.89772788088
8031,expect new,10.303192989
8032,expect new phone,10.303192989
8033,expect receive,9.61004580843
8034,expect use,10.303192989
8035,expect use cell,10.303192989
8036,expected speed,9.89772788088
8037,expected speed kearneys,9.89772788088
8038,expecting,7.49983260808
8039,expecting 22,9.89772788088
8040,expecting 22 reigate,9.89772788088
8041,expecting 250,10.303192989
8042,expecting 250 purchase,10.303192989
8043,expecting need,9.89772788088
8044,expecting need ts,10.303192989
8045,expecting new,9.38690225712
8046,expecting new mobile,9.89772788088
8047,expecting new phone,9.89772788088
8048,expense smobile,10.303192989
8049,expense smobile wifi,10.303192989
8050,expensive im currently,10.303192989
8051,expensive tnking,10.303192989
8052,expensive tnking optus,10.303192989
8053,experiencing moment,9.89772788088
8054,expiration,9.61004580843
8055,expiration date,9.89772788088
8056,expiration date expires,9.89772788088
8057,expire,6.98900698432
8058,expire april curious,9.38690225712
8059,expired looking upgrading,9.89772788088
8060,expired verse,10.303192989
8061,expired verse tv,10.303192989
8062,expired way pay,10.303192989
8063,expires,6.91880272565
8064,expires tnk,9.89772788088
8065,expires tnk maybecause,9.89772788088
8066,expiring,8.51143351976
8067,expiring couple,9.89772788088
8068,expiring couple months,9.89772788088
8069,expiry,7.41282123109
8070,expiry cap want,10.303192989
8071,expiry monrg,9.89772788088
8072,expiry monrg month,9.89772788088
8073,explain,6.83745708619
8074,explain just,10.303192989
8075,explain just finding,10.303192989
8076,express card processing,10.303192989
8077,express delivery,10.303192989
8078,express delivery seeing,10.303192989
8079,express spping,10.303192989
8080,express spping shopping,10.303192989
8081,exstension,9.38690225712
8082,extend,6.7478449275
8083,extend date,9.38690225712
8084,extend mobile,9.20458070032
8085,extend mobile phone,9.61004580843
8086,extend payment,8.59844489675
8087,extend phone,8.79911559221
8088,extended,7.90529771619
8089,extender,10.303192989
8090,extension,5.9400943642
8091,extension account,8.91689862787
8092,extension current,9.0504300205
8093,extension latest,9.38690225712
8094,extension mobile,9.61004580843
8095,extension need,9.61004580843
8096,extension pay,8.79911559221
8097,extension payment,8.59844489675
8098,extension phone,7.95181773183
8099,extension till,9.20458070032
8100,extension weeks,9.61004580843
8101,extensions,9.38690225712
8102,extention,7.95181773183
8103,extention phone,9.0504300205
8104,extra,5.07476174991
8105,extra 10,8.22375144731
8106,extra 10 data,9.38690225712
8107,extra 1g,8.91689862787
8108,extra 1g data,9.38690225712
8109,extra 1gb,8.35728283994
8110,extra 1gb data,9.20458070032
8111,extra 500,9.61004580843
8112,extra channels,8.91689862787
8113,extra channels included,10.303192989
8114,extra channels like,9.89772788088
8115,extra channels subtitles,10.303192989
8116,extra confused,9.89772788088
8117,extra confused discovering,9.89772788088
8118,extra cost 30,10.303192989
8119,extra cost 90,10.303192989
8120,extra data,6.4637406764
8121,extra data account,9.38690225712
8122,extra data plan,8.43139081209
8123,extra expense,9.89772788088
8124,extra expense smobile,10.303192989
8125,extra fetch,10.303192989
8126,extra fetch tv,10.303192989
8127,extra gb,7.8182863392
8128,extra gb add,10.303192989
8129,extra gb data,9.20458070032
8130,extra gb internet,9.61004580843
8131,extra gig,8.51143351976
8132,extra gig data,9.20458070032
8133,extra guys,10.303192989
8134,extra guys set,10.303192989
8135,extra line,9.89772788088
8136,extra line mobileshare,10.303192989
8137,extra line old,10.303192989
8138,extra plan,9.38690225712
8139,extra plan rollover,10.303192989
8140,extra streaming,10.303192989
8141,extra streaming movies,10.303192989
8142,extra time fee,10.303192989
8143,extra tv house,10.303192989
8144,extreme base,9.89772788088
8145,extreme base station,9.89772788088
8146,extremely,7.35875400982
8147,extremely frustrated installation,10.303192989
8148,extremely slow,7.8182863392
8149,extremely slow gotten,10.303192989
8150,extremely weak upstairs,10.303192989
8151,face watch,10.303192989
8152,face watch suppose,10.303192989
8153,facebook,7.35875400982
8154,facing date,10.303192989
8155,facing date 21,10.303192989
8156,fact awesome,10.303192989
8157,fact awesome chatting,10.303192989
8158,fact internet,10.303192989
8159,fact internet cable,10.303192989
8160,failed deliver,9.89772788088
8161,failed deliver device,9.89772788088
8162,family,6.5419928733
8163,family data,10.303192989
8164,family data plan,10.303192989
8165,family emergency,9.89772788088
8166,family emergency unable,10.303192989
8167,family iphones,10.303192989
8168,family make,10.303192989
8169,family make decision,10.303192989
8170,family map,9.20458070032
8171,family map went,10.303192989
8172,family member,9.20458070032
8173,family member phones,10.303192989
8174,family members,9.89772788088
8175,family members plan,10.303192989
8176,family plan,7.46997964493
8177,family plan 10gb,10.303192989
8178,family plan 860,10.303192989
8179,family plan additional,10.303192989
8180,family plan ask,10.303192989
8181,family plan needs,10.303192989
8182,family plan originally,10.303192989
8183,family plan phone,10.303192989
8184,family plan recently,10.303192989
8185,family plan smartphones,10.303192989
8186,family plan son,10.303192989
8187,family plan upgrade,10.303192989
8188,family plan year,10.303192989
8189,family share,9.38690225712
8190,family share plan,9.89772788088
8191,family shared,9.61004580843
8192,family shared adding,10.303192989
8193,family shared plan,9.89772788088
8194,family submit,10.303192989
8195,family submit order,10.303192989
8196,family talk,9.61004580843
8197,family talk plan,10.303192989
8198,fan,9.38690225712
8199,fast,7.33277852342
8200,fast adsl,9.89772788088
8201,fast adsl broadband,9.89772788088
8202,fast optusnet,9.89772788088
8203,fast optusnet cable,9.89772788088
8204,faster internet im,9.89772788088
8205,fastest,8.28828996845
8206,fastest speed,9.20458070032
8207,fastest speed able,9.89772788088
8208,fastest speed cable,9.89772788088
8209,fathers day,10.303192989
8210,fathers day wifi,10.303192989
8211,favorite hobby,10.303192989
8212,favourite,10.303192989
8213,favourite channels,10.303192989
8214,favourite channels foxtel,10.303192989
8215,feat,9.61004580843
8216,feat foxtel,9.89772788088
8217,feat foxtel want,9.89772788088
8218,feat foxtelis,10.303192989
8219,feat foxtelis possible,10.303192989
8220,feature,7.77746434468
8221,feature 281_467_8397,10.303192989
8222,feature account,9.61004580843
8223,feature account select,10.303192989
8224,feature lines,10.303192989
8225,feature protection,10.303192989
8226,feature protection single,10.303192989
8227,feature recommended,10.303192989
8228,feature recommended att,10.303192989
8229,feature travel,10.303192989
8230,feature travel pay,10.303192989
8231,featurenldata,10.303192989
8232,featurenldata unlimited,10.303192989
8233,featurenldata unlimited lte,10.303192989
8234,features did,10.303192989
8235,features did know,10.303192989
8236,features select,10.303192989
8237,features select ts,10.303192989
8238,features thank,10.303192989
8239,featuresnldata,10.303192989
8240,featuresnldata unlimited,10.303192989
8241,featuresnldata unlimited 4g,10.303192989
8242,featuring,9.89772788088
8243,featuring foxtel,9.89772788088
8244,featuring foxtel upgrade,10.303192989
8245,featuring foxtel want,10.303192989
8246,feb,7.56235296507
8247,feb correct,10.303192989
8248,federau,10.303192989
8249,federau option,10.303192989
8250,federau option line,10.303192989
8251,fee,5.82019043698
8252,fee 0412,10.303192989
8253,fee 0412 615550,10.303192989
8254,fee deals,10.303192989
8255,fee deals cover,10.303192989
8256,fee fetch,9.89772788088
8257,fee fetch tv,9.89772788088
8258,fee help,10.303192989
8259,fee internet,10.303192989
8260,fee make,10.303192989
8261,fee make ts,10.303192989
8262,fee montly,9.89772788088
8263,fee montly 100,9.89772788088
8264,fee pay work,10.303192989
8265,fee paying,10.303192989
8266,fee paying credit,10.303192989
8267,fee phone 40,10.303192989
8268,fee roughly,9.89772788088
8269,fee roughly cost,9.89772788088
8270,fee tablet,10.303192989
8271,fee tablet 40,10.303192989
8272,fee wavered,10.303192989
8273,fee wavered ts,10.303192989
8274,fee website,9.89772788088
8275,feel internet abit,9.89772788088
8276,feel like patsy,10.303192989
8277,feel monthly,10.303192989
8278,feel monthly plan,10.303192989
8279,feel need,10.303192989
8280,feel need upgrades,10.303192989
8281,feel paying,9.61004580843
8282,feel paying insurance,10.303192989
8283,fees im eligible,9.89772788088
8284,fees right,10.303192989
8285,fees right monthly,10.303192989
8286,fellow,9.20458070032
8287,fellow optus,9.89772788088
8288,fellow optus store,9.89772788088
8289,fertch,10.303192989
8290,fertch tv,10.303192989
8291,fertch tv optus,10.303192989
8292,fetch,4.94660671432
8293,fetch 11500,10.303192989
8294,fetch add,9.89772788088
8295,fetch add chanels,9.89772788088
8296,fetch anytng,9.89772788088
8297,fetch anytng online,9.89772788088
8298,fetch box,7.90529771619
8299,fetch box click,9.38690225712
8300,fetch box expect,9.89772788088
8301,fetch box just,9.89772788088
8302,fetch box tv,10.303192989
8303,fetch broadband,8.79911559221
8304,fetch broadband home,8.91689862787
8305,fetch bundle,8.43139081209
8306,fetch bundle dont,9.89772788088
8307,fetch bundle plus,9.89772788088
8308,fetch bundle purchased,9.89772788088
8309,fetch channels,9.61004580843
8310,fetch channels didnt,9.89772788088
8311,fetch channels just,10.303192989
8312,fetch connect,10.303192989
8313,fetch connect package,10.303192989
8314,fetch connet,9.89772788088
8315,fetch connet package,9.89772788088
8316,fetch current optus,10.303192989
8317,fetch discovery,10.303192989
8318,fetch does work,10.303192989
8319,fetch existing,9.89772788088
8320,fetch existing plan,9.89772788088
8321,fetch home,8.69375507656
8322,fetch home phone,9.38690225712
8323,fetch internet,9.89772788088
8324,fetch internet yesterday,9.89772788088
8325,fetch like,9.89772788088
8326,fetch like sports,9.89772788088
8327,fetch new,10.303192989
8328,fetch new channels,10.303192989
8329,fetch online,9.61004580843
8330,fetch online details,9.89772788088
8331,fetch options,9.89772788088
8332,fetch optus,9.61004580843
8333,fetch optus business,10.303192989
8334,fetch order,9.89772788088
8335,fetch order number,9.89772788088
8336,fetch package,8.91689862787
8337,fetch package include,10.303192989
8338,fetch package month,9.89772788088
8339,fetch package received,9.89772788088
8340,fetch received,9.20458070032
8341,fetch received installation,9.89772788088
8342,fetch received modem,9.61004580843
8343,fetch record,10.303192989
8344,fetch record tv,10.303192989
8345,fetch service,9.38690225712
8346,fetch televisions,10.303192989
8347,fetch televisions purchase,10.303192989
8348,fetch tngo,10.303192989
8349,fetch tv,5.46691108204
8350,fetch tv 115,10.303192989
8351,fetch tv 12,10.303192989
8352,fetch tv added,10.303192989
8353,fetch tv address,10.303192989
8354,fetch tv box,8.05190119038
8355,fetch tv bundle,8.69375507656
8356,fetch tv channels,10.303192989
8357,fetch tv connection,10.303192989
8358,fetch tv current,9.89772788088
8359,fetch tv device,9.89772788088
8360,fetch tv different,10.303192989
8361,fetch tv disconnected,10.303192989
8362,fetch tv does,9.61004580843
8363,fetch tv enquired,9.89772788088
8364,fetch tv fixed,9.89772788088
8365,fetch tv got,10.303192989
8366,fetch tv just,10.303192989
8367,fetch tv know,10.303192989
8368,fetch tv like,10.303192989
