XTest,sessionId,y__true,y_pred,y_prob_max
  harris i was wondering if we could upgrade our mobile phones could you check our plan my mobile number is 0410305804,int-sv1appin01-1396219290585-25202,phone + plan (international/data) Upgrade/Downgrade,Contract Information,0.161489671401
i need roaming in south america ecuador peru cle amp 2 days in brazil amp buenos aires,int-sv1appin01-1394311418301-14725,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.216392855501
  my daughter is on the 2 a day plan how do we switch her to the 35 month to month plan,int-sv1appin01-1396237489313-25988,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.874204135948
  i was online with one of ur reps before but i got cut offf he was transfering me to another department who can help me with my payment arrangements,int-sv1appin01-1395879945151-15783,"Payment Status, Arrangement and Issue","Payment Status, Arrangement and Issue",0.392858403794
good morning i am questioning my dec jab bill i made a phone call to avoid excess charges and even bumped up my plan i still received a large bill can we look into ts please,int-sv1appin01-1394580288178-21834,bill explanation,bill explanation,0.693454264954
i cant remember my password and account has been disabled,ID1220569735,Product or Service Quality issues,Product or Service Quality issues,0.464375328152
 can you get foxsports on your bundles,int-sv1appin01-1394611012949-23003,Bundles Upgrade/Downgrade,Bundles Upgrade/Downgrade,0.533800481801
optus has replaced my broken modem with a netgear cg3000  what is the username and password to configure it,int-sv1appin01-1395718933533-10184,Product or Service Quality issues,Product or Service Quality issues,0.83367212396
i pay for turbo boost internet my speed is showing 550 and 210,ID1224183630,Product or Service Quality issues,Product or Service Quality issues,0.465885360555
i am trying to pay my bill but cannot,7.23E+17,Make payment,Make payment,0.424909107799
 i am trying to activate my sim since my old one is scratched,int-sv1appin01-1395033454039-7314,Device settings,Device settings,0.804159268073
gh internet latency,ID1233230883,Product or Service Quality issues,bill explanation,0.571728263145
how do i get data top up,int-sv1appin01-1394867510769-4315,Data top up,Data top up,0.615897448248
2 my internet keeps going down need to reset every 10 min and i want to inquire about gettign a second modem,ID1230010605,Product or Service Quality issues,Product or Service Quality issues,0.439838563459
i need to report an internet outage,ID1228895989,Product or Service Quality issues,Product or Service Quality issues,0.713128839797
right now i using 80 30gb bundle i cant add extra data,int-sv1appin01-1396236677513-25953,Data top up,Data top up,0.207451320114
 there i wnfed to know bout reception in epsom area as the last 2 weeks in epsom 3551 the reception has been really terrible and very hard to use the wi fi now,int-sv1appin01-1395615817349-6433,Product or Service Quality issues,Product or Service Quality issues,0.482055684662
internet speed significant reduced,ID1220711353,Product or Service Quality issues,Product or Service Quality issues,0.842872266519
i want to upgrade to an iphone5s what will i get for the same outlay,int-sv1appin01-1395634759099-7192,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.960553853212
 i am trying to unlock my old blackberry phone from the optus network but am not having luck getting an unlock code,int-sv1appin01-1394748247636-1334,Unlocking Device,Unlocking Device,1.63281296421
my contract finished couple of days so i want to cancel my number with optus,int-sv1appin01-1396258049859-26645,Cancellation and Retention,Cancellation and Retention,0.728630222664
cant reset password,ID1220593508,Product or Service Quality issues,Product or Service Quality issues,0.193165901768
can my wife and i pull our rr emails on our iphones,ID1219246135,Product or Service Quality issues,Product or Service Quality issues,0.569858447508
could you please enable my account its currently disabled i need to reset my password,ID1228442061,Activate Device/Service,Product or Service Quality issues,0.326431249749
i am interested in the samsung galaxy s5 will i be able to pre- order it to be on a plan,int-sv1appin01-1395615721751-6430,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,1.24999881902
having lots of problems with the wifi,ID1228383290,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.183821898356
what channel should the tv be on for the cable box to work,ID1232008931,Product or Service Quality issues,Product or Service Quality issues,0.328573936897
type your question hereim having problems with my iphone six i turned on the voice over now my phone is locked and will not except my pin number to unlock,7.43E+17,Unlocking Device,Unlocking Device,0.577172801241
why is my account disabled,ID1228444444,Activate Device/Service,Activate Device/Service,0.735540418386
 can i just change my basic optus box for an iq if so how much,int-sv1appin01-1394875278032-4428,TV only plan Upgrade/Downgrade,TV only plan Upgrade/Downgrade,0.35089333293
my outlook keeps asking for password  network password  server is mailtwccom   i set ts to remember i cant recall,ID1230783999,Product or Service Quality issues,Product or Service Quality issues,1.02511333129
 my bill is due on the 10th march but i dont get paid till the 13th can i get an extenstion,int-sv1appin01-1394230118294-13193,"Payment Status, Arrangement and Issue","Payment Status, Arrangement and Issue",0.449922350399
 can you check my order status order number iacutes 37343684,int-sv1appin01-1395027729665-7118,Order Status,Order Status,1.15699016164
 can you please tell me how much my bill is the app is telling me that my bill has changed over but its saying i owe 0 ,int-sv1appin01-1395540354496-5239,bill explanation,bill explanation,0.843145303043
 can you activate a simcard for me please,int-sv1appin01-1394590724667-22267,Device settings,Device settings,0.186176915545
 whats the cost to buy my mobile plan outright i have just taken it with me when i left my job recently - 0404 810232 i did not get approved to take over the 75 per month plan so want to buy the phone it was under jireh international pty ltd,int-sv1appin01-1395628992771-6972,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,1.25800552126
i tnk i need more data and call minutes what am i using now,int-sv1appin01-1394416617693-16533,Details of existing plan,Data top up,0.414439856921
can you help me order a new remote,ID1232221898,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.245666370403
 i was just talking to dan about the 115 home phone and internet and tv package i got disconnected my query was if the story channel is included in the tv pack i currently have a homephone and internet bundle we have been using our full download and may need to upgrade we have optus tv as a separate account,int-sv1appin01-1394229608204-13177,Bundles Upgrade/Downgrade,Details of existing plan,0.224033887998
unlock account to use password,ID1230777692,Activate Device/Service,Activate Device/Service,0.265376865201
  i was just chatting to someone in relation to the 115 package you have and my computer crashedmy question is what phone and modem options do you have with ts as i currently have a bigpond t-hub phone and bigpond modem,int-sv1appin01-1394864170367-4264,Bundles Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.908574823935
  do u know when u will have sumsung galaxy s5 in ur shops ooooooooooooo r u there,int-sv1appin01-1395483731106-4306,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.180690966313
im looking for a plan that i can call to vietnam,int-sv1appin01-1394184525631-12103,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.69678073131
ok with my current contract with optus can i cancel it if i want to,int-sv1appin01-1394775714554-2212,Cancellation and Retention,Cancellation and Retention,0.706972891036
how do i change the name and password of my wifi account i still have the name and password given to me when i set it up - thanks,ID1229903485,Setup/Register Account Online,Setup/Register Account Online,0.185550992739
 im currently on a 49 plan with my iphone 4 i was eligible for a phone upgrade back im december 2012 just wondering how much a iphone 5s would be with the same plan in a 24 month contract,int-sv1appin01-1394862307927-4236,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,1.21370516743
  i have recently been using a pre paid serviceand was wondering if i can get the credit for my preoaid taken off my bill as am am using my plan now,int-sv1appin01-1395633467090-7145,Promotions & Discounts,phone + plan (international/data) Upgrade/Downgrade,0.106874335362
the remote works but is very sluggish even with new batteries controls the tv but not the cable box,ID1232607098,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,1.47209047543
  i was wondering if the samsung s4 will be offered at discount rate once the 5 is out,int-sv1appin01-1395871535816-15395,Promotions & Discounts,Promotions & Discounts,1.175684567
is there a suspension on my wifi acount,ID1226568075,Activate Device/Service,Make payment - Reinstate/Restore service,0.0785637523831
 i was speaking to someone ts morning wle i was in class about an s5 but t were offering me money towards one of my next bills i was going to do it but i was in class and it cut out i was wondering if i could still get ts offer,int-sv1appin01-1395896038091-16536,phone + plan (international/data) Upgrade/Downgrade,Promotions & Discounts,0.212030685585
whagt is my twc modem password,ID1236097626,Setup/Register Account Online,Product or Service Quality issues,0.158720671983
i can not register im new and need to setup,ID1223554463,Product or Service Quality issues,Setup/Register Account Online,0.422503560633
  i would like to know how long i have left on my contract,int-sv1appin01-1394468311907-18011,Contract Information,Contract Information,0.76509468825
i wanted to know what kind of deals can be done with nbn bundles and mobile packages or do you only do packages with the entertainment and home phone bundles,int-sv1appin01-1394512065396-19789,Bundles Upgrade/Downgrade,Bundles Upgrade/Downgrade,1.28500325561
ive just paid it online forgot to get receipt number but i paid the whole amount of the bill 185,int-sv1appin01-1394425351614-16853,Product or Service Quality issues,Make payment - Reinstate/Restore service,0.306116152857
 titel i want to know if i using prepaid card and its plan is 2 days ready,int-sv1appin01-1395372422227-1744,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.0935295136781
i just installed a new gh speed modem now all of my apps are telling me that certificates cant be trusted what is going on,ID1221663323,phone + plan (international/data) Upgrade/Downgrade,Product or Service Quality issues,0.272143567482
trying to login to my family locator and it says that i already have an acct i sent a forgot password and it sasy that it sent an email but ive checked my email and havent received it,7.24E+17,Setup/Register Account Online,Product or Service Quality issues,1.24564077235
what is the best you can do on a 67 plan 24 months contract sonyz1,int-sv1appin01-1394629415945-23346,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.469079862539
  i placed an order to update my service to optus tv with fetch + broadband + home phone 90 cap but i havent yet received any confirmation so can you please check ts for me,int-sv1appin01-1395836550664-14110,Order Status,Order Status,0.290054978343
how can i be excused for going over my data i was unaware my wifi had not been picking up,int-sv1appin01-1395806559072-13308,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.32441840362
pay my bill,7.24E+17,Make payment,Make payment,0.220636549463
i need my account number 0431023429,int-sv1appin01-1395884582062-16004,Setup/Register Account Online,Setup/Register Account Online,0.802797035303
why is my upload speed 574 i pay for extreame internet,ID1229209600,Product or Service Quality issues,Product or Service Quality issues,0.851548551959
can you checkmy contract end date please,int-sv1appin01-1394419095062-16628,Contract Information,Contract Information,1.04807871417
i cancelled my account and was told i would have a cancellation fee placed on my last bill but i do not see ts feeis ts my final bill,7.46E+17,Cancellation and Retention,Cancellation and Retention,0.319813025106
 i am travelling to malaysia for a week and am purchasing the 10 day travel pack i am confused as to whether to turn off my data roaming and cellular data or not thanks,int-sv1appin01-1394749434146-1370,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.440259460457
i cant log in,ID1234541647,Product or Service Quality issues,Product or Service Quality issues,0.725340884199
why is channel 14 fox sports texas rangers not in gh defenition,ID1221377568,Product or Service Quality issues,Product or Service Quality issues,0.455831953633
can you confirm if its available in my area,int-sv1appin01-1394234980101-13333,Fixed internet only plan,Others,0.796259387046
 i need an extension on my phone bill please just untill friday,int-sv1appin01-1395703710636-9527,"Payment Status, Arrangement and Issue","Payment Status, Arrangement and Issue",0.837859873017
 i would like to change my mobile plan,int-sv1appin01-1394440692027-17298,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.987770112467
i have two phones on my account 517-605-4240 and 734-476-1715  i want to take the second one that starts with 734 off my account  can the person that uses that phone start their own account and take full responsibility for that phone and if so how do i go about doing that,7.43E+17,Setup/Register Account Online,Setup/Register Account Online,0.117616731097
 chesca i seem to be having trouble receiving text messages today my phone is fully charged and i have even tried restarting it and turning it off and then back on are there any network issues,int-sv1appin01-1395379017996-1968,Product or Service Quality issues,Product or Service Quality issues,0.992580063321
i recently upgraded to a samsung note 3 from an iphone 4s im having trouble receiving sms messages that are sent from other ppl who have an iphone,int-sv1appin01-1396075750359-22632,Product or Service Quality issues,Product or Service Quality issues,0.418298016989
  rick wondering if i could pre-order the samsung s5 ,int-sv1appin01-1394339369585-15236,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,1.43007695524
 there im after a payment extension,int-sv1appin01-1394076176219-8748,"Payment Status, Arrangement and Issue","Payment Status, Arrangement and Issue",2.13273137278
i was chatting with another agent when my internet disconnected we were in the process of resetting my password for the att account  can i please have the code sent to the gmail email account so that i can accomplish ts,7.23E+17,Setup/Register Account Online,Setup/Register Account Online,0.611336337606
jared lee walker-suwanda xxxxxx1984 0421967808 i have been charged twice on my bill,int-sv1appin01-1394583960531-21993,bill explanation,bill explanation,1.17710891438
  harris can you check how long i have left on my plan,int-sv1appin01-1396063513833-22348,Contract Information,Contract Information,0.413631087936
the speed is so slow,ID1230628618,Product or Service Quality issues,Product or Service Quality issues,0.94588336119
good i have a quick question about the braodbandphoneentertainment bundle,int-sv1appin01-1394161233074-11398,Bundles Upgrade/Downgrade,Bundles Upgrade/Downgrade,0.122567083314
i would like to find out if my phone is locked to optus network and if it is unlock it,int-sv1appin01-1394521506589-20097,Unlocking Device,Unlocking Device,1.4102035543
 im just wondering how i would go about paying an outstanding bill,int-sv1appin01-1395418971170-2818,Make payment,bill explanation,0.179666082139
i dont really have  question  i just spoke to a represenative and ts is twice now that i have said that i will take my business elsewhere and t let me get off of the phone without helping me  i am so dissatisfied with my phone and bill  i cannot stand my phone at all  i want to upgrade  i have waited until the pay off is 2789 and i wanted to trade it in and get another phone  now att is telling me that i have to pay all of these charges and taxes before i can  ts is ridiculous  i am an unsatisfied customer  i have been a loyal customer for a long time  why do you not do tngs to keep your customers happy  i also wanted to lower my bill and the representative could not lower it and i told her i would go elsewhere and she said ok and hung up,7.44E+17,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.216781561398
i dont know why that my service stutes always shows no service,int-sv1appin01-1395146921796-10739,Product or Service Quality issues,Product or Service Quality issues,0.23843884794
i am looking at my qantas frequent flyer points and notice that no optus points have been credited to my qff account for the month of feb i received points consistently in 203 in jan 150 amp march 140,int-sv1appin01-1394420663498-16688,Promotions & Discounts,Promotions & Discounts,1.00108081508
need a new password and id,7.24E+17,Setup/Register Account Online,Setup/Register Account Online,0.406106842279
um i lost my old phone and i want it number and i just activate a new sim,int-sv1appin01-1391302947851-10257,phone + plan (international/data) Upgrade/Downgrade,Device settings,0.528879220903
 there i just paid my over due bill could my services please be reconnected receipt number is 490530,int-sv1appin04-1394782923230-2384,Make payment - Reinstate/Restore service,Make payment - Reinstate/Restore service,0.809541665874
can you reactivate 8183594571,7.24E+17,Activate Device/Service,Activate Device/Service,1.24736410792
  i just want to check whether there is a better bundle then what i am already on in my bundle i have a mobile wireless 10gb plus my iphone plan all up i pay around 95 per month,int-sv1appin01-1394427798155-16940,phone + plan (international/data) Upgrade/Downgrade,Bundles Upgrade/Downgrade,0.599714254286
  i was just talking to samantha and she was trancfering me to the team to help me unlock my phone and it got disconected,int-sv1appin01-1395013834274-6639,Unlocking Device,Unlocking Device,1.18516139744
 i just set up my account and cannot access it to confirm my email address ,ID1222383659,Product or Service Quality issues,Setup/Register Account Online,0.717963107585
i just received an email that stated my order has been canceled  i did not cancel it,ID1227312296,Cancellation and Retention,Cancellation and Retention,0.184870849374
 i got a txt before saying im 51 over my usage im confused as what ts means as i never go over is ts 51 added on top of my monthly fee ,int-sv1appin01-1395025954814-7056,Setup/Register Account Online,bill explanation,0.408280716168
 i want to set up wifi at home can i use my existing mobile broadband to set ts up,int-sv1appin01-1395117256523-10089,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.20059934381
i am trying to login to pay my bill and i tnk my password is not working,7.23E+17,Setup/Register Account Online,Product or Service Quality issues,0.772121974665
i do not remember my password for my wifi how do i reset it,ID1228430239,Setup/Register Account Online,Product or Service Quality issues,0.358212878599
  looking at upgrading my phone to either samsung s5,int-sv1appin01-1395900493461-16728,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,1.54296554707
why cant i get signed in,ID1223840328,Product or Service Quality issues,Setup/Register Account Online,0.174899171809
yes i am planning to buy unlimited broad band plan,int-sv1appin01-1395154623258-10807,Bundles Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,1.05825347846
im away from my home computer and cant remember my password for my emails,int-sv1appin04-1394776116900-2225,Product or Service Quality issues,Product or Service Quality issues,1.23938123483
im trying to sign up for the 115 bundle with 10 di,int-sv1appin01-1395041203114-7563,Bundles Upgrade/Downgrade,Bundles Upgrade/Downgrade,0.545342749907
plan discounts and our corporation discount,7.41E+17,Promotions & Discounts,Promotions & Discounts,3.58064409114
  i need help with my account - i appear to have 2 different sign ins with one linked to my mobile service and the other linked to my qantas ff,int-sv1appin04-1394782419819-2372,Product or Service Quality issues,Activate Device/Service,0.659771397854
why is there no picture on twetc for the baylor basketball game in the waco area,ID1233554263,Product or Service Quality issues,Product or Service Quality issues,0.478928551006
  can you please tell me how i can get a list of the 30 current pre-selected movies as i am considering getting fetch tv,int-sv1appin01-1396155613003-24137,TV only plan Upgrade/Downgrade,TV only plan Upgrade/Downgrade,0.326199268455
just need to remove epix channel,ID1232028809,Setup/Register Account Online,Cancellation and Retention,0.680285879692
i am trying to log onto my account  i keep getting a password incorrect message  i want to reset the password but it will only let me send the code via text  my 14 yr old has the phone so the code needs to be emailed to me,7.45E+17,Setup/Register Account Online,Product or Service Quality issues,0.122578377957
i only have 560 credit left i should have more,int-sv1appin04-1391548166954-10580,Promotions & Discounts,Promotions & Discounts,0.666879222694
  albert i am trying to sign up for a my plan contract and i need to register an account to get my bill via email but when the dialog box pops up it sayd error due to cross ,int-sv1appin01-1394535093137-20412,Setup/Register Account Online,Setup/Register Account Online,0.113483742895
why i do not have an internet connection ts morning,int-sv1appin04-1394926774508-5265,Internet Queries,Product or Service Quality issues,0.190031769219
my phone wont let me call to check my voice messages,int-sv1appin01-1395582809270-5831,Product or Service Quality issues,Product or Service Quality issues,0.293379607058
  i would like to update my contact details such as my postal address and contact phone number,int-sv1appin01-1394337519432-15203,Setup/Register Account Online,Setup/Register Account Online,0.50383180574
my internet usage was nearly 1gb every day last week but there was no one home 25 26 27 28 29 march can you explain why,int-sv1appin01-1396170227463-24375,bill explanation,bill explanation,0.679659616305
cant log in to my account,ID1229733741,Product or Service Quality issues,Product or Service Quality issues,0.433467331228
i have a bill of 25086 and due today i have paid via bpay of 200 just now and i need more time for the 5086 please thank you,int-sv1appin01-1396071128418-22529,"Payment Status, Arrangement and Issue","Payment Status, Arrangement and Issue",0.197146924834
i cannot create a new id since i have other accts connected to my cell number what do i do,ID1222782645,Setup/Register Account Online,Setup/Register Account Online,0.973279709052
 i am wondering if i can upgrade my phone 0422379041,int-sv1appin01-1394145543714-10752,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,1.02498047819
  i am currently with telstra and am looking around for another deal wch is cheaper than what i am on at the moment phoneinternet and tv i have the tbox from telstra what are the best plans i dont use the home ph much very rarely and use about 20gb per month internet,int-sv1appin01-1394420931694-16699,Bundles Upgrade/Downgrade,Promotions & Discounts,0.44172706263
i have a corporate discount but it only being applied to one line on my account - even though it says t are all enrolled,7.41E+17,Promotions & Discounts,Promotions & Discounts,0.815347588207
i wish to transfer my ac to my son who is now over 18can i do that over the phone that is change the name and birth date he wishes to change service provider and take the mobile number wch he cant if it is in my name and birth date,int-sv1appin01-1394159476935-11321,Setup/Register Account Online,Setup/Register Account Online,0.18209427875
i cant unlock my account to get a new password,ID1224127324,Activate Device/Service,Activate Device/Service,0.132486189678
 can you check my account and tell me y i cant send messages or get calls,int-sv1appin01-1395349754238-920,Product or Service Quality issues,Product or Service Quality issues,0.681787925533
 i am looking at going on a plan on the iphone 5 and on the website it has the price for a 32gb phone but not a 16gb phone do you know what the plan prices are for a 16 gb iphone 5,int-sv1appin01-1395386105417-2159,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.548558558046
 i want to top up my prepaid mobile broadband amp have 7gig left is the most gig total 30 gig,int-sv1appin01-1395444156735-3546,Data top up,Data top up,0.474052778478
my cable wires are too short can someone fix them,ID1222529291,Product or Service Quality issues,Product or Service Quality issues,0.423780999084
i cant seem to log in,ID1226163970,Product or Service Quality issues,Product or Service Quality issues,0.725340884199
i cant registr for a twc id what can i do,ID1231712040,Setup/Register Account Online,Setup/Register Account Online,0.122508389983
  i have called all the optus stores in my area amp none answer the phone i was told by support to go to an optus store amp buy a wifi modem tngy but i wanted to check the store had them in stock amp no one has responded,int-sv1appin01-1395714591423-10009,phone + plan (international/data) Upgrade/Downgrade,Order Equipment,0.302847124247
 im trying to add my qantas ff to my account but dont seem to know m user name to log in i dont tnk ive ever logged into it before,int-sv1appin02-1391728646426-18845,Activate Device/Service,Activate Device/Service,0.0765843092388
my internet connection disconnects periodically  ts is my second time contacting time warner support regarding ts issue,ID1230734243,Product or Service Quality issues,Product or Service Quality issues,0.7779566946
i recd my new modem but under the setup function when it asks me to choose my modem model from a list of options the modem you sent me does not show up on the list of models shown,ID1222508598,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,1.17070744751
 albert a i have come on to my account and notice i am eligible for an early upgrade i was about to go through with it until i realized i will be charged 240 why is ts,int-sv1appin01-1394184161463-12096,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.347094512716
 well im a bit annoyed as i have been disconnected from my service without any warning that i was going to be and i would like to pay half the bill that is more overdue and request a payment extension for the other one and have my service restored please,int-sv1appin01-1395721768125-10297,Make payment - Reinstate/Restore service,"Payment Status, Arrangement and Issue",0.486538959222
  if i am a prepaid optus user and i get an iphone plan do i get the 150 voucher,int-sv1appin01-1394256310330-13864,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.317850702839
forgot id,ID1223595266,Setup/Register Account Online,Setup/Register Account Online,0.254044080598
i am trying to  1 obtain the 10 discount as i already have a mobile with optus 2 log into the optus account to avoid the 220 per month paper fee but its not accepting my login password to me optus account,int-sv1appin04-1394942254095-5551,Product or Service Quality issues,Product or Service Quality issues,0.444542004687
  i am a long standing optus customer just out of contract and looking for a good plan i am willing to go to a different provider if im not satisfied with the deals offered by optus,int-sv1appin01-1395095952961-9226,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.586943959581
 i would like to enquire about the service availability for the unit i am at,int-sv1appin01-1394882406487-4514,Others,Others,0.727223683292
 gday samanthajust wondering who can give me some info on tower coverage updates,int-sv1appin01-1394610359852-22984,Product or Service Quality issues,Product or Service Quality issues,0.109153363706
internet speed not up to standard,ID1219180947,Product or Service Quality issues,Product or Service Quality issues,0.383588590126
"""it seems youre having difficulty logging in to myatt""",7.40E+17,Setup/Register Account Online,Product or Service Quality issues,0.285562730219
we are going to begin demolition on several residential properties--how do we notify you so everytng can be disconnectedremoved before,ID1234632596,Setup/Register Account Online,phone + plan (international/data) Upgrade/Downgrade,0.298711169438
but im concerned about whehter t got he order correct ipad air and mini both 128gb models and the delivery address shouldve been to my office in the sydney cbd,int-sv1appin01-1396223559967-25379,Order Status,Order Status,0.142969029466
i purchased a new wifi mobile modem last week and have tried to activate the sim card a number of times but the system isnt recognising my mobileservice number,int-sv1appin01-1395621104900-6636,Device settings,Device settings,0.128293663852
i just tried to log in but it wont accept i am not getting any bills at all so i keep getting my service restricted i need a bill so i know when and what to pay either email or paper,int-sv1appin01-1391319301263-10413,Make payment - Reinstate/Restore service,Product or Service Quality issues,0.726582982255
i havent received a bill in months how do i view my mobile phone bill online,int-sv1appin01-1395628793145-6963,Product or Service Quality issues,Product or Service Quality issues,0.114357759677
wondering whats involved in connecting adsl toy homehavent had a land line for years  adress 3 tyrell st tenambit nsw 2333,int-sv1appin01-1395104689725-9583,Others,Others,0.738953104294
  tonyts the deepakjust wanted to check if my contract expires on the 27th or 28th for my number 0447013537,int-sv1appin01-1395452874911-3770,Contract Information,Contract Information,0.64761624182
i cant get online using my timewarner cable connection on my new account,ID1229304798,Product or Service Quality issues,Product or Service Quality issues,0.335431443209
new remote does not work,ID1223744315,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,1.06733815298
my internet keeps dropping out every hour,int-sv1appin01-1394246488928-13644,Product or Service Quality issues,Product or Service Quality issues,0.868383337685
how do i remove a service from my account,int-sv1appin01-1394272579994-14146,Cancellation and Retention,Cancellation and Retention,0.268689691834
 im overseas right now how do i send text messages from my optus prepaid,int-sv1appin02-1391476639902-13176,Device settings,Product or Service Quality issues,0.191394783827
gday i was tnking of changing from telstra to optus will my cable speed be the same,int-sv1appin04-1394608434160-22930,Internet Queries,Internet Queries,0.22089280201
 a few weeks ago i spoke to someone asking about how i can increase my data on my plan i keep going over my limit too fast and its costing me to much what options do i have,int-sv1appin01-1394167296583-11632,Data top up,phone + plan (international/data) Upgrade/Downgrade,0.68439738367
 i am just wanting to know how i do i unlock an iphone that i have just bought econd hand,int-sv1appin01-1394753508642-1505,Unlocking Device,Unlocking Device,0.518052297375
 clark i need a plan that works for local and international calls i bought 2 sim card,int-sv1appin01-1395645980580-7595,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.699344421844
what is the username and password for my account 3478068113 it says it already exists but i dont remember setting one up,ID1228882942,Product or Service Quality issues,Product or Service Quality issues,0.628839029608
can i install mcafee on both pcs and macs in my household simultaneously,ID1220009907,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.43227167624
ineed to change mt password i forgot it,ID1222127650,Product or Service Quality issues,Product or Service Quality issues,0.35846871668
i upgraded to the 300 mbs service and just tested my download speed on your website and it says 5903 mbps for download whats up with that,ID1222156887,phone + plan (international/data) Upgrade/Downgrade,Product or Service Quality issues,0.837219048444
 id like to switch off data roaming on my mobile as ill be going overseas,int-sv1appin01-1395801213762-13086,Cancellation and Retention,phone + plan (international/data) Upgrade/Downgrade,0.306908955029
can i trun off the power saving that turns my tv off after several hours,ID1232654897,phone + plan (international/data) Upgrade/Downgrade,Product or Service Quality issues,0.352751355644
" there i am just wondering about that 10 dollar movie deal i just reset my password and t sent me the updated password however i still cant login to purchase i am sure my email is correct and the password is updated but it keeps showing ""invalid email address or password""",int-sv1appin04-1394799586383-2624,Product or Service Quality issues,Product or Service Quality issues,0.963278219305
internet speeds seem really slow,ID1223727343,Product or Service Quality issues,Product or Service Quality issues,1.51861782556
as usual me customer yestarday some technician show up and disconected my service for no reazon what s going in with that any way i am tired of ts tng going on,ID1231599352,Product or Service Quality issues,Product or Service Quality issues,0.112963975415
my cable modem is down flasng,ID1225891731,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,0.498247574148
 ive just taken a look at my bill for march and it says ive already gone over my data usage by almose 500mb i dont get how ts could be actually i saw that one charge of an extra 5 came from 4am ts morning when i was asleep and my phone shouldnt even have been using mobile data as it was connected to wifi all night and i was sleeping quite confuse really can you give me any further details,int-sv1appin01-1394599749600-22617,bill explanation,bill explanation,0.398875071614
good morning ive either lost or had my mobile phone stolencan u lock it temporarily,int-sv1appin01-1395346058988-797,Lost & Found,Lost & Found,0.490258868301
 i am looking to remove a phone off of my plan how do i do ts ,7.42E+17,Cancellation and Retention,Cancellation and Retention,0.198209621764
 i tnking about upgrade to a new phone and new pan,int-sv1appin01-1394854202411-4081,phone + plan (international/data) Upgrade/Downgrade,phone + plan (international/data) Upgrade/Downgrade,1.24698725952
forgot my password cant reset it,int-sv1appin01-1394575274092-21639,Product or Service Quality issues,Product or Service Quality issues,0.315522468856
 i only have a couple of days left but am nearly out of data can i top up a little more,int-sv1appin01-1395884072551-15979,Data top up,bill explanation,0.322728577985
"{""product soughtmobilephone} {""alternate product soughtiphone4s}  are there bundles that include landline mobile fetch and broad band",int-sv1appin01-1396100705325-23074,Bundles Upgrade/Downgrade,Bundles Upgrade/Downgrade,1.24135216509
where do i find my account number,int-sv1appin01-1395012846372-6610,Setup/Register Account Online,Setup/Register Account Online,0.169104419677
